,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
13700,AhR,16,17,73,76,"However, the inability of MET to bind to AhR suggests that MET is not an AhR ligand.",25697376_7,0,-1,-1,-1,-1,0,13700,0
13702,CYP1A1,24,25,161,167,"In conclusion, the present work shows a strong evidence that MET inhibits the DMBA-mediated carcinogenicity and adduct formation by inhibiting the expression of CYP1A1 through an AhR ligand-independent mechanism.",25697376_8,0,-1,-1,-1,-1,0,13702,0
13703,AhR,27,28,179,182,"In conclusion, the present work shows a strong evidence that MET inhibits the DMBA-mediated carcinogenicity and adduct formation by inhibiting the expression of CYP1A1 through an AhR ligand-independent mechanism.",25697376_8,0,-1,-1,-1,-1,0,13703,0
13724,zebrafish,16,17,92,101,"To study the biological significance of Δ113p53 in promoting DNA DSB repair, we generated a zebrafish Δ113p53(M/M) mutant via the transcription activator-like effector nuclease technique and found that the mutant is more sensitive to γ-irradiation.",25698579_5,0,-1,-1,-1,-1,0,13724,0
13741,rad51,14,15,104,109,"Furthermore, Δ113p53/Δ133p53 promotes DNA DSB repair via upregulating the transcription of repair genes rad51, lig4 and rad52 by binding to a novel type of p53-responsive element in their promoters.",25698579_8,0,-1,-1,-1,-1,0,13741,0
13753,E2,2,3,15,17,Estradiol-17β (E2) and maturation-inducing hormone (MIH) are two steroid hormones produced in the teleost ovary that are required for vitellogenic growth and final oocyte maturation and ovulation.,25701739_0,0,-1,-1,-1,-1,0,13753,0
13765,P450c17,23,24,147,154,"In the commercially important Japanese eel (Anguilla japonica), the MIH 17α,20β-dihydroxy-4-pregnen-3-one (DHP) is generated from its precursor by P450c17, which has both 17α-hydroxylase and C17-20 lyase activities.",25701739_2,0,-1,-1,-1,-1,0,13765,0
13771,E2,12,13,87,89,"In order to elucidate the regulatory mechanism underlying the steroidogenic shift from E2 to DHP and the mechanistic basis for the failure of this shift in artificially matured eels, the cDNA for cyp17a2-which encodes P450c17-II-was isolated from the ovary of wild, mature Japanese eel and characterized, and the expression patterns of cyp17a1 and cyp17a2 during induced ovarian development were investigated in cultured eel ovaries.",25701739_3,0,-1,-1,-1,-1,0,13771,0
13787,androstenedione,33,34,215,230,"HEK293T cells transfected with all but type II P450c17-II converted exogenous progesterone to 17α-hydroxyprogesterone (17α-P), providing evidence for 17α-hydroxylase activity; however, a failure to convert 17α-P to androstenedione indicated that C17-20 lyase activity was absent.",25701739_5,0,-1,-1,-1,-1,0,13787,0
13809,colon cancer,4,6,21,33,"For the treatment of colon cancer patients with anti-EGFR-based drugs, the KRAS mutation status has to be determined to pre-select responders that will benefit from this medication.",25706807_1,0,-1,-1,-1,-1,0,13809,0
13845,GnRH,16,17,84,88,"Additionally, the expression of 4 genes known to be involved in reproduction (FSHβ, GnRH, GH, and BMP) were evaluated in COS-7 cells expressing the fusion gene (pVITRO2-FSHαβ-CTP).",25719958_3,0,-1,-1,-1,-1,0,13845,0
13847,BMP,21,22,98,101,"Additionally, the expression of 4 genes known to be involved in reproduction (FSHβ, GnRH, GH, and BMP) were evaluated in COS-7 cells expressing the fusion gene (pVITRO2-FSHαβ-CTP).",25719958_3,0,-1,-1,-1,-1,0,13847,0
13866,GnRH,2,3,6,10,"FSHβ, GnRH, and BMP expression increased significantly 36 h and 48 h after transfection with the fusion gene in COS-7 cells.",25719958_8,0,-1,-1,-1,-1,0,13866,0
13867,BMP,5,6,16,19,"FSHβ, GnRH, and BMP expression increased significantly 36 h and 48 h after transfection with the fusion gene in COS-7 cells.",25719958_8,0,-1,-1,-1,-1,0,13867,0
13948,MyoD,14,15,104,108,"Transferring our approach to the conversion of fibroblasts into skeletal myoblasts using mmRNA encoding MyoD, we confirm the huge potential of mmRNA based protein expression for virus- and DNA-free reprogramming strategies.",25720503_6,0,-1,-1,-1,-1,0,13948,0
13961,Androgen receptor,2,4,12,29,BACKGROUND: Androgen receptor (AR) is a ligand dependent transcription factor that regulates the transcription of target genes.,25728837_0,0,-1,-1,-1,-1,0,13961,0
13962,transcription factor,11,13,57,77,BACKGROUND: Androgen receptor (AR) is a ligand dependent transcription factor that regulates the transcription of target genes.,25728837_0,0,-1,-1,-1,-1,0,13962,0
13981,H2,7,8,40,42,And such reduction could be restored by H2 O2 treatment.,25728837_6,0,-1,-1,-1,-1,0,13981,0
13998,translocases,9,10,60,72,"One activity, demonstrated previously for the budding yeast translocases, is ATPase-dependent disruption of RAD51-dsDNA binding.",25765654_1,0,-1,-1,-1,-1,0,13998,0
14001,RAD51,8,9,52,57,This activity is thought to promote dissociation of RAD51 from heteroduplex DNA following strand exchange during homologous recombination.,25765654_2,0,-1,-1,-1,-1,0,14001,0
14005,Rad51,17,18,102,107,"In addition, previous experiments in budding yeast have shown that the same activity of Rad54 removes Rad51 from undamaged sites on chromosomes; mutants lacking Rad54 accumulate nonrepair-associated complexes that can block growth and lead to chromosome loss.",25765654_3,0,-1,-1,-1,-1,0,14005,0
14012,RAD51,12,13,65,70,"Here, we show that human RAD54 also promotes the dissociation of RAD51 from dsDNA and not ssDNA.",25765654_4,0,-1,-1,-1,-1,0,14012,0
14015,translocase,4,5,18,29,"We also show that translocase depletion in tumor cell lines leads to the accumulation of RAD51 on chromosomes, forming complexes that are not associated with markers of DNA damage.",25765654_5,0,-1,-1,-1,-1,0,14015,0
14017,RAD51,15,16,89,94,"We also show that translocase depletion in tumor cell lines leads to the accumulation of RAD51 on chromosomes, forming complexes that are not associated with markers of DNA damage.",25765654_5,0,-1,-1,-1,-1,0,14017,0
14023,RAD51,14,15,92,97,We further show that combined depletion of RAD54L and RAD54B and/or artificial induction of RAD51 overexpression blocks replication and promotes chromosome segregation defects.,25765654_6,0,-1,-1,-1,-1,0,14023,0
14029,RAD51,17,18,118,123,These results support a model in which RAD54L and RAD54B counteract genome-destabilizing effects of direct binding of RAD51 to dsDNA in human tumor cells.,25765654_7,0,-1,-1,-1,-1,0,14029,0
14033,RAD51,12,13,74,79,"Thus, in addition to having genome-stabilizing DNA repair activity, human RAD51 has genome-destabilizing activity when expressed at high levels, as is the case in many human tumors.",25765654_8,0,-1,-1,-1,-1,0,14033,0
14070,inducible,9,10,66,75,"These platforms provide flexible, reliable and broadly applicable inducible expression systems for studying gene function.",25768837_6,0,-1,-1,-1,-1,0,14070,0
14075,vesicular acetylcholine transporter,12,15,74,109,"The cholinergic locus, which encodes choline acetyltransferase (ChAT) and vesicular acetylcholine transporter (VAChT), is specifically expressed in cholinergic neurons, maintaining the cholinergic phenotype.",25770047_0,0,-1,-1,-1,-1,0,14075,0
14115,lysosomal membrane protein,1,4,2,28,"A lysosomal membrane protein, LAMP2C was identified as a receptor for these pathways.",25772617_3,0,-1,-1,-1,-1,0,14115,0
14124,RNA-binding proteins,21,23,124,144,"We found that the sequence possesses features of the arginine-rich motif, an RNA-recognition motif found in a wide range of RNA-binding proteins.",25772617_6,0,-1,-1,-1,-1,0,14124,0
14141,blood coagulation,8,10,44,61,Vitamin K is involved in bone formation and blood coagulation.,25772619_0,0,-1,-1,-1,-1,0,14141,0
14175,YY1,10,11,73,76,Deletion and mutation analyses revealed the functional importance of the YY1 consensus motif.,25772619_10,0,-1,-1,-1,-1,0,14175,0
14179,YY1,10,11,94,97,Electrophoretic gel mobility shift and chromatin immunoprecipitation assays demonstrated that YY1 binds the UBIAD1 promoter in vitro and in vivo.,25772619_11,0,-1,-1,-1,-1,0,14179,0
14183,YY1,3,4,13,16,"In addition, YY1 small interfering RNA decreased endogenous UBIAD1 mRNA expression and UBIAD1 conversion activity.",25772619_12,0,-1,-1,-1,-1,0,14183,0
14188,YY1,4,5,27,30,These results suggest that YY1 up-regulates UBIAD1 expression and UBIAD1 conversion activity through the UBIAD1 promoter.,25772619_13,0,-1,-1,-1,-1,0,14188,0
14221,S phase,1,3,3,10,"In S phase, the replication and transcription of genomic DNA need to accommodate each other, otherwise their machineries collide, with chromosomal instability as a possible consequence.",25776556_0,0,-1,-1,-1,-1,0,14221,0
14261,bone morphogenetic protein-2,1,4,14,42,Up-regulating bone morphogenetic protein-2 (BMP-2) or silencing GNAS and Noggin gene expression in stem cells has been shown to enhance osteogenic differentiation and bone tissue formation.,25787741_1,0,-1,-1,-1,-1,0,14261,0
14305,mTOR,0,1,0,4,"mTOR complex1, the major regulator of mRNA translation in all eukaryotic cells, is strongly activated in most cancers.",25790369_0,0,-1,-1,-1,-1,0,14305,0
14314,phosphorylation,18,19,99,114,"We performed a genome-wide RNAi screen in a human cancer cell line, seeking genes that regulate S6 phosphorylation, readout of mTORC1 activity.",25790369_1,0,-1,-1,-1,-1,0,14314,0
14315,mTORC1,22,23,127,133,"We performed a genome-wide RNAi screen in a human cancer cell line, seeking genes that regulate S6 phosphorylation, readout of mTORC1 activity.",25790369_1,0,-1,-1,-1,-1,0,14315,0
14322,mTOR,59,60,374,378,"Applying a stringent selection, we retrieved nearly 600 genes wherein at least two RNAis gave significant reduction in S6-P. This cohort contains known regulators of mTOR complex 1 and is significantly enriched in genes whose depletion affects the proliferation/viability of the large set of cancer cell lines in the Achilles database in a manner paralleling that caused by mTOR depletion.",25790369_2,0,-1,-1,-1,-1,0,14322,0
14329,phosphorylation,4,5,20,35,76 RNAis reduced S6 phosphorylation significantly in 2 or 3 replicates.,25790369_4,0,-1,-1,-1,-1,0,14329,0
14331,mTORC1,16,17,105,111,"Surprisingly, among this cohort of genes the only elements previously associated with the maintenance of mTORC1 activity are two subunits of the vacuolar ATPase and the CUL4 subunit DDB1.",25790369_5,0,-1,-1,-1,-1,0,14331,0
14332,vacuolar,23,24,145,153,"Surprisingly, among this cohort of genes the only elements previously associated with the maintenance of mTORC1 activity are two subunits of the vacuolar ATPase and the CUL4 subunit DDB1.",25790369_5,0,-1,-1,-1,-1,0,14332,0
14333,ATPase,24,25,154,160,"Surprisingly, among this cohort of genes the only elements previously associated with the maintenance of mTORC1 activity are two subunits of the vacuolar ATPase and the CUL4 subunit DDB1.",25790369_5,0,-1,-1,-1,-1,0,14333,0
14339,Rac1,17,18,95,99,"However, an indication that this group also bears attention is the presence of rpS6KB1 itself, Rac1 and MAP4K3, a protein kinase that supports amino acid signaling to rpS6KB1.",25790369_7,0,-1,-1,-1,-1,0,14339,0
14341,protein kinase,22,24,114,128,"However, an indication that this group also bears attention is the presence of rpS6KB1 itself, Rac1 and MAP4K3, a protein kinase that supports amino acid signaling to rpS6KB1.",25790369_7,0,-1,-1,-1,-1,0,14341,0
14345,phosphorylation,4,5,20,35,"The finding that S6 phosphorylation requires a previously unidentified, functionally diverse cohort of genes that participate in fundamental cellular processes such as mRNA translation, RNA processing, DNA repair and metabolism suggests the operation of feedback pathways in the regulation of mTORC1 operating through novel mechanisms.",25790369_8,0,-1,-1,-1,-1,0,14345,0
14351,mTORC1,43,44,293,299,"The finding that S6 phosphorylation requires a previously unidentified, functionally diverse cohort of genes that participate in fundamental cellular processes such as mRNA translation, RNA processing, DNA repair and metabolism suggests the operation of feedback pathways in the regulation of mTORC1 operating through novel mechanisms.",25790369_8,0,-1,-1,-1,-1,0,14351,0
14352,Cystic Fibrosis,2,4,12,27,BACKGROUND: Cystic Fibrosis (CF) is an autosomal recessive disorder implicating the Cystic Fibrosis Transmembrane Regulator (CFTR).,25800681_0,0,-1,-1,-1,-1,0,14352,0
14448,c-Src,1,2,4,9,"The c-Src of tyrosine kinase is involved in a variety of cellular signaling pathways, leading to the induction of DNA synthesis, cell proliferation, and cytoskeletal reorganization.",25802190_1,0,-1,-1,-1,-1,0,14448,0
14449,tyrosine kinase,3,5,13,28,"The c-Src of tyrosine kinase is involved in a variety of cellular signaling pathways, leading to the induction of DNA synthesis, cell proliferation, and cytoskeletal reorganization.",25802190_1,0,-1,-1,-1,-1,0,14449,0
14454,Src,0,1,0,3,Src activity is tightly regulated and its dysregulation leads to constitutive activation and cellular transformation.,25802190_2,0,-1,-1,-1,-1,0,14454,0
14461,c-Src,9,10,67,72,But the precise molecular signaling mechanisms between Osterix and c-Src are not known.,25802190_4,0,-1,-1,-1,-1,0,14461,0
14463,c-Src,12,13,78,83,In this study we investigated the potential regulation of Osterix function by c-Src in osteoblast differentiation.,25802190_5,0,-1,-1,-1,-1,0,14463,0
14470,c-Src,4,5,32,37,The siRNA-mediated knockdown of c-Src decreased the protein levels and transcriptional activity of Osterix.,25802190_7,0,-1,-1,-1,-1,0,14470,0
14479,c-Src,1,2,4,9,The c-Src interacts with and phosphorylates Osterix.,25802190_9,0,-1,-1,-1,-1,0,14479,0
14482,c-Src,4,5,27,32,These results suggest that c-Src signaling modulates osteoblast differentiation at least in part through Osterix.,25802190_10,0,-1,-1,-1,-1,0,14482,0
14492,Ki67,20,21,110,114,"The biological function of human NIFK is not well established, except that it has been shown to interact with Ki67 and NPM1.",25826659_2,0,-1,-1,-1,-1,0,14492,0
14525,tyrosine kinases,5,7,50,66,"Leukemias expressing the constitutively activated tyrosine kinases (TK) BCR-ABL1 and FLT3/ITD activate signaling pathways that increase genomic instability through generation of reactive oxygen species (ROS), DNA double-strand breaks (DSB), and error-prone repair.",25828893_0,0,-1,-1,-1,-1,0,14525,0
14574,L1,4,5,24,26,"Although members of the L1 (LINE-1) clade of non-LTR retrotransposons can be deleterious, the L1 clade has remained active in most mammals for ∼100 million years and generated almost 40% of the human genome.",25831499_0,0,-1,-1,-1,-1,0,14574,0
14580,phosphorylation,7,8,41,56,Here we report that L1 activity requires phosphorylation of the protein encoded by the L1 ORF1 (ORF1p).,25831499_2,0,-1,-1,-1,-1,0,14580,0
14581,L1,14,15,87,89,Here we report that L1 activity requires phosphorylation of the protein encoded by the L1 ORF1 (ORF1p).,25831499_2,0,-1,-1,-1,-1,0,14581,0
14588,mitogen-activated protein kinases,4,7,25,58,The PDPK family includes mitogen-activated protein kinases and cyclin-dependent kinases.,25831499_4,0,-1,-1,-1,-1,0,14588,0
14620,L1,22,23,182,184,Our demonstration that L1 activity is dependent on and integrated with cellular phosphorylation regulatory cascades significantly increases our understanding of interactions between L1 and its host.,25831499_12,0,-1,-1,-1,-1,0,14620,0
14628,interferon regulatory factor-3,30,33,188,218,"Interferon γ-inducible protein 16 (IFI16) and cGMP-AMP synthase (cGAS) have both been proposed to detect herpesviral DNA directly in herpes simplex virus (HSV)-infected cells and initiate interferon regulatory factor-3 signaling, but it has been unclear how two DNA sensors could both be required for this response.",25831530_0,0,-1,-1,-1,-1,0,14628,0
14660,scaffold protein,7,9,30,46,TRB1 is suggested to act as a scaffold protein in signaling pathways for important cellular processes.,25832642_1,0,-1,-1,-1,-1,0,14660,0
14667,CCAAT/enhancer binding protein,27,30,209,239,TRB1 has also been identified as a myeloid oncogenic driver and mediates leukemogenesis through the mitogen-activated protein extracellular kinase (MEK)/extracellular signal-regulated kinase (ERK) pathway and CCAAT/enhancer binding protein (C/EBP) transcriptional factors.,25832642_2,0,-1,-1,-1,-1,0,14667,0
14668,C/EBP,31,32,241,246,TRB1 has also been identified as a myeloid oncogenic driver and mediates leukemogenesis through the mitogen-activated protein extracellular kinase (MEK)/extracellular signal-regulated kinase (ERK) pathway and CCAAT/enhancer binding protein (C/EBP) transcriptional factors.,25832642_2,0,-1,-1,-1,-1,0,14668,0
14684,DNA binding,13,15,101,112,"Interestingly, TRB1 enhances histone deacety lase 1 (HDAC1)-mediated p53 deacetylation and decreases DNA binding of p53.",25832642_6,0,-1,-1,-1,-1,0,14684,0
14693,TNF-α,6,7,43,48,"LAB from Yogurt most significantly induced TNF-α and IL-1β production, whereas LAB from Dosa induced mild cytokine production.",25839333_2,0,-1,-1,-1,-1,0,14693,0
14694,IL-1β,8,9,53,58,"LAB from Yogurt most significantly induced TNF-α and IL-1β production, whereas LAB from Dosa induced mild cytokine production.",25839333_2,0,-1,-1,-1,-1,0,14694,0
14716,splicing factor,21,23,130,145,We report that exon 11 is necessary and sufficient for the damage-specific alternative splicing of the MDM2 minigene and that the splicing factor SRSF1 binds exon 11 at evolutionarily conserved sites.,25845590_3,0,-1,-1,-1,-1,0,14716,0
14759,antimicrobial peptides,15,17,83,105,Exposure to PM2.5 or PM10 deregulated the ability of the A549 cells to express the antimicrobial peptides human β-defensin 2 (HBD-2) and HBD-3 upon infection with M. tuberculosis and increased intracellular M. tuberculosis growth (as measured by CFU count).,25847963_3,0,-1,-1,-1,-1,0,14759,0
14782,BMPR2,13,14,91,96,"Mitochondrial dysfunction, inflammation, and mutant bone morphogenetic protein receptor 2 (BMPR2) are associated with pulmonary arterial hypertension (PAH), an incurable disease characterized by pulmonary arterial (PA) endothelial cell (EC) apoptosis, decreased microvessels, and occlusive vascular remodeling.",25863249_0,0,-1,-1,-1,-1,0,14782,0
14794,BMPR2,5,6,25,30,"Mice with EC deletion of BMPR2 develop hypoxia-induced pulmonary hypertension that, in contrast to non-transgenic littermates, does not reverse upon reoxygenation and is associated with reduced PA microvessels and lung EC p53, PGC1α and TFAM, regulators of mitochondrial biogenesis, and mitochondrial DNA.",25863249_2,0,-1,-1,-1,-1,0,14794,0
14806,BMPR2,2,3,16,21,"Decreasing PAEC BMPR2 by siRNA during reoxygenation represses p53, PGC1α, NRF2, TFAM, mitochondrial membrane potential, and ATP and induces mitochondrial DNA deletion and apoptosis.",25863249_3,0,-1,-1,-1,-1,0,14806,0
14815,BMPR2,2,3,14,19,"Reducing PAEC BMPR2 in normoxia increases p53, PGC1α, TFAM, mitochondrial membrane potential, ATP production, and glycolysis, and induces mitochondrial fission and a pro-inflammatory state.",25863249_4,0,-1,-1,-1,-1,0,14815,0
14825,BMPR2,11,12,72,77,These features are recapitulated in PAECs from PAH patients with mutant BMPR2.,25863249_5,0,-1,-1,-1,-1,0,14825,0
14829,Transcription Factor A,16,19,116,138,The regulation of mitochondrial biogenesis is under the control of nuclear genes including the master Mitochondrial Transcription Factor A (TFAM).,25869329_0,0,-1,-1,-1,-1,0,14829,0
14892,T-cell receptor,6,8,47,62,"The expected rearrangements at immunoglobulin, T-cell receptor and BCL2 loci were detected in DNA samples by all laboratories.",25872147_8,0,-1,-1,-1,-1,0,14892,0
14930,Bcr-Abl,17,18,106,113,The p53R2 protein was cleaved in a caspase-dependent manner in K-562 cells treated with inhibitors of the Bcr-Abl oncogenic kinase and in HeLa 229 cells incubated with TNF-α and cycloheximide.,25878246_6,0,-1,-1,-1,-1,0,14930,0
14931,TNF-α,27,28,168,173,The p53R2 protein was cleaved in a caspase-dependent manner in K-562 cells treated with inhibitors of the Bcr-Abl oncogenic kinase and in HeLa 229 cells incubated with TNF-α and cycloheximide.,25878246_6,0,-1,-1,-1,-1,0,14931,0
14942,caspase-3,4,5,19,28,"In vitro, purified caspase-3 and -8 could release the C-terminal tail of p53R2.",25878246_10,0,-1,-1,-1,-1,0,14942,0
14946,caspase-2,7,8,38,47,"Knocking down these caspases, but not caspase-2, -7, and -10, also inhibited p53R2 cleavage in cells committed to die via the extrinsic death receptor pathway.",25878246_11,0,-1,-1,-1,-1,0,14946,0
14951,caspase-,6,7,32,40,"The R2 subunit was subjected to caspase- and proteasome-dependent proteolysis, which was prevented by siRNA targeting caspase-8.",25878246_12,0,-1,-1,-1,-1,0,14951,0
14954,caspase-8,17,18,118,127,"The R2 subunit was subjected to caspase- and proteasome-dependent proteolysis, which was prevented by siRNA targeting caspase-8.",25878246_12,0,-1,-1,-1,-1,0,14954,0
14955,caspase-3,2,3,14,23,Knocking down caspase-3 was ineffective.,25878246_13,0,-1,-1,-1,-1,0,14955,0
14961,initiation factors,13,15,85,103,The initiation of translation in eukaryotic cells is stimulated by proteins known as initiation factors (eIFs).,25888243_0,0,-1,-1,-1,-1,0,14961,0
14964,eIF3,9,10,58,62,"A structurally complex eIF composed of multiple subunits, eIF3 has been shown to have various functions in translation in a variety of eukaryotes.",25888243_1,0,-1,-1,-1,-1,0,14964,0
14965,eIF3,7,8,33,37,"Until now, little is known about eIF3 in Eimeria tenella.",25888243_2,0,-1,-1,-1,-1,0,14965,0
14976,eIF3,15,16,93,97,The EteIF3s7 protein contained the subunit 7 domain that is characteristic of members of the eIF3 zeta superfamily.,25888243_5,0,-1,-1,-1,-1,0,14976,0
15030,Bcl-2,9,10,60,65,The main regulator of mitochondrial pathway of apoptosis is Bcl-2 family which includes pro- and anti-apoptotic proteins.,25898913_2,0,-1,-1,-1,-1,0,15030,0
15032,anti-apoptotic proteins,15,17,97,120,The main regulator of mitochondrial pathway of apoptosis is Bcl-2 family which includes pro- and anti-apoptotic proteins.,25898913_2,0,-1,-1,-1,-1,0,15032,0
15046,Bcl-2,16,17,100,105,"With bioinformatics analysis, we predicted that miR-181c could target the 3' untranslated region of Bcl-2, one of the anti-apoptotic members of the Bcl-2 family.",25898913_6,0,-1,-1,-1,-1,0,15046,0
15048,Bcl-2 family,25,27,148,160,"With bioinformatics analysis, we predicted that miR-181c could target the 3' untranslated region of Bcl-2, one of the anti-apoptotic members of the Bcl-2 family.",25898913_6,0,-1,-1,-1,-1,0,15048,0
15050,Bcl-2,12,13,68,73,"Thus, we have suggested that miR-181c was involved in regulation of Bcl-2.",25898913_7,0,-1,-1,-1,-1,0,15050,0
15060,Bcl-2,38,39,231,236,"We found that the level of miR-181c was inversely correlated with the Bcl-2 protein level and that transfection of myocardial cells with the mimic or inhibitor of miR-181c resulted in significant changes in the levels of caspases, Bcl-2 and cytochrome C in these cells.",25898913_10,0,-1,-1,-1,-1,0,15060,0
15061,cytochrome C,40,42,241,253,"We found that the level of miR-181c was inversely correlated with the Bcl-2 protein level and that transfection of myocardial cells with the mimic or inhibitor of miR-181c resulted in significant changes in the levels of caspases, Bcl-2 and cytochrome C in these cells.",25898913_10,0,-1,-1,-1,-1,0,15061,0
15062,Bcl-2,4,5,23,28,The increased level of Bcl-2 caused by the decrease in miR-181c protected mitochondrial morphology from the tumour necrosis factor alpha-induced apoptosis.,25898913_11,0,-1,-1,-1,-1,0,15062,0
15071,anaphylatoxin C5a,1,3,4,21,"The anaphylatoxin C5a, a potent inflammatory mediator generated during complement activation that has been implicated with organ damage, can be efficiently targeted by Spiegelmers.",25901944_1,0,-1,-1,-1,-1,0,15071,0
15079,C5a-desArg,24,25,139,149,"Here, we present the first crystallographic structures of an active Spiegelmer, NOX-D20, bound to its physiological targets, mouse C5a and C5a-desArg.",25901944_2,0,-1,-1,-1,-1,0,15079,0
15081,C5a,13,14,84,87,"The structures reveal a complex 3D architecture for the L-aptamer that wraps around C5a, including an intramolecular G-quadruplex stabilized by a central Ca(2+) ion.",25901944_3,0,-1,-1,-1,-1,0,15081,0
15088,C5a,28,29,185,188,Functional validation of the observed L-aptamer:C5a binding mode through mutational studies also rationalizes the specificity of NOX-D20 for mouse and human C5a against macaque and rat C5a.,25901944_4,0,-1,-1,-1,-1,0,15088,0
15123,apolipoprotein B,17,19,102,118,"AID originally was postulated to function as an RNA-editing enzyme, based on its strong homology with apolipoprotein B mRNA-editing enzyme, catalytic polypeptide 1 (APOBEC1), the enzyme that edits apolipoprotein B-100 mRNA in the presence of the APOBEC cofactor APOBEC1 complementation factor/APOBEC complementation factor (A1CF/ACF).",25902538_1,0,-1,-1,-1,-1,0,15123,0
15126,apolipoprotein B-100,33,35,197,217,"AID originally was postulated to function as an RNA-editing enzyme, based on its strong homology with apolipoprotein B mRNA-editing enzyme, catalytic polypeptide 1 (APOBEC1), the enzyme that edits apolipoprotein B-100 mRNA in the presence of the APOBEC cofactor APOBEC1 complementation factor/APOBEC complementation factor (A1CF/ACF).",25902538_1,0,-1,-1,-1,-1,0,15126,0
15135,hnRNP,3,4,14,19,"We found that hnRNP K deficiency inhibited DNA cleavage and thereby induced both CSR and SHM, whereas hnRNP L deficiency inhibited only CSR and somewhat enhanced SHM.",25902538_3,0,-1,-1,-1,-1,0,15135,0
15140,hnRNP,18,19,102,107,"We found that hnRNP K deficiency inhibited DNA cleavage and thereby induced both CSR and SHM, whereas hnRNP L deficiency inhibited only CSR and somewhat enhanced SHM.",25902538_3,0,-1,-1,-1,-1,0,15140,0
15145,RNA-dependent,5,6,37,50,"Interestingly, both hnRNPs exhibited RNA-dependent interactions with AID, and mutant forms of these proteins containing deletions in the RNA-recognition motif failed to rescue CSR.",25902538_4,0,-1,-1,-1,-1,0,15145,0
15149,hnRNP K,6,8,30,37,"Thus, our study suggests that hnRNP K and hnRNP L may serve as A1CF-like cofactors in AID-mediated CSR and SHM.",25902538_5,0,-1,-1,-1,-1,0,15149,0
15150,hnRNP,9,10,42,47,"Thus, our study suggests that hnRNP K and hnRNP L may serve as A1CF-like cofactors in AID-mediated CSR and SHM.",25902538_5,0,-1,-1,-1,-1,0,15150,0
15163,V1,22,23,114,116,"Ezrin, encoded by the VIL2 gene, has two transcript variants that differ in the transcriptional start site (TSS): V1 and V2.",25915860_2,0,-1,-1,-1,-1,0,15163,0
15164,V1,1,2,5,7,Both V1 and V2 encode the same protein.,25915860_3,0,-1,-1,-1,-1,0,15164,0
15174,AP-1,0,1,0,4,AP-1 and Sp1 binding sites within the promoter region of VIL2 V1 acted not only as basal transcriptional elements but also as a composite TPA-responsive element (TRE) for the transcription of VIL2 V1.,25915860_6,0,-1,-1,-1,-1,0,15174,0
15175,Sp1,2,3,9,12,AP-1 and Sp1 binding sites within the promoter region of VIL2 V1 acted not only as basal transcriptional elements but also as a composite TPA-responsive element (TRE) for the transcription of VIL2 V1.,25915860_6,0,-1,-1,-1,-1,0,15175,0
15184,c-Jun,3,4,25,30,"TPA stimulation enhanced c-Jun and Sp1 binding to the TRE via activation of the ERK1/2 pathway and increased protein levels of c-Jun, c-Fos, and Sp1, resulting in over-expression of VIL2 V1, whereas the MEK1/2 inhibitor U0126 blocked these events.",25915860_7,0,-1,-1,-1,-1,0,15184,0
15185,Sp1,5,6,35,38,"TPA stimulation enhanced c-Jun and Sp1 binding to the TRE via activation of the ERK1/2 pathway and increased protein levels of c-Jun, c-Fos, and Sp1, resulting in over-expression of VIL2 V1, whereas the MEK1/2 inhibitor U0126 blocked these events.",25915860_7,0,-1,-1,-1,-1,0,15185,0
15189,c-Jun,21,22,127,132,"TPA stimulation enhanced c-Jun and Sp1 binding to the TRE via activation of the ERK1/2 pathway and increased protein levels of c-Jun, c-Fos, and Sp1, resulting in over-expression of VIL2 V1, whereas the MEK1/2 inhibitor U0126 blocked these events.",25915860_7,0,-1,-1,-1,-1,0,15189,0
15190,c-Fos,23,24,134,139,"TPA stimulation enhanced c-Jun and Sp1 binding to the TRE via activation of the ERK1/2 pathway and increased protein levels of c-Jun, c-Fos, and Sp1, resulting in over-expression of VIL2 V1, whereas the MEK1/2 inhibitor U0126 blocked these events.",25915860_7,0,-1,-1,-1,-1,0,15190,0
15191,Sp1,26,27,145,148,"TPA stimulation enhanced c-Jun and Sp1 binding to the TRE via activation of the ERK1/2 pathway and increased protein levels of c-Jun, c-Fos, and Sp1, resulting in over-expression of VIL2 V1, whereas the MEK1/2 inhibitor U0126 blocked these events.",25915860_7,0,-1,-1,-1,-1,0,15191,0
15205,Sp1,26,27,164,167,"Taken together, these results suggest that TPA is able to induce VIL2 V1 over-expression in ESCC cells by activating MEK/ERK1/2 signaling and increasing binding of Sp1 and c-Jun to the TRE of the VIL2 V1 promoter, and that VIL2 is an important TPA-induced effector.",25915860_9,0,-1,-1,-1,-1,0,15205,0
15206,c-Jun,28,29,172,177,"Taken together, these results suggest that TPA is able to induce VIL2 V1 over-expression in ESCC cells by activating MEK/ERK1/2 signaling and increasing binding of Sp1 and c-Jun to the TRE of the VIL2 V1 promoter, and that VIL2 is an important TPA-induced effector.",25915860_9,0,-1,-1,-1,-1,0,15206,0
