,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
15728,cell line,10,12,58,67,The plasmid system established in this study along with a cell line from Nile tilapia will be useful tools for the further functional study of PPARγ in fish.,26002036_11,-1,1,-1,-1,-1,1,15728,1
15738,cell lines,24,26,140,150,"In the present study, extracts of unfed adult I. ricinus ticks collected from vegetation in south-western Slovakia were added to a panel of cell lines derived from I. ricinus and Ixodes scapularis embryos.",26003954_1,-1,1,-1,-1,-1,1,15738,1
15745,cell line,25,27,160,169,"Spiroplasma-like microorganisms were detected in cultures of both tick species after 2-3 months and subcultured onto fresh, uninfected cells of the appropriate cell line up to seven times.",26003954_3,-1,1,-1,-1,-1,1,15745,1
15792,Jurkat cells,12,14,94,106,But simultaneous disruption of both the pathways significantly increased radio sensitivity of Jurkat cells.,26021764_10,-1,1,-1,-1,-1,1,15792,1
15874,DU145,7,8,45,50,PMS2 effects on various growth properties of DU145 were then determined by creating stable gene transfectants.,26036629_5,-1,1,-1,-1,-1,1,15874,1
15900,HepG2 cells,15,17,98,109,We postulated that SIRT3 may play a role in antioxidant defense under hyperglycemic conditions in HepG2 cells.,26042459_3,-1,1,-1,-1,-1,1,15900,1
15902,HepG2,7,8,42,47,"METHODS: Cell viability was determined in HepG2 and human embryonic kidney (HEK) 293 cells cultured in the presence of 5.5 mM glucose (control), 19.9 mM mannitol (osmotic control), 10 mM glucose and 30 mM glucose (hyperglycemic), and nicotinamide (NAM) (10 mM) at 24-hr and 72-hr time points.",26042459_4,-1,1,-1,-1,-1,1,15902,1
16789,cell lines,17,19,105,115,"Our results reveal that UBC and RPS27A represent the major fraction of the Ub transcriptome in different cell lines, but when converted to the coding potential, polyubiquitin genes UBC and UBB mainly contribute to determine the intracellular ubiquitin content under basal conditions.",26172870_3,-1,1,-1,-1,-1,1,16789,1
17087,Caco-2 cells,30,32,177,189,"In order to assess the probiotic potential and safety of these strains, the property of four Enterococcus strains were examined, including acid and bile tolerance, adherence to Caco-2 cells and antibiotics susceptibility.",26200795_2,-1,1,-1,-1,-1,1,17087,1
17114,HeLa cells,24,26,153,163,"To address this limitation, we mined the literature to obtain a compendium of in vitro hyperthermia experiments investigating the heat-shock response in HeLa cells.",26200855_3,-1,1,-1,-1,-1,1,17114,1
17464,cell lines,5,7,44,54,"Single-step growth experiments in different cell lines demonstrated that replication of the recombinant virus, HSV-GS3, is strictly dependent on an activating treatment consisting of administration of a supraphysiological heat dose in the presence of an antiprogestin.",26269179_3,-1,1,-1,-1,-1,1,17464,1
17635,cell lines,45,47,264,274,"One lncRNA, TCONS_00023265, which we named DACOR1 (DNMT1-associated Colon Cancer Repressed lncRNA 1), shows high, tissue-specific expression in the normal colon (including colon crypts) but was repressed in a panel of colon tumors and patient-derived colon cancer cell lines.",26307088_4,-1,1,-1,-1,-1,1,17635,1
17642,cell lines,6,8,36,46,"Induction of DACOR1 in colon cancer cell lines significantly reduced their ability to form colonies in vitro, suggesting a growth suppressor function.",26307088_6,-1,1,-1,-1,-1,1,17642,1
18300,cell lines,3,5,12,22,"Next, these cell lines were transfected with a Cre recombinase expression plasmid, which contains a puromycin resistance gene, in order to delete neo(r), which was integrated into the genome.",26436400_4,-1,1,-1,-1,-1,1,18300,1
18449,HEK 293 cells,20,23,123,136,The siRNA/HPOCP polyplexes have lower cytotoxicity than PEI in the all of siRNA concentrations ranging from 0 to 2μg/μL in HEK 293 cells.,26453863_5,-1,1,-1,-1,-1,1,18449,1
18542,cell lines,16,18,112,122,ShRNA and dual-luciferase assays were used to investigate the regulatory relationship between WT1-AS and WT1 in cell lines.,26462627_4,-1,1,-1,-1,-1,1,18542,1
18739,cell line,17,19,101,110,XPA knockout (KO) cells were generated from TSCER122 cells derived from the human lymphoblastoid TK6 cell line.,26559182_5,-1,1,-1,-1,-1,1,18739,1
18910,cell lines,16,18,114,124,"One hundred tongue tissue biopsies comprising precancer, cancer and adjacent controls including two tongue cancer cell lines were employed to study the role of HPV infection and AP-1 family proteins.",26581505_2,-1,1,-1,-1,-1,1,18910,1
19095,NCI60,31,32,225,230,"Epigenetic gene silencing is increasingly being recognized as a factor conferring distinct tumoral drug sensitivity, so we have used a comprehensive DNA methylation microarray platform to interrogate the widely characterized NCI60 panel of human cancer cell lines with respect to CpG methylation status and cisplatin/carboplatin sensitivity.",26625211_1,-1,1,-1,-1,-1,1,19095,1
19097,cell lines,36,38,253,263,"Epigenetic gene silencing is increasingly being recognized as a factor conferring distinct tumoral drug sensitivity, so we have used a comprehensive DNA methylation microarray platform to interrogate the widely characterized NCI60 panel of human cancer cell lines with respect to CpG methylation status and cisplatin/carboplatin sensitivity.",26625211_1,-1,1,-1,-1,-1,1,19097,1
19136,Caco-2,19,20,107,113,"METHODS: Transcriptional activity was profiled using a 19K human cDNA microarray in C2BBe1 cells, clone of Caco-2 intestinal cells, which are a model of first-pass metabolism (1, 2).",26626249_2,-1,1,-1,-1,-1,1,19136,1
19357,HL-60 cells,21,23,132,143,"However, recent evidence indicates that ATRA can also promote differentiation of leukemia cells that are PML-RARα negative, such as HL-60 cells.",26673819_1,-1,1,-1,-1,-1,1,19357,1
19359,HL-60 cells,6,8,35,46,"Here, gene expression profiling of HL-60 cells was used to investigate the alternative mechanism of impaired differentiation in APL.",26673819_2,-1,1,-1,-1,-1,1,19359,1
19371,HL-60,16,17,120,125,We further identified that hypermethylation in the PADI4 promoter was associated with its transcriptional repression in HL-60 and NB4 (PML-RARα positive) cells.,26673819_4,-1,1,-1,-1,-1,1,19371,1
19725,cell lines,7,9,28,38,"Instead, the DNA of all the cell lines contained EdU. The content of incorporated EdU differed in particular cells and EdC-related cytotoxicity was directly proportional to the content of EdU. The results of experiments with the targeted inhibition of the cytidine deaminase (CDD) and dCMP deaminase activities indicated that the dominant role in the conversion pathway of EdC to EdUTP is played by CDD in HeLa cells.",26740587_3,-1,1,-1,-1,-1,1,19725,1
19738,HeLa cells,68,70,406,416,"Instead, the DNA of all the cell lines contained EdU. The content of incorporated EdU differed in particular cells and EdC-related cytotoxicity was directly proportional to the content of EdU. The results of experiments with the targeted inhibition of the cytidine deaminase (CDD) and dCMP deaminase activities indicated that the dominant role in the conversion pathway of EdC to EdUTP is played by CDD in HeLa cells.",26740587_3,-1,1,-1,-1,-1,1,19738,1
20126,cell lines,29,31,191,201,Small dendrimers with 2 nm are clustered into nanoaggregates (≈100 nm) via phenylboronic acid modification and the self-assembled materials enable efficient DNA and siRNA delivery on several cell lines.,26789529_2,-1,1,-1,-1,-1,1,20126,1
20739,HEK 293 cells,18,21,126,139,We performed systematic analyses of the HBoV1 mRNAs transcribed from the pHBoV1NSCap packaging plasmid and its derivatives in HEK 293 cells.,26912614_5,-1,1,-1,-1,-1,1,20739,1
20972,cell-lines,16,17,106,116,This method permits the rapid recovery of modified viruses that can be subsequently amplified on adequate cell-lines.,26983739_4,-1,1,-1,-1,-1,1,20972,1
21107,cell line,29,31,187,196,"In this study, we construct an RNA interference (RNAi) recombinant lentiviral vector particle targeting DEPDC7 in order to knockdown its gene expression in human hepatocellular carcinoma cell line HepG2.",27016254_1,-1,1,-1,-1,-1,1,21107,1
21133,HepG2 cells,22,24,143,154,"Cell motility and invasiveness were detected by Matrigel migration and invasion assay, and the results revealed that migration and invasion of HepG2 cells were significantly increased (P < 0.05).",27016254_6,-1,1,-1,-1,-1,1,21133,1
21793,cell lines,23,25,158,168,"METHODS: The transcriptional regulation mechanism underlying BLM and related DNA damage response regulation in independent CRC subsets and a panel of derived cell lines was investigated by bioinformatics analysis, the transcriptomic profile, a CpG island promoter methylation assay, Western blot, and an immunolocalization assay.",27169843_2,-1,1,-1,-1,-1,1,21793,1
21980,cell lines,3,5,23,33,Expression patterns of cell lines and normal breast tissues were utilized to determine markers that were differentially expressed in stroma and cancer cells.,27172895_3,-1,1,-1,-1,-1,1,21980,1
22185,MDCK cells,16,18,89,99,"The efflux ratio of rhodamine123 (Rho123, a human P-gp substrate) in chAbcb1 transfected MDCK cells was significantly higher than that in the wild type MDCK cell (6.24 vs 1.64, P<0.05), suggesting a good transporting function of chicken P-gp overexpressed in the transfected cell.",27234533_5,-1,1,-1,-1,-1,1,22185,1
22192,Caco-2 cells,6,8,40,52,"Importantly, MDCK-chAbcb1 cells, unlike Caco-2 cells, exhibited biphasic saturation kinetics in transporting Rho123.",27234533_6,-1,1,-1,-1,-1,1,22192,1
22221,cell lines,2,4,15,25,Two additional cell lines were used in this heterologous assay to verify that the cyclic adenosine monophosphate (cAMP) pathway and not the inositol triphosphate (IP3) pathway was stimulated upon activation of the receptor.,27237375_5,-1,1,-1,-1,-1,1,22221,1
22631,cell lines,10,12,71,81,Doubling time and spontaneous TK mutant frequencies of the established cell lines were similar to those of the wild-type cells.,27338670_6,-1,1,-1,-1,-1,1,22631,1
22808,HepG2 cells,19,21,137,148,"Identification of sodium taurocholate cotransporting polypeptide (NTCP) as an HBV receptor enabled ccHBV infection of NTCP reconstituted HepG2 cells, although very little hepatitis B surface antigen (HBsAg) is produced.",27384660_1,-1,1,-1,-1,-1,1,22808,1
22829,HepG2 cells,34,36,216,227,"A low HBsAg/HBeAg ratio by ccHBV-infected HepG2/NTCP cells was attributable to dimethyl sulfoxide (DMSO) in culture medium, NTCP overexpression, and HBV genotype D. HepG2/NTCP cells released more viral antigens than HepG2 cells after HBV genome delivery by adeno-associated virus, and stable expression of NTCP in a ccHBV producing cell line increased viral mRNAs, proteins, replicative DNA, and covalently closed circular DNA.",27384660_4,-1,1,-1,-1,-1,1,22829,1
22835,cell line,53,55,332,341,"A low HBsAg/HBeAg ratio by ccHBV-infected HepG2/NTCP cells was attributable to dimethyl sulfoxide (DMSO) in culture medium, NTCP overexpression, and HBV genotype D. HepG2/NTCP cells released more viral antigens than HepG2 cells after HBV genome delivery by adeno-associated virus, and stable expression of NTCP in a ccHBV producing cell line increased viral mRNAs, proteins, replicative DNA, and covalently closed circular DNA.",27384660_4,-1,1,-1,-1,-1,1,22835,1
22843,cell lines,14,16,81,91,This at least partly explains ability of DMSO to promote ccHBV infection in such cell lines.,27384660_6,-1,1,-1,-1,-1,1,22843,1
22866,HepG2 cells,6,8,42,53,"Serum-derived HBV has poor infectivity in HepG2 cells reconstituted with sodium taurocholate cotransporting polypeptide (NTCP), the currently accepted HBV receptor.",27384660_12,-1,1,-1,-1,-1,1,22866,1
22882,HepG2 cells,14,16,85,96,"NTCP could promote HBV RNA transcription, protein expression, and DNA replication in HepG2 cells stably transfected with HBV DNA, while dimethyl sulfoxide could increase NTCP protein level despite transcriptional control by a cytomegalovirus promoter.",27384660_14,-1,1,-1,-1,-1,1,22882,1
23006,HeLa cells,11,13,75,85,"Subcellular localization showed the presence of CgTBK1 in the cytoplasm of HeLa cells, suggesting its potential function as the signal transducer between the receptor and transcription factor.",27422757_5,-1,1,-1,-1,-1,1,23006,1
23370,Caco-2,19,20,117,123,"Here, we investigated the effects of a UWL on the transfection efficiency of cationic liposome/pDNA complexes into a Caco-2 cell monolayer.",27476939_2,-1,1,-1,-1,-1,1,23370,1
23372,Caco-2 cells,1,3,5,17,"When Caco-2 cells were transfected with cationic liposome/pDNA complexes in shaking cultures to reduce the thickness of the UWL, gene expression was significantly higher in Caco-2 cells compared with static cultures.",27476939_3,-1,1,-1,-1,-1,1,23372,1
23378,Caco-2,26,27,173,179,"When Caco-2 cells were transfected with cationic liposome/pDNA complexes in shaking cultures to reduce the thickness of the UWL, gene expression was significantly higher in Caco-2 cells compared with static cultures.",27476939_3,-1,1,-1,-1,-1,1,23378,1
23392,Caco-2 cells,16,18,138,150,"Transport experiments using Transwells demonstrated that mechanical agitation increased the uptake of cationic liposome/pDNA complexes by Caco-2 cells, whereas transport of the complexes across a Caco-2 cell monolayer did not occurr.",27476939_6,-1,1,-1,-1,-1,1,23392,1
23393,Caco-2,26,27,196,202,"Transport experiments using Transwells demonstrated that mechanical agitation increased the uptake of cationic liposome/pDNA complexes by Caco-2 cells, whereas transport of the complexes across a Caco-2 cell monolayer did not occurr.",27476939_6,-1,1,-1,-1,-1,1,23393,1
23642,cell line,7,9,32,41,"To address this, we developed a cell line with doxycycline-inducible RTA expression and applied stable isotope labeling of amino acids in cell culture (SILAC)-based quantitative proteomics.",27512077_5,-1,1,-1,-1,-1,1,23642,1
23785,cell lines,21,23,143,153,"PIA was also shown to exert an anti-proliferative activity against nasopharyngeal carcinoma, human cervical carcinoma, and human breast cancer cell lines in vitro.",27525949_8,-1,1,-1,-1,-1,1,23785,1
23799,cell line,17,19,94,103,"Here, we show that a simple cellular CF disease model based on the bronchial epithelial ΔF508 cell line CFBE41o- can be used to validate functional CFTR correction.",27526025_3,-1,1,-1,-1,-1,1,23799,1
23984,HEK293 cells,19,21,115,127,"To evaluate the role of IDH1/2 mutations in RNA 5hmC, TETs with/without IDH1/2 mutants were overexpressed in human HEK293 cells.",27548812_2,-1,1,-1,-1,-1,1,23984,1
24514,HeLa cells,3,5,25,35,Furthermore treatment of HeLa cells with the methylation inhibitor drug 5-aza-2'-deoxycytidine (DAC) demonstrates the negative correlation between the expression of 45S rDNA and the methylation level in the rDNA promoter region.,27695092_6,-1,1,-1,-1,-1,1,24514,1
24673,HeLa cells,14,16,78,88,"Acr causes an increase in MDM2 levels and phosphorylation of MDM2 in A549 and HeLa cells which are p53 active and p53 inactive, respectively.",27741518_6,-1,1,-1,-1,-1,1,24673,1
24687,HeLa cells,35,37,204,214,It enhances the binding of ribosomal protein RPL11 to MDM2 and reduces the binding of p53 and E2F-1 to MDM2 resulting in stabilization/activation of p53 in A549 cells and degradation of E2F-1 in A549 and HeLa cells.,27741518_7,-1,1,-1,-1,-1,1,24687,1
24699,HeLa cells,1,3,8,18,"Whereas HeLa cells express annexin A6 only as a 68/67-kDa doublet, indicating alternative splicing (Smith PD et al. (1994) Proc Natl Acad Sci USA 91, 2713-2717), the GMO2784 human fibroblast cell line expresses two additional isoforms at 64 and 58kDa.",27743858_1,-1,1,-1,-1,-1,1,24699,1
24705,cell lines,2,4,8,18,"In both cell lines, annexin A6 is located intracellularly and on the plasma membrane.",27743858_2,-1,1,-1,-1,-1,1,24705,1
24731,cell lines,7,9,42,52,The release of housekeeping genes by four cell lines was investigated and the housekeeping gene expression between cfNAs and mRNA of the cell lines was observed in order to elucidate their relationship.,27753027_2,-1,1,-1,-1,-1,1,24731,1
24734,cell lines,22,24,137,147,The release of housekeeping genes by four cell lines was investigated and the housekeeping gene expression between cfNAs and mRNA of the cell lines was observed in order to elucidate their relationship.,27753027_2,-1,1,-1,-1,-1,1,24734,1
25040,cell lines,39,41,245,255,"Unconditional logistic regression model was used to analyze the association between three SNPs and BC risk with adjustment of reproductive factors, and Student's t test was performed to assess relative expression of BRCA2 in human breast cancer cell lines.",27807724_2,-1,1,-1,-1,-1,1,25040,1
25074,U937 cells,18,20,119,129,"To identify genes capable of independently imposing Ara-C resistance, we applied a genome-wide CRISPR library to human U937 cells and exposed to them to Ara-C. Interestingly, all drug resistant clones contained guide RNAs for DCK.",27808171_1,-1,1,-1,-1,-1,1,25074,1
25091,cell lines,30,32,174,184,"To determine if loss of Dck results in increased sensitivity to other drugs, we conducted a screen of 446 FDA approved drugs using two Dck-defective BXH-2 derived murine AML cell lines and their Ara-C sensitive parental lines.",27808171_4,-1,1,-1,-1,-1,1,25091,1
25094,cell lines,1,3,5,15,Both cell lines showed an increase in sensitivity to prednisolone.,27808171_5,-1,1,-1,-1,-1,1,25094,1
25513,HeLa cells,12,14,87,97,"Furthermore, ENO-1 depletion by siRNA impaired B. abortus intracellular replication in HeLa cells, confirming a role for α-enolase during the infection process.",27900285_9,-1,1,-1,-1,-1,1,25513,1
25547,HEK 293 cells,5,8,40,53,mRNA/miRNA interactions were studied in HEK 293 cells using luciferase-expressing pmirGLO reporter vector.,27903254_4,-1,1,-1,-1,-1,1,25547,1
25855,HepG2 cells,6,8,40,51,Expressing human NTCP in human hepatoma HepG2 cells (HepG2-NTCP) renders these cells susceptible for HBV infection.,27975303_1,-1,1,-1,-1,-1,1,25855,1
25860,cell line,4,6,34,43,The HepG2-NTCP stably transfected cell line provides a much-needed and easily accessible platform for studying the virus.,27975303_2,-1,1,-1,-1,-1,1,25860,1
25868,cell line,18,20,114,123,"Many factors may contribute to the efficiency of HBV infection on HepG2-NTCP cells, with clonal differences among cell line isolates, the source of viral inoculum, and infection medium among the most critical ones.",27975303_4,-1,1,-1,-1,-1,1,25868,1
25982,cell lines,12,14,61,71,"Here, we investigated the detailed role of NEAT1 in human BC cell lines and clinical tumor samples in order to validate the function of this molecule.",28034643_3,-1,1,-1,-1,-1,1,25982,1
26125,cell lines,5,7,22,32,"From most cases, both cell lines and xenograft models were developed.",28073890_6,-1,1,-1,-1,-1,1,26125,1
26129,cell lines,11,13,85,95,"Exome sequencing confirmed preservation of the primary tumour mutations in developed cell lines, which remained stable with extended passaging.",28073890_7,-1,1,-1,-1,-1,1,26129,1
26132,cell lines,7,9,41,51,The level of genetic conservation in the cell lines was comparable to that observed with patient-derived xenograft (PDX) models.,28073890_8,-1,1,-1,-1,-1,1,26132,1
26135,cell lines,5,7,44,54,"Unlike historically established PDAC cancer cell lines, patient-derived models recapitulated the histological architecture of the primary tumour and exhibited metastatic spread similar to that observed clinically.",28073890_9,-1,1,-1,-1,-1,1,26135,1
26144,cell lines,28,30,199,209,Functional analysis was used to elucidate therapeutic vulnerabilities of relevance to treatment of PDAC.CONCLUSIONS: These data illustrate that with the appropriate methods it is possible to develop cell lines that maintain genetic features of PDAC.,28073890_11,-1,1,-1,-1,-1,1,26144,1
26150,cell lines,20,22,140,150,Such models serve as important substrates for analysing the significance of genetic variants and create a unique biorepository of annotated cell lines and xenografts that were established simultaneously from same primary tumour.,28073890_12,-1,1,-1,-1,-1,1,26150,1
26161,HT29 cells,28,30,178,188,"OBJECTIVE: The purpose of this study was to investigate the effects of PEI/DNA complexes on the expression of apoptotic genes in human colon adenocarcinoma cells (HT29).METHODS: HT29 cells were exposed to PEI/DNA complex (C/P = 0.8) for 24 h. Then, qRT PCR was used to assess the expression of 26 apoptotic-related genes.",28100091_2,-1,1,-1,-1,-1,1,26161,1
26229,cell lines,17,19,103,113,"Methods Each variant of the BDD-FVIII was expressed in several independent Chinese hamster ovary (CHO) cell lines, generated using a lentiviral platform.",28109042_8,-1,1,-1,-1,-1,1,26229,1
26503,cell line,25,27,152,161,"Kinetic experiments evaluated gene expressions over time, with P. salmonis assessed in 2 liquid, cell-free media and during infection of the SHK-1 fish cell line.",28177291_4,-1,1,-1,-1,-1,1,26503,1
26621,Vero cells,15,17,106,116,"Recombinant NDV encoding the GFP gene was rescued having precise termini when transfected into permissive Vero cells along with support plasmids harbouring the nucleoprotein, phosphoprotein and polymerase genes.",28185139_5,-1,1,-1,-1,-1,1,26621,1
27152,NIH 3T3 cells,9,12,53,66,"Studies on human and mouse lymphocytes, hepatocytes, NIH 3T3 cells and mouse tumour cell lines have shown that virtosomes may be acting as inter-cellular messengers.",28270078_1,-1,1,-1,-1,-1,1,27152,1
27154,cell lines,15,17,84,94,"Studies on human and mouse lymphocytes, hepatocytes, NIH 3T3 cells and mouse tumour cell lines have shown that virtosomes may be acting as inter-cellular messengers.",28270078_1,-1,1,-1,-1,-1,1,27154,1
27178,cell lines,3,5,22,32,Multiplication of all cell lines was inhibited by the liver virtosomal preparation even with various dilutions of the extract (100 - 0.5%).,28270078_4,-1,1,-1,-1,-1,1,27178,1
28213,HeLa cells,15,17,80,90,"This method also revealed the repertoire of RBPs binding to 18S or 28S rRNAs in HeLa cells, including previously unknown rRNA-binding proteins.",28476952_7,-1,1,-1,-1,-1,1,28213,1
28224,cell lines,1,3,5,15,Both cell lines were infected with the H. pylori/CagA+ strain NCTC11637.,28478202_2,-1,1,-1,-1,-1,1,28224,1
28302,cell lines,16,18,81,91,"However, due to the variable size of the indels and the polyploid status of many cell lines (e.g., cancer-derived cells), obtaining a knockout usually requires lengthy screening and characterization procedures.",28499832_2,-1,1,-1,-1,-1,1,28302,1
28310,cell lines,33,35,221,231,"Given the more precise type of modifications that can be introduced upon homology-directed repair (HDR), we have developed HDR-based gene-targeting strategies that greatly facilitate the process of knockout generation in cell lines.",28499832_3,-1,1,-1,-1,-1,1,28310,1
28415,cell lines,5,7,23,33,"In addition, three CRC cell lines (HCT119, SW480, and HT29) and healthy cell line were used.",28504924_4,-1,1,-1,-1,-1,1,28415,1
28418,HT29,13,14,54,58,"In addition, three CRC cell lines (HCT119, SW480, and HT29) and healthy cell line were used.",28504924_4,-1,1,-1,-1,-1,1,28418,1
28823,cell-lines,5,6,40,50,"High-throughput screens of human cancer cell-lines identify colorectal and gastric cell-lines with microsatellite instability (MSI) as enriched for cellular sensitivity to N-hydroxyurea series inhibitors of FEN1, but not the PARP inhibitor olaparib or other inhibitors of the DNA damage response.",28628639_2,-1,1,-1,-1,-1,1,28823,1
28933,CHO cells,11,13,76,85,"Conventional cell pools were created by transferring donor vectors into the CHO cells, whereas transposon-based cells were generated by transfecting the cells with donor vectors with a companion of a transposase-encoding helper vector, with 1:2.5 helper/donor vectors ratio.",28662065_4,-1,1,-1,-1,-1,1,28933,1
29019,cell lines,35,37,283,293,"222 testis biopsies representing normal spermatogenesis, hypospermatogenesis, spermatogenic arrests, Sertoli cell-only (SCO) tumours and TGCTs were analysed by RT-qPCR for expression of HENMT1/PIWIL1/PIWIL2/PIWIL3/PIWIL4 and LINE-1 Additionally, HENMT1-overexpressing TCam2 seminoma cell lines were analysed for the same parameters by RT-qPCR.",28676534_2,-1,1,-1,-1,-1,1,29019,1
29149,HepG2 cells,51,53,278,289,"To further explore the potential role of NgAgo in restricting HBV replication, 10 of gDNAs targeting the critical region of viral genome were designed, only S-142, P-263 and P-2166 gDNAs led to significant inhibition on HBsAg, HBeAg and pregenomic RNA (pgRNA) level in Huh7 and HepG2 cells transfected with pcDNA-HBV1.1 plasmid.",28709658_5,-1,1,-1,-1,-1,1,29149,1
29540,Caco-2 cells,14,16,87,99,The human EPO construct was amplified with C-terminal hexahistidine tag from a cDNA of Caco-2 cells.,28800637_2,-1,1,-1,-1,-1,1,29540,1
29591,HEK293,17,18,99,105,"We established a Cre/lox reporter system in three different cell types derived from human (PANC-1, HEK293) and rat (BRIN-BD11) tissues and used Cre recombinase to model a protein of interest.",28806415_4,-1,1,-1,-1,-1,1,29591,1
29607,HEK293 cells,21,23,101,113,"The PTD method showed good efficiency only in BRIN-BD11 cells (68%), whereas it failed in PANC-1 and HEK293 cells.",28806415_7,-1,1,-1,-1,-1,1,29607,1
29745,cell lines,13,15,79,89,Super-lncRNAs can be grouped into 17 different clusters based on the tissue or cell lines they target.,28839111_6,-1,1,-1,-1,-1,1,29745,1
29750,cell line,26,28,190,199,Super-lncRNAs in a particular cluster share common short structural motifs and their corresponding super-enhancer targets are associated with gene ontology terms pertaining to the tissue or cell line.,28839111_7,-1,1,-1,-1,-1,1,29750,1
30013,Caco-2 cells,34,36,189,201,"In this study, we investigated the influence of vitamin D on the expression of 2 types of alternative mRNA variants encoding the human alkaline phosphatase, intestinal (ALPI) gene in human Caco-2 cells as an in vitro model of the small intestinal epithelium.",28931466_4,-1,1,-1,-1,-1,1,30013,1
30019,Caco-2 cells,23,25,155,167,"After treatment with 1-alpha,25-dihydroxyvitamin D3, the biologically active form of vitamin D3, there were significant increases in the ALP activities of Caco-2 cells.",28931466_5,-1,1,-1,-1,-1,1,30019,1
30024,Caco-2,27,28,183,189,Reverse transcription-polymerase chain reaction analysis revealed that expression of the 2 types of alternative mRNA variants from the ALPI gene was markedly enhanced by vitamin D in Caco-2 cells.,28931466_7,-1,1,-1,-1,-1,1,30024,1
30027,Caco-2,27,28,180,186,"In conclusion, these findings agree with the hypothesis: vitamin D up-regulated the expression of 2 types of human intestinal alkaline phosphatase alternative splicing variants in Caco-2 cells; vitamin D may be an important regulator of ALPI gene expression in gut homeostasis.",28931466_8,-1,1,-1,-1,-1,1,30027,1
30234,cell line,11,13,87,96,"A bromodeoxyuridine incorporation assay was performed on the Saos‑2 human osteosarcoma cell line treated with or without recombinant human ChM‑I, to evaluate its impact on DNA synthesis.",28983591_5,-1,1,-1,-1,-1,1,30234,1
30706,cell lines,10,12,59,69,We found that STING expression was inhibited in ALT cancer cell lines and transformed ALT cells.,29106411_3,-1,1,-1,-1,-1,1,30706,1
30740,HeLa cells,9,11,65,75,Confocal and single particle tracking assays performed on living HeLa cells revealed that the T-Rp3 nanoparticles promoted an impressive speed of cellular uptake and perinuclear accumulation.,29113920_4,-1,1,-1,-1,-1,1,30740,1
31216,Caco-2,7,8,60,66,Intestinal permeability was evaluated by growing intestinal Caco-2 cell monolayers on membrane filter supports coated with or without fibronectin and collagen.,29185927_5,-1,1,-1,-1,-1,1,31216,1
31732,cell lines,20,22,131,141,"For analysis, we investigated capped and polyadenylated small RNA transcripts within PPRs of human RefSeq genes in eight different cell lines.",29309647_2,-1,1,-1,-1,-1,1,31732,1
31744,cell lines,8,10,53,63,Expression of most TFbiTrs was restricted to certain cell lines.,29309647_6,-1,1,-1,-1,-1,1,31744,1
31747,cell lines,16,18,103,113,This facilitated the analysis of effects related to TFbiTr expression for the same RefSeq genes across cell lines.,29309647_7,-1,1,-1,-1,-1,1,31747,1
31862,HEK293 cells,6,8,42,54,The resultant plasmid was introduced into HEK293 cells.,29342181_5,-1,1,-1,-1,-1,1,31862,1
32588,cell lines,18,20,82,92,We identified a common pool of 525 piRNAs of 26-32 nts long expressed in both the cell lines.,29516567_3,-1,1,-1,-1,-1,1,32588,1
32804,tumor cell,6,8,46,56,The TCR-engineered T cells mediated effective tumor cell killing and cytokine secretion upon antigen-specific stimulation.,29562762_5,-1,1,-1,-1,-1,1,32804,1
32983,cell line,31,33,189,198,"We screened 70 well-characterized kinase inhibitors and determined their effects on cell proliferation and expression of FUS-DDIT3 and FUS at both mRNA and protein levels in the MLS 402-91 cell line, where twelve selected inhibitors were evaluated further in two additional MLS cell lines.",29588491_3,-1,1,-1,-1,-1,1,32983,1
32995,cell line,10,12,61,70,"In contrast, FUS-DDIT3 and FUS protein levels displayed more cell line dependent expression.",29588491_5,-1,1,-1,-1,-1,1,32995,1
33287,HeLa cells,40,42,246,256,We systematically analyzed the HDR and NHEJ products after genome editing using various modified guide RNAs (gRNAs) and Cas9 variants with an enhanced conformational checkpoint to improve the fidelity at endogenous gene loci in HEK293T cells and HeLa cells.,29672770_2,-1,1,-1,-1,-1,1,33287,1
33613,HeLa cells,19,21,126,136,"Using affinity purification with the S9.6 antibody coupled to mass spectrometry, we defined the RNA/DNA hybrid interactome in HeLa cells.",29742442_3,-1,1,-1,-1,-1,1,33613,1
33663,COS-7 cells,24,26,188,199,"In vitro functional analysis revealed that putative tongue sole LPXRFa-1 and LPXRFa-2 peptides significantly stimulated serum responsive element-dependent luciferase (SRE-luc) activity in COS-7 cells transfected with the novel receptor, and these stimulatory effects were evidently reduced by two inhibitors of the PLC/PKC pathway.",29746909_5,-1,1,-1,-1,-1,1,33663,1
33674,COS-7 cells,24,26,179,190,"In addition, neither LPXRFa-1 nor LPXRFa-2 altered the cAMP-responsive element (CRE)-luc activity, but only LPXRFa-2 could markedly decrease forskolin-induced CRE-luc activity in COS-7 cells expressing its cognate receptor.",29746909_6,-1,1,-1,-1,-1,1,33674,1
33720,CHO,7,8,35,38,We have applied the RNP complex to CHO cell engineering to obtain desirable phenotypes and to reduce unintended insertional mutagenesis and off-target effects.,29754227_3,-1,1,-1,-1,-1,1,33720,1
33835,cell lines,5,7,38,48,The AntpePBANR expressed in mammalian cell lines were enacted by AntpePBAN in a concentration-dependent manner.,29800669_3,-1,1,-1,-1,-1,1,33835,1
