,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
2069,Th2 cell function,13,16,59,76,"Thus, a  crucial role for MLL in the maintenance of memory Th2 cell function is  indicated.",16713978_7,-1,-1,-1,-1,2069,-1,0.0021840888,0.005914623,0.9919012
2077,Analysis,0,1,0,8,"Analysis of TCR-triggered molecular changes  indicated that p65 NF-kappaB nuclear translocation and DNA binding activity was  inhibited in transgenic mice, which might be linked with apoptosis inhibition.",16714216_4,0,1,-1,-1,2077,-1,0.022199076,0.9557296,0.022071302
2083,thymus function,19,21,111,126,"These results support the hypothesis that GILZ regulates, at  least in part, T-cell development by influencing thymus function at cellular and  molecular levels.",16714216_6,-1,-1,-1,-1,2083,-1,0.00016308321,0.0002349227,0.999602
2085,receptor  subunit,11,14,70,87,Mice homozygous for the F759 mutation in the gp130 interleukin (IL)-6 receptor  subunit have enhanced gp130-mediated signal transducer and activator of  transcription (STAT)3 activation and spontaneously developed a  lymphocyte-mediated rheumatoid arthritis-like joint disease.,16717113_0,-1,-1,-1,-1,2085,-1,0.00015026036,0.99953043,0.00031934038
2113,cell subsets,3,5,13,25,These two Tr cell subsets act in concert to control diabetogenic T-cells  that are still present in long-term tolerant mice.,16731819_4,-1,-1,-1,-1,2113,-1,1.12004545e-05,3.7588678e-05,0.99995124
2127,chemokine receptor,24,26,130,148,We further showed that HL cells in the  affected lymph nodes were surrounded by a large number of lymphocytes expressing  both CC chemokine receptor 4 (CCR4) and FOXP3.,16740709_2,-1,-1,-1,-1,2127,-1,0.6246976,0.29817358,0.07712886
2130,cells function,11,13,64,78,These findings indicate that the  migratory cells induced by HL cells function as regulatory T (Treg) cells so  that these cells create a favorable environment for the tumor cells to escape  from host immune system.,16740709_3,-1,-1,-1,-1,2130,-1,3.5919864e-05,8.673268e-05,0.99987733
2143,immunity,20,21,131,139,"CTL-associated antigen 4 (CTLA4) blockade releases inhibitory controls on T cell  activation and proliferation, inducing antitumor immunity in both preclinical  and early clinical trials.",16778987_0,0,-1,2,-1,2143,-1,0.9994005,0.00028477382,0.00031474518
2148,function,10,11,62,70,"Anti-CTLA4 did not deplete Tregs or permanently impair their  function but acted in a cell-intrinsic manner on both Tregs and Teffs, allowing  them to expand, most likely in response to self antigen.",16778987_3,0,1,2,-1,2148,-1,0.053506956,0.77382135,0.17267172
2156,CD52,13,14,56,60,"In this study, we identified  the antigen of 4C8 mAb as CD52.",16797237_1,-1,-1,-1,-1,2156,-1,0.0054249987,0.01146428,0.9831108
2164,blood,44,45,269,274,"Furthermore,  anti-CD52-induced Treg cells could be expanded by culture with IL-2 followed by  CD52-costimulation, and co-injection of expanded Treg cells suppressed lethal  xenogeneic graft versus host disease (GvHD) reactions in SCID mice caused by  human peripheral blood mononuclear cells (PBMCs).",16797237_5,0,1,-1,-1,2164,-1,4.1681757e-05,7.431922e-05,0.9998839
2175,protein,20,21,133,140,"Transcription factor nuclear factor-kappaB  (NF-kappaB) and activator protein-1 (AP-1) and signaling molecule p38  mitogen-activated protein kinase (MAPK) were analyzed using electromobility  shift assay and western blot, respectively.",16798840_4,0,1,-1,-1,2175,-1,0.009740342,0.97490555,0.015354056
2176,protein,3,4,8,15,"Der p 1 protein was found to  potently induce the release of IL-1beta, IL-6, IL-10, tumor necrosis factor  (TNF)-alpha and granulocyte macrophage colony-stimulating factor from  eosinophils.",16798840_5,0,1,-1,-1,2176,-1,0.020182058,0.9576015,0.022216456
2201,regulatory T cell  subsets,11,16,63,89,OBJECTIVE: The objective of the study was to analyze different regulatory T cell  subsets in patients with AITD.,16804051_2,-1,-1,-1,-1,2201,-1,3.5053243e-05,0.0001265149,0.9998385
2203,cell subsets,13,15,86,98,DESIGN: We studied by flow cytometry and immunohistochemistry different T  regulatory cell subsets in peripheral blood mononuclear cells (PBMCs) and  thyroid cell infiltrates from 20 patients with AITD.,16804051_3,-1,-1,-1,-1,2203,-1,1.119227e-05,3.992453e-05,0.99994886
2204,blood,17,18,113,118,DESIGN: We studied by flow cytometry and immunohistochemistry different T  regulatory cell subsets in peripheral blood mononuclear cells (PBMCs) and  thyroid cell infiltrates from 20 patients with AITD.,16804051_3,0,1,-1,-1,2204,-1,1.7775203e-05,4.261061e-05,0.9999397
2207,function,4,5,17,25,"In addition, the function  of T(REG) lymphocytes was assessed by cell proliferation assays.",16804051_4,0,1,2,-1,2207,-1,0.06190078,0.36761624,0.570483
2214,TNF receptor,17,19,117,129,"RESULTS: PBMCs from AITD patients showed an increased percent of CD4+  lymphocytes expressing glucocorticoid-induced TNF receptor (GITR), Foxp3, IL-10,  TGF-beta, and CD69 as well as CD69+CD25(bright), CD69+TGF-beta, and CD69+IL-10+  cells, compared with controls.",16804051_6,-1,-1,-1,-1,2214,-1,0.59641033,0.36764127,0.035948403
2225,function,2,3,16,24,The suppressive function of  peripheral blood T(REG) cells was defective in AITD patients.,16804051_9,0,1,2,-1,2225,-1,0.05435797,0.6722183,0.27342367
2226,blood,6,7,40,45,The suppressive function of  peripheral blood T(REG) cells was defective in AITD patients.,16804051_9,0,1,-1,-1,2226,-1,2.9741066e-05,6.799966e-05,0.99990225
2237,transcription factor AIRE,8,11,39,64,"Negative selection in the thymus, the  transcription factor AIRE, CD4+CD25+ regulatory T cells, and dendritic cells  cooperate to produce and maintain tolerance.",16807508_2,-1,-1,-1,-1,2237,-1,0.00010912936,0.99973077,0.0001600908
2241,factors,10,11,66,73,"Multiple mechanisms are  involved in tolerance breakdown: genetic factors (major histocompatibility  complex haplotypes, polymorphisms in the cytotoxic T lymphocyte antigen gene and  epigenetic alterations), environmental factors (mainly infections), impaired  apoptosis, and the emergence of autoreactive naive lymphocytes.",16807508_4,0,1,-1,-1,2241,-1,0.00020491684,0.9995302,0.000264849
2243,cytotoxic T lymphocyte antigen gene,21,26,142,177,"Multiple mechanisms are  involved in tolerance breakdown: genetic factors (major histocompatibility  complex haplotypes, polymorphisms in the cytotoxic T lymphocyte antigen gene and  epigenetic alterations), environmental factors (mainly infections), impaired  apoptosis, and the emergence of autoreactive naive lymphocytes.",16807508_4,-1,-1,-1,-1,2243,-1,0.025992638,0.072280966,0.90172637
2244,factors,33,34,222,229,"Multiple mechanisms are  involved in tolerance breakdown: genetic factors (major histocompatibility  complex haplotypes, polymorphisms in the cytotoxic T lymphocyte antigen gene and  epigenetic alterations), environmental factors (mainly infections), impaired  apoptosis, and the emergence of autoreactive naive lymphocytes.",16807508_4,0,1,-1,-1,2244,-1,0.00016615434,0.9996351,0.000198775
2246,gene therapy,16,18,86,98,Herpes simplex type-1 virus (HSV-1) based vectors have been widely used in  different gene therapy approaches and also as experimental vaccines against  HSV-1 infection.,16884834_0,-1,-1,-1,-1,2246,-1,0.018328678,0.97966844,0.002002842
2254,protein,7,8,47,54,The transforming growth factor-beta (TGF-beta) protein family is highly  evolutionarily conserved and they have been implicated in many biological  processes.,16891215_0,0,1,-1,-1,2254,-1,0.10089959,0.7539777,0.14512266
2264,function,60,61,311,319,"Though the engagement of TGF-beta in the  Treg cells has been discounted for a period of time, an emerging body of data  has established a close link between Treg cells and TGF-beta, as TGF-beta has  been demonstrated to induce the expression of Foxp3, which acts as a master  regulator for the development and function of Treg cells.",16891215_3,0,1,2,-1,2264,-1,0.06811342,0.80964947,0.12223707
2269,function,30,31,163,171,"We will, herein, focus  on the crucial role of TGF-beta signaling in Treg cell biology and summarize the  current studies regarding TGF-beta in the generation and function of  CD4+CD25+Treg cells both in vivo and in vitro.",16891215_4,0,1,2,-1,2269,-1,0.04721461,0.73658895,0.21619642
2270,CD4+CD25+Treg cells,33,35,176,195,"We will, herein, focus  on the crucial role of TGF-beta signaling in Treg cell biology and summarize the  current studies regarding TGF-beta in the generation and function of  CD4+CD25+Treg cells both in vivo and in vitro.",16891215_4,-1,-1,-1,-1,2270,-1,4.8990903e-05,0.00014376506,0.9998073
2272,protein,15,16,97,104,OBJECTIVE: To explore the effects of adenovirus vector-mediated gene transfer of  CTLA4Ig fusion protein on CD4+CD25+ T cells in experimental autoimmune  myocarditis (EAM).,16891217_0,0,1,-1,-1,2272,-1,0.026112132,0.94758755,0.026300304
2280,B7-2  protein,23,28,123,136,"Relative mRNA level of Foxp3 and TGF-beta was  determined by quantitative real-time RT-PCR; expression of CTLA-4, B7-1 and B7-2  protein was compared with Western blot in CD4+CD25+ Tregs.",16891217_5,-1,-1,-1,-1,2280,-1,0.010915133,0.9542979,0.034786996
2284,proteins,5,6,16,24,"CTLA-4 and B7-2 proteins were down-regulated in  the CTLA4Ig group, Foxp3 and TGF-beta mRNA was up-regulated significantly by  CTLA4Ig treatment.",16891217_9,0,1,-1,-1,2284,-1,0.11938158,0.67678547,0.20383292
2291,immunity,18,19,116,124,"These cells  suppressed autoimmunity and graft rejection, but sometimes enhanced resistance  to infection and tumor immunity.",16914507_1,0,-1,2,-1,2291,-1,0.99942124,0.00027585006,0.00030296695
2313,factors,4,5,26,33,This review discusses the factors in the tumor  microenvironment that can affect the efficacy of cancer vaccines.,16916758_4,0,1,-1,-1,2313,-1,0.0002854847,0.9993247,0.00038980597
2322,analysis,1,2,8,16,"Further analysis revealed that these  cells originate from CD45RA+ naive cells within the CD4+ CD25high T-cell  compartment, as only this subpopulation homogeneously expressed CD62L, CCR7,  cytotoxic T lymphocyte-associated antigen-4 (CTLA-4), and forkhead box P3  (FOXP3), produced no inflammatory cytokines and maintained robust suppressive  activity after expansion.",16917003_4,0,1,-1,-1,2322,-1,0.019710172,0.96277714,0.01751266
2332,receptors,21,22,117,126,"In contrast, cell lines derived from CD45RA-  memory-type CD4+ CD25high T cells lost expression of lymph node homing receptors  CCR7 and CD62L, contained interleukin-2 (IL-2) and interferon-gamma (IFN-gamma)  as well as IL-10-secreting cells, showed only moderate suppression and, most  importantly, did not maintain FOXP3 expression.",16917003_5,0,1,2,-1,2332,-1,0.006759519,0.8739814,0.11925914
2339,function,4,5,21,29, Their phenotype and function often relies on the expression of Foxp3  transcription factor (TF) and the presence of the immunomodulating cytokine  TGF-beta1.,16918480_2,0,1,2,-1,2339,-1,0.103531614,0.6287243,0.26774406
2340,Foxp3  transcription factor,11,15,64,91, Their phenotype and function often relies on the expression of Foxp3  transcription factor (TF) and the presence of the immunomodulating cytokine  TGF-beta1.,16918480_2,-1,-1,-1,-1,2340,-1,0.00013999075,0.99969923,0.00016083957
2343,cytokines IL-12,3,5,20,35,"The contribution of cytokines IL-12, IL-18, IL-23, and IFN-gamma, and Stat1  signaling molecules involved in Th1 responses associated with host resistance to  Cryptosporidium parvum infection was investigated in adult IL-12p40(-/-)mice.",16920103_0,-1,-1,-1,-1,2343,-1,0.99946827,0.00027818212,0.00025350082
2359,Stat1  gene,14,17,75,86,"In  addition, the establishment of C. parvum infection in mice lacking the Stat1  gene demonstrated the involvement of this pathway in resolution of infection.",16920103_6,-1,-1,-1,-1,2359,-1,0.0002250328,0.9994993,0.00027558501
2360,immunity,15,16,90,98," These observations indicate a strong requirement for Th1 response in the  development of immunity to C. parvum in the adult IL-12p40(-/-) mice,  information that will be essential to further investigate the immune responses  during infections and in the development of potential vaccine candidates.",16920103_7,0,-1,2,-1,2360,-1,0.99891496,0.0006352629,0.000449728
2363,immunity,11,12,49,57,"We analyzed Nef, Tat, and p24 specific cellular  immunity using IFN-gamma enzyme-linked immunospot assays and T cell  proliferation assays.",16924148_1,0,-1,2,-1,2363,-1,0.99927765,0.00034031062,0.0003820658
2367,immunity,22,23,131,139,"These results showed persisting HIV-1 specific  cellular immunity during HAART; however, in prolonged STI with viral rebound  this immunity declined.",16924148_4,0,-1,2,-1,2367,-1,0.9990741,0.00036437387,0.00056160014
2370,protein,31,32,218,225,AIMS: To investigate whether supplementation of natural CD4+CD25+ regulatory T  cells ameliorates mouse experimental autoimmune uveoretinitis (EAU) induced by  CD4+ T cell-dependent interphotoreceptor retinoid-binding protein (IRBP).,16943228_0,0,1,-1,-1,2370,-1,0.0008317547,0.9980153,0.0011528942
2371,protein peptide,11,13,85,100,"METHODS: C57BL/6 mice were immunised with human interphotoreceptor  retinoid-binding protein peptide 1-20 (IRBP(1-20)), and IRBP(1-20)-sensitised T  cells were obtained.",16943228_1,-1,-1,-1,-1,2371,-1,0.25663936,0.72464144,0.018719187
2389,factors,5,6,30,37,Members of the IFN regulatory factors (IRFs) family are transcriptional  regulators that play essential roles in the homeostasis and function of the  immune system.,16966383_0,0,1,-1,-1,2389,-1,0.00015568723,0.9996258,0.00021847164
2391,function,22,23,133,141,Members of the IFN regulatory factors (IRFs) family are transcriptional  regulators that play essential roles in the homeostasis and function of the  immune system.,16966383_0,0,1,2,-1,2391,-1,0.049567185,0.83283025,0.11760249
2412,protein,10,11,71,78,"In contrast, other IFN-alpha-stimulated genes such as  dsRNA-activated protein kinase were induced in all these cells, suggesting  additional cellular factors may regulate IFN-alpha-induced A3G expression.",16982890_4,0,1,-1,-1,2412,-1,0.004690301,0.99010706,0.005202584
2414,factors,23,24,151,158,"In contrast, other IFN-alpha-stimulated genes such as  dsRNA-activated protein kinase were induced in all these cells, suggesting  additional cellular factors may regulate IFN-alpha-induced A3G expression.",16982890_4,0,1,-1,-1,2414,-1,0.000154484,0.999635,0.00021058005
2426,chemokine receptor,8,10,46,64,"BACKGROUND: Interleukin (IL)-5, RANTES and CC chemokine receptor 3 (CCR3) are  essential for induction of eosinophil recruitment in organs, but the precise  pathogenesis of eosinophilic myocarditis is still unclear.",17016056_0,-1,-1,-1,-1,2426,-1,0.5677041,0.39158008,0.04071589
2428,receptors,9,10,63,72,"We investigated the  relationships between these cytokines and receptors in the development of  inflammation in murine myocarditis produced by adoptive transfer, with reference  to eosinophil infiltration and signal transduction.",17016056_1,0,1,2,-1,2428,-1,0.00057131686,0.9954157,0.004012992
2436,receptor,27,28,143,151,"The broad and often contrasting effects of type I interferons (IFNs) in innate  and adaptive immunity are belied by the signaling via a single receptor,  IFN-alpha receptor (IFNAR).",17018853_0,0,1,2,-1,2436,-1,0.00027506534,0.9985007,0.0012242727
2437,receptor,31,32,164,172,"The broad and often contrasting effects of type I interferons (IFNs) in innate  and adaptive immunity are belied by the signaling via a single receptor,  IFN-alpha receptor (IFNAR).",17018853_0,0,1,2,-1,2437,-1,0.00018998113,0.99914646,0.00066354783
2442,analysis,2,3,12,20, Microarray analysis revealed numerous transcriptional changes resulting from the  altered signaling.,17018853_3,0,1,-1,-1,2442,-1,0.01105637,0.9777753,0.011168295
2457,CD4+ T cell subsets,12,17,100,119,Cytokines are critical determinants for specification of lineage-defining  transcription factors of CD4+ T cell subsets.,17114419_0,-1,-1,-1,-1,2457,-1,5.7048932e-05,0.0001742643,0.9997687
2461,immunity,11,12,56,64,"We now report that IL-12, a signature of cell-mediated  immunity, represses Eomes while positively regulating T-bet in effector CD8+ T  cells during infection with Listeria monocytogenes.",17114419_2,0,-1,2,-1,2461,-1,0.99889046,0.0006081071,0.0005014159
2470,receptor,6,7,28,36,"CCR4 is recognized as a key receptor in Th2-associated immune processes,  although very little is known about its role in innate immunity.",17114422_0,0,1,2,-1,2470,-1,0.00035249564,0.99798596,0.0016615238
2472,agonists,16,17,97,105,"This study demonstrates that CCR4(-/-) mice are  similarly resistant to challenge with other TLR agonists, as well as bacterial  peritonitis.",17114422_2,0,1,-1,-1,2472,-1,0.002841036,0.9865123,0.010646643
2473,protein,33,34,204,211,"Macrophages from CCR4(-/-) mice  exhibited many features consistent with alternative activation, including  elevated secretion of type 2 cytokines/chemokines and the found in inflammatory  zone 1 (FIZZ1) protein.",17114422_4,0,1,-1,-1,2473,-1,0.06411813,0.8885327,0.04734914
2476,chemokine receptor,25,27,145,163,"These data stress the importance of CCR4 in  macrophage differentiation and innate immune responses to pathogens, as well as  the involvement of chemokine receptor expression in TLR signaling regulation.",17114422_6,-1,-1,-1,-1,2476,-1,0.6150711,0.3289871,0.05594182
2480,receptor,18,19,92,100,"IL-27, a novel member of the IL-6/IL-12 family, activates both STAT1 and STAT3  through its receptor, which consists of WSX-1 and gp130 subunits, resulting in  positive and negative regulations of immune responses.",17114427_0,0,1,2,-1,2480,-1,0.00015839605,0.99945277,0.00038880552
2489,immunity,19,20,113,121,An important but elusive aim for most immunization strategies  is to produce memory T cells that provide durable immunity.,17114431_1,0,-1,2,-1,2489,-1,0.99935335,0.000296135,0.00035054263
2499,transcriptional factor,22,24,137,159,"Moreover, the  IL-12-induced STAT4 engenders greater clonal expansion of the Ag-activated CD8  cells by regulating the expression of the transcriptional factor Bcl3- and  Bcl2-related genes that promote survival of Ag-activated CD8 cells.",17114431_5,-1,-1,-1,-1,2499,-1,9.59705e-05,0.9997987,0.00010528533
2506,immunity,17,18,108,116,"This information provides new insights into  mechanisms by which IL-12 conditions CD8 T cells for long-term immunity, which  is likely to benefit development of new strategies for the use of IL-12 in  infectious diseases and cancer.",17114431_7,0,-1,2,-1,2506,-1,0.99869186,0.0006795975,0.00062858313
2515,cell subsets,12,14,65,77,"However, the presence of selectin ligands on  various T effector cell subsets in vivo points to more complex regulatory  pathways.",17114437_3,-1,-1,-1,-1,2515,-1,1.2410195e-05,3.994257e-05,0.99994767
2517,STAT4 deficiency,16,18,85,101,"To clarify the role of the IL-12/STAT4 signaling pathway, we analyzed  the impact of STAT4 deficiency on the expression of P-selectin ligands (P-lig)  on CD4+ T cells in vitro and in vivo, including conditions of infection.",17114437_4,-1,-1,-1,-1,2517,-1,0.0009424225,0.991767,0.00729061
2536,blood,12,13,68,73,"Recently, increased percentages of Tregs have been  observed in the blood of septic patients, and ex vivo-activated Tregs were shown  to prevent polymicrobial sepsis mortality.",17114466_1,0,1,-1,-1,2536,-1,2.1064183e-05,4.9238137e-05,0.99992967
2546,function,19,20,123,131,"These results demonstrate that, although sepsis causes a relative  increase in Treg number and increases their suppressive function, their presence  does not contribute significantly to overall survival in this model.",17114466_8,0,1,2,-1,2546,-1,0.10233591,0.29720914,0.600455
2549,function,15,16,84,92,Treg are highly  dependent on IL-2 and IL-2 signaling to maintain their numbers and function and  interruption of this pathway promotes autoimmunity.,17130555_1,0,1,2,-1,2549,-1,0.08700283,0.59466875,0.31832838
2552,function,12,13,60,68,"The transcription factor,  Foxp3, is also required for Treg function as defective Foxp3 promotes  autoimmunity in both mice and humans.",17130555_2,0,1,2,-1,2552,-1,0.06077482,0.73998976,0.19923541
2554,STAT5B gene,14,16,78,89,We previously reported a point mutation in  the DNA-binding domain of the NOD STAT5B gene that limits DNA binding when  compared to wild-type STAT5 mice.,17130555_3,-1,-1,-1,-1,2554,-1,0.0002877909,0.99939466,0.00031759418
2571,receptor,22,23,125,133,An anti-inflammatory effect of PGI(2) has been suggested by increased  inflammation in mice that are deficient in the PGI(2) receptor (IP) or in  respiratory syncytial viral- or OVA-induced CD4 T cell-associated responses.,17135575_0,0,1,2,-1,2571,-1,0.00039668594,0.99674976,0.0028535197
2581,receptor,10,11,57,65,The inhibitory effect was partially dependent on the IP  receptor signaling and was correlated with elevated intracellular cAMP and  down-regulated NF-kappaB activity.,17135575_4,0,1,2,-1,2581,-1,0.000319579,0.9983551,0.0013252563
2584,protein,25,26,159,166,"Pretreatment of the CD4 T cells with  8-bromoadenosine-3',5'-cyclic monophosphorothioate, Rp-isomer, to inhibit a key  signaling molecule in the cAMP pathway, protein kinase A (PKA), attenuated the  suppressive effect of PGI(2) analogs significantly, suggesting that PKA, in  part, mediates the inhibition of the cytokine production.",17135575_5,0,1,-1,-1,2584,-1,0.0036492457,0.9893792,0.0069715357
2587,function,33,34,184,192,These data indicate  that PGI(2) analogs have an immune-suppressive effect on previously activated  and differentiated CD4 T cells in vitro and suggest that PGI(2) may have a  similar function in vivo.,17135575_6,0,1,2,-1,2587,-1,0.08930649,0.6591044,0.25158912
2590,protein,26,27,155,162,"To identify interleukin-10 (IL-10)-producing cells in vivo, we generated a  knockin mouse where an internal ribosome entry site (IRES) green fluorescence  protein (GFP) element was inserted immediately before the polyadenylation site  of the IL-10 gene.",17137799_0,0,1,-1,-1,2590,-1,0.021009188,0.9439313,0.035059515
2591,IL-10 gene,41,43,242,252,"To identify interleukin-10 (IL-10)-producing cells in vivo, we generated a  knockin mouse where an internal ribosome entry site (IRES) green fluorescence  protein (GFP) element was inserted immediately before the polyadenylation site  of the IL-10 gene.",17137799_0,-1,-1,-1,-1,2591,-1,0.92214566,0.066286616,0.011567599
2593,IL-10 protein,14,16,82,95,GFP fluorescence in cells from these mice was found to  correlate positively with IL-10 protein expression.,17137799_1,-1,-1,-1,-1,2593,-1,0.99623615,0.0022579646,0.0015058338
2608,factors,27,28,165,172,"Studies with macrophage cell  systems have revealed much concerning the importance of this pleiotropic cell;  however, these studies are inherently limited by three factors: heterogeneity of  the target cell population, poor capacity to elaborate various activation  programs, and lack of a genetically tractable model system for loss- and  gain-of-function studies.",17158607_1,0,1,-1,-1,2608,-1,0.00030841172,0.9992736,0.00041794212
2615,analysis,25,26,165,173," In combination with knockout or small interfering RNA knockdown technologies,  this macrophage differentiation system provides a powerful tool for high  throughput analysis of regulatory mechanisms controlling macrophage activation  in health and disease.",17158607_6,0,1,-1,-1,2615,-1,0.013682227,0.9696833,0.016634468
2620,receptor,20,21,126,134,Dendritic cells (DCs) and chemokines are important mediators linking innate and  adaptive immunity on activation by Toll-like receptor (TLR) agonists.,17170125_0,0,1,2,-1,2620,-1,0.00042664772,0.99733436,0.0022389947
2621,agonists,24,25,141,149,Dendritic cells (DCs) and chemokines are important mediators linking innate and  adaptive immunity on activation by Toll-like receptor (TLR) agonists.,17170125_0,0,1,-1,-1,2621,-1,0.032369025,0.91516095,0.05246999
2624,agonists,8,9,49,57,The responsiveness of such regulatory DCs to TLR agonists and  their pattern of chemokine production remain to be determined.,17170125_2,0,1,-1,-1,2624,-1,0.0016367763,0.9916933,0.006669868
2627,ligands,46,47,221,228,"Here, we report  that the regulatory DCs secrete a higher level of CXCR3 chemokine  IFN-gamma-induced protein-10 (IP-10) than immature DCs (imDCs), and more IP-10  is produced after stimulation with TLR-2, -4, -3, and -9 ligands.",17170125_3,-1,-1,-1,-1,2627,-1,0.10026789,0.7369257,0.16280642
2637,GATA-3 gene,20,22,115,126,"In this study, we have attempted to  determine whether D-pinitol regulates Th1/Th2 cytokine production, T-bet and  GATA-3 gene expression in OVA-induced asthma model mice.",17174308_3,-1,-1,-1,-1,2637,-1,0.00034561532,0.99930334,0.0003510483
2640,blood,31,32,181,186,"These reactions included an increase in the number  of eosinophils in bronchoalveolar lavage (BAL) fluid, an increase in  inflammatory cell infiltration into the lung tissue around blood vessels and  airways, airway luminal narrowing, and the development of airway  hyper-responsiveness (AHR).",17174308_6,0,1,-1,-1,2640,-1,3.1935313e-05,6.355034e-05,0.9999045
2646,factors,6,7,39,46,OBJECTIVE: To determine the downstream factors employed by IL-25 to induce Th  type-2 pulmonary inflammation and AHR.,17177681_2,0,1,-1,-1,2646,-1,0.00026440507,0.99927384,0.00046171347
2653,receptor,19,20,114,122,"A significant reduction in AHR, and attenuation of  mucus production was observed in IL-25-treated IL-13-/-, IL-4 receptor alpha  (IL-4Ralpha-/-)- and signal-transducer-and-activator-of-transcription-factor-6  (STAT6-/-)-deficient mice.",17177681_6,0,1,2,-1,2653,-1,0.00013510465,0.9995597,0.0003051389
2662,factors,26,27,181,188,IL-25  potently induces inflammatory cascades that may exacerbate allergic airways  inflammation by promoting Th type-2 cytokine responses in conjunction with the  up-regulation of factors (eotaxin and arg-I) that can amplify inflammation  associated with allergic disorders.,17177681_11,0,1,-1,-1,2662,-1,0.00015344116,0.9996518,0.00019482504
2666,blood,20,21,130,135,We herein report for the first time that  CD25(high)IFN-gamma(-)FOXP3(high) Tregs can be rapidly induced by culturing  peripheral blood mononuclear cells (PBMCs) of HCV-positive patients with HCV  protein-derived peptides.,17199111_2,0,1,-1,-1,2666,-1,1.9013474e-05,4.330153e-05,0.99993765
2674,protein,51,52,337,344,"To further investigate the antigen  specificity of these potentially disease-associated natural Tregs, CD25(+) cells  were isolated from PBMCs, labeled with carboxyfluorescein diacetate  succinimidylester and added back to CD25-depleted PBMCs, and the co-cultures  were then stimulated with individual peptides derived from the HCV core protein.",17199111_5,0,1,-1,-1,2674,-1,0.56098604,0.40576005,0.033253934
2687,necrosis  factor,9,12,75,91,These  NF-kappaB-perturbed cells became vulnerable to tumor-secreted tumor necrosis  factor (TNF)-alpha (TNF-alpha)-mediated apoptosis through the activation of TNF  receptor-associated protein death domain-associated Fas-associated protein death  domain and caspase-8.,17210719_5,-1,-1,-1,-1,2687,-1,0.6443463,0.33058852,0.025065135
2689,protein,22,23,186,193,These  NF-kappaB-perturbed cells became vulnerable to tumor-secreted tumor necrosis  factor (TNF)-alpha (TNF-alpha)-mediated apoptosis through the activation of TNF  receptor-associated protein death domain-associated Fas-associated protein death  domain and caspase-8.,17210719_5,0,1,-1,-1,2689,-1,0.08055758,0.8658933,0.053549156
2690,protein,26,27,233,240,These  NF-kappaB-perturbed cells became vulnerable to tumor-secreted tumor necrosis  factor (TNF)-alpha (TNF-alpha)-mediated apoptosis through the activation of TNF  receptor-associated protein death domain-associated Fas-associated protein death  domain and caspase-8.,17210719_5,0,1,-1,-1,2690,-1,0.057940055,0.9099977,0.03206229
2704,immunity,16,17,102,110,"However, Tregs can also interfere with beneficial immune responses  such as anti-tumor and anti-viral immunity in humans and rodents.",17224188_1,0,-1,2,-1,2704,-1,0.99903667,0.00052072277,0.0004427108
2709,T cells  in blood,14,19,77,94,We  found that a cross-reactive FoxP3 antibody identified a subset of CD4(+) T cells  in blood and lymph nodes of dogs.,17224188_5,-1,-1,-1,-1,2709,-1,8.877436e-05,0.00027569747,0.99963546
2711,in blood,18,20,89,97,By flow cytometry the mean percentage of  FoxP3(+)CD4(+) T cells in normal dogs was 4.3% in blood and 9.8% in the lymph  nodes.,17224188_6,0,1,-1,-1,2711,-1,0.001280372,0.0032318786,0.99548775
2712,in blood,15,17,74,82,"In dogs with cancer, there was a significant increase in numbers of Treg  in blood (7.5%) and tumor-draining lymph nodes (17.1%) compared to age-matched  healthy control dogs.",17224188_7,0,1,-1,-1,2712,-1,0.0020314641,0.0044984976,0.9934701
2721,function,29,30,158,166,CD4(+)CD25(+) regulatory T cells (Treg) play a central role in the prevention of  autoimmunity and in the control of immune responses by down-regulating the  function of effector CD4(+) or CD8(+) T cells.,17234458_0,0,1,2,-1,2721,-1,0.025856096,0.9284014,0.04574248
2724,immunity,19,20,119,127,"Therefore,  the current study was designed to determine whether CD4(+)CD25(+)FoxP3(+)  regulatory T cells may modulate immunity against human tuberculosis (TB).",17234458_2,0,-1,2,-1,2724,-1,0.99918145,0.00039450798,0.00042409456
2725,blood,15,16,86,91,Our  results indicate that the number of CD4(+)CD25(+)FoxP3(+) Treg increases in the  blood or at the site of infection in active TB patients.,17234458_3,0,1,-1,-1,2725,-1,5.5547298e-05,0.00010920448,0.99983525
2726,immunity,16,17,108,116,The frequency of  CD4(+)CD25(+)FoxP3(+) Treg in pleural fluid inversely correlates with local  MTB-specific immunity (p<0.002).,17234458_4,0,-1,2,-1,2726,-1,0.99904305,0.00044511276,0.00051190006
2728,blood,9,10,61,66,These CD4(+)CD25(+)FoxP3(+) T lymphocytes  isolated from the blood and pleural fluid are capable of suppressing  MTB-specific IFN-gamma and IL-10 production in TB patients.,17234458_5,0,1,-1,-1,2728,-1,9.1934286e-05,0.00014086222,0.99976724
2730,immunity,14,15,89,97,"Therefore,  CD4(+)CD25(+)FoxP3(+) Treg expanded in TB patients suppress M. tuberculosis  immunity and may therefore contribute to the pathogenesis of human TB.",17234458_6,0,-1,2,-1,2730,-1,0.9987382,0.00062007265,0.00064175925
