,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,label,orig_index,olabel
788,inflammation,29,30,174,186,"Despite the ubiquitous expression of the truncated HMG I-C protein, the transgenic mice develop a selective abundance of fat tissue early in life, show marked adipose tissue inflammation, and have an abnormally high incidence of lipomas.",10747931_3,0,788,0
798,glaucoma,25,26,168,176,"
Anterior segment developmental disorders, including Axenfeld-Rieger anomaly (ARA), variably associate with harmfully elevated intraocular pressure (IOP), which causes glaucoma.",10767326_1,0,798,0
799,glaucoma,15,16,89,97,"Clinically observed dysgenesis does not correlate with IOP, however, and the etiology of glaucoma development is not understood.",10767326_2,0,799,0
800,glaucoma,16,17,92,100,"Mutations in the human homolog of Foxc1, FKHL7, cause dominant anterior segment defects and glaucoma in various families.",10767326_4,0,800,0
801,glaucoma,50,51,252,260,"Foxc1 (+/-) and Foxc2 (+/-) mice are useful models for studying anterior segment development and its anomalies, and may allow identification of genes that interact with Foxc1 and Foxc2 (or FKHL7 and FKHL14) to produce a phenotype with elevated IOP and glaucoma..",10767326_12,0,801,0
816,ataxia,11,12,63,69,"
Friedreich ataxia (FRDA), the most common autosomal recessive ataxia, is caused in almost all cases by homozygous intronic expansions resulting in the loss of frataxin, a mitochondrial protein conserved through evolution, and involved in mitochondrial iron homeostasis.",10767347_1,0,816,0
819,death,20,21,130,135,"Surprisingly, in the frataxin knockout mouse, no iron accumulation was observed during embryonic resorption, suggesting that cell death could be due to a mechanism independent of iron accumulation..",10767347_7,0,819,0
825,arthritis,8,9,57,66,Five patients had evidence of a sero-negative peripheral arthritis resembling peripheral psoriatic arthritis and 3 of these were B27 negative.,107868_2,0,825,0
826,arthritis,12,13,99,108,Five patients had evidence of a sero-negative peripheral arthritis resembling peripheral psoriatic arthritis and 3 of these were B27 negative.,107868_2,0,826,0
831,psoriasis,19,20,136,145,"These findings are interpreted as suggesting some degree of clinical and genetic heterogeneity in ankylosing spondylitis with genes for psoriasis and inflammatory bowel disease being important in some individuals, particularly those who are B27 negative.",107868_5,0,831,0
840,cancer,11,12,75,81,Founder mutations in the BRCA1 gene in Polish families with breast-ovarian cancer.,10788334_0,0,840,0
841,cancer,9,10,53,59,"The study group consisted of 66 Polish families with cancer who have at least three related females affected with breast or ovarian cancer and who had cancer diagnosed, in at least one of the three affected females, at age < 50 years.",10788334_2,0,841,0
842,ovarian cancer,21,23,124,138,"The study group consisted of 66 Polish families with cancer who have at least three related females affected with breast or ovarian cancer and who had cancer diagnosed, in at least one of the three affected females, at age < 50 years.",10788334_2,0,842,0
843,cancer,26,27,151,157,"The study group consisted of 66 Polish families with cancer who have at least three related females affected with breast or ovarian cancer and who had cancer diagnosed, in at least one of the three affected females, at age < 50 years.",10788334_2,0,843,0
844,cancers,10,11,51,58,"A total of 26 families had both breast and ovarian cancers, 4 families had ovarian cancers only, and 36 families had breast cancers only.",10788334_3,0,844,0
845,cancers,16,17,83,90,"A total of 26 families had both breast and ovarian cancers, 4 families had ovarian cancers only, and 36 families had breast cancers only.",10788334_3,0,845,0
846,cancers,24,25,124,131,"A total of 26 families had both breast and ovarian cancers, 4 families had ovarian cancers only, and 36 families had breast cancers only.",10788334_3,0,846,0
847,ovarian cancer,9,11,62,76,"BRCA1 abnormalities were identified in all four families with ovarian cancer only, in 67% of 27 families with both breast and ovarian cancer, and in 34% of 35 families with breast cancer only.",10788334_8,0,847,0
848,ovarian cancer,23,25,126,140,"BRCA1 abnormalities were identified in all four families with ovarian cancer only, in 67% of 27 families with both breast and ovarian cancer, and in 34% of 35 families with breast cancer only.",10788334_8,0,848,0
849,breast cancer,34,36,173,186,"BRCA1 abnormalities were identified in all four families with ovarian cancer only, in 67% of 27 families with both breast and ovarian cancer, and in 34% of 35 families with breast cancer only.",10788334_8,0,849,0
858,cataracts,5,6,31,40,Mice deficient in Six5 develop cataracts: implications for myotonic dystrophy.,10802667_0,0,858,0
864,myopathy,17,18,89,97,"Targeted deletion of Dm15, the mouse orthologue of human DMPK, produced mice with a mild myopathy and cardiac conduction abnormalities, but without other features of myotonic dystrophy, such as myotonia and cataracts.",10802667_2,0,864,0
867,cataracts,35,36,207,216,"Targeted deletion of Dm15, the mouse orthologue of human DMPK, produced mice with a mild myopathy and cardiac conduction abnormalities, but without other features of myotonic dystrophy, such as myotonia and cataracts.",10802667_2,0,867,0
872,cataracts,11,12,64,73,Heterozygous loss of Six5 in mice is sufficient to cause ocular cataracts.,10802668_0,0,872,0
876,arrhythmia,19,20,119,129,"
Myotonic dystrophy (DM) is an autosomal dominant disorder characterized by skeletal muscle wasting, myotonia, cardiac arrhythmia, hyperinsulinaemia, mental retardation and ocular cataracts.",10802668_1,0,876,0
877,cataracts,27,28,180,189,"
Myotonic dystrophy (DM) is an autosomal dominant disorder characterized by skeletal muscle wasting, myotonia, cardiac arrhythmia, hyperinsulinaemia, mental retardation and ocular cataracts.",10802668_1,0,877,0
884,cataracts,2,3,10,19,"As ocular cataracts are a characteristic feature of DM, these results demonstrate that decreased SIX5 transcription is important in the aetiology of DM.",10802668_12,0,884,0
890,cancer,28,29,193,199,"
Mutations in the gene ATM are responsible for the genetic disorder ataxia-telangiectasia (A-T), which is characterized by cerebellar dysfunction, radiosensitivity, chromosomal instability and cancer predisposition.",10802669_1,0,890,0
892,cancer,13,14,96,102,"There are strong parallels between the pattern of radiosensitivity, chromosomal instability and cancer predisposition in A-T patients and that in patients with Nijmegen breakage syndrome (NBS).",10802669_3,0,892,0
894,ovarian cancer,6,8,55,69,Clinicopathologic features of BRCA-linked and sporadic ovarian cancer.,10807385_0,0,894,0
895,cancers,5,6,34,41,"
CONTEXT  Most hereditary ovarian cancers are associated with germline mutations in BRCA1 or BRCA2.",10807385_1,0,895,0
897,cancers,7,8,51,58,OBJECTIVE  To determine whether hereditary ovarian cancers have distinct clinical and pathological features compared with sporadic (nonhereditary) ovarian cancers.,10807385_3,0,897,0
898,cancers,21,22,155,162,OBJECTIVE  To determine whether hereditary ovarian cancers have distinct clinical and pathological features compared with sporadic (nonhereditary) ovarian cancers.,10807385_3,0,898,0
899,cancers,14,15,86,93,"DESIGN AND SETTING  Retrospective cohort study of a consecutive series of 933 ovarian cancers diagnosed and treated at our institution, which is a comprehensive cancer center as designated by the National Cancer Institute, over a 12-year period (December 1986 to August 1998).",10807385_4,0,899,0
900,cancer,26,27,161,167,"DESIGN AND SETTING  Retrospective cohort study of a consecutive series of 933 ovarian cancers diagnosed and treated at our institution, which is a comprehensive cancer center as designated by the National Cancer Institute, over a 12-year period (December 1986 to August 1998).",10807385_4,0,900,0
901,Cancer,33,34,205,211,"DESIGN AND SETTING  Retrospective cohort study of a consecutive series of 933 ovarian cancers diagnosed and treated at our institution, which is a comprehensive cancer center as designated by the National Cancer Institute, over a 12-year period (December 1986 to August 1998).",10807385_4,0,901,0
902,ovarian cancer,28,30,160,174,The remaining 101 cases from the same series not associated with a BRCA mutation and 2 additional groups (Gynecologic Oncology Group protocols 52 and 111) with ovarian cancer from clinical trials (for the survival analysis) were included for comparison.,10807385_7,0,902,0
903,cancers,3,4,20,27,"RESULTS  Hereditary cancers were rarely diagnosed before age 40 years and were common after age 60 years, with mean age at diagnosis being significantly younger for BRCA1- vs BRCA2-linked patients (54 vs 62 years; P =.",10807385_9,0,903,0
905,cancers,3,4,22,29,Those with hereditary cancers had improved survival compared with the nonhereditary group (P =. 004).,10807385_13,0,905,0
907,cancers,6,7,57,64,"CONCLUSIONS  Although BRCA-associated hereditary ovarian cancers in this population have surgical and pathological characteristics similar to those of sporadic cancers, advanced-stage hereditary cancer patients survive longer than nonhereditary cancer patients.",10807385_15,0,907,0
908,cancers,20,21,160,167,"CONCLUSIONS  Although BRCA-associated hereditary ovarian cancers in this population have surgical and pathological characteristics similar to those of sporadic cancers, advanced-stage hereditary cancer patients survive longer than nonhereditary cancer patients.",10807385_15,0,908,0
909,cancer,24,25,195,201,"CONCLUSIONS  Although BRCA-associated hereditary ovarian cancers in this population have surgical and pathological characteristics similar to those of sporadic cancers, advanced-stage hereditary cancer patients survive longer than nonhereditary cancer patients.",10807385_15,0,909,0
910,cancer,30,31,245,251,"CONCLUSIONS  Although BRCA-associated hereditary ovarian cancers in this population have surgical and pathological characteristics similar to those of sporadic cancers, advanced-stage hereditary cancer patients survive longer than nonhereditary cancer patients.",10807385_15,0,910,0
911,cancers,9,10,65,72,Age penetrance is greater for BRCA1-linked than for BRCA2-linked cancers in this population.,10807385_16,0,911,0
914,fever,14,15,89,94,"
Familial Mediterranean fever (FMF) is a recessive disorder characterized by episodes of fever and neutrophil-mediated serosal inflammation.",10807793_1,0,914,0
915,inflammation,18,19,127,139,"
Familial Mediterranean fever (FMF) is a recessive disorder characterized by episodes of fever and neutrophil-mediated serosal inflammation.",10807793_1,0,915,0
918,cancer,24,25,173,179,"
Mutations at the ataxia-telangiectasia (A-T) locus on chromosome band 11q22 cause a distinctive autosomal recessive syndrome in homozygotes and predispose heterozygotes to cancer, ischemic heart disease, and early mortality.",10817650_1,0,918,0
922,fever,14,15,89,94,"
Familial Mediterranean fever (FMF) is a recessive disorder characterized by episodes of fever with serositis or synovitis.",10818206_1,0,922,0
925,inflammation,20,21,104,116,"Recently the FMF gene (MEFV) was cloned; the protein product, pyrin/marenostrin, is thought to regulate inflammation in myeloid cells.",10818206_2,0,925,0
929,ovarian cancer,37,39,216,230,"To do this, a collaborative screening study was set up that involved 39 institutions from 19 countries and included 3, 580 unrelated individuals with a family history of the disease and 934 early-onset breast and/or ovarian cancer cases.",10827109_4,0,929,0
934,carcinoma,31,32,216,225,"
Von Hippel-Lindau (VHL) disease is a hereditary tumor syndrome characterized by predisposition for bilateral and multi-centric hemangioblastoma in the retina and central nervous system, pheochromocytoma, renal cell carcinoma, and cysts in the kidney, pancreas, and epididymis.",10830910_1,0,934,0
942,ataxia,10,11,57,63,"
Friedreich ataxia (FRDA), the most frequently inherited ataxia, is due in the vast majority of cases to a large expansion of an intronic GAA repeat.",10830915_1,0,942,0
945,cancer,18,19,121,127,"
Ataxia-telangiectasia (A-T) and Nijmegen breakage syndrome (NBS) are recessive genetic disorders with susceptibility to cancer and similar cellular phenotypes.",10839544_1,0,945,0
1002,convulsions,3,4,27,38,"
Benign familial infantile convulsions (BFIC) is a rare autosomal dominant epilepsy syndrome.",10923035_1,0,1002,0
1005,seizures,7,8,48,56,"Patients present with partial, then generalized seizures, with onset at age three months.",10923035_3,0,1005,0
1006,seizures,1,2,4,12,"The seizures usually spontaneously cease after one year without treatment, leaving no neurological abnormalities.",10923035_4,0,1006,0
1008,seizures,30,31,175,183,"The sodium channel beta1 subunit gene (SCN1B) maps to this candidate region and has been shown to be involved in one Australian pedigree with generalized epilepsy and febrile seizures "" plus "" (GEFS +).",10923035_6,0,1008,0
1012,tumors,11,12,79,85,Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer.,10924409_2,0,1012,0
1013,cancer,15,16,113,119,Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer.,10924409_2,0,1013,0
1014,tumors,21,22,114,120,"A subset of germline APC mutations results in an attenuated FAP (AFAP) phenotype, in which patients develop fewer tumors and develop them at an older age.",10924409_3,0,1014,0
1015,tumors,20,21,119,125,Mutation analysis showed that both APC (AS9) and the wild-type APC alleles were somatically mutated in most colorectal tumors from these patients.,10924409_7,0,1015,0
1016,tumors,17,18,90,96,"Functional analysis showed that 4666insA, a common somatic mutation in APC (AS9) in these tumors, did not inactivate the wild-type APC.",10924409_8,0,1016,0
1017,tumors,13,14,73,79,Our results indicate that carriers of APC (AS9) develop fewer colorectal tumors than do typical patients with FAP because somatic inactivation of both APC alleles is necessary for colorectal tumorigenesis.,10924409_9,0,1017,0
1018,tumors,6,7,43,49,"However, these patients develop colorectal tumors more frequently than does the general population because APC (AS9) is inactivated by mutations that do not inactivate the wild-type APC..",10924409_10,0,1018,0
1022,hypersensitivity,16,17,108,124,Genetic inactivation of the yeast frataxin homologue (Yfh1p) results in mitochondrial iron accumulation and hypersensitivity to oxidative stress.,10930361_3,0,1022,0
1028,toxicity,13,14,107,115,Amino-terminal fragments of mutant huntingtin show selective accumulation in striatal neurons and synaptic toxicity.,10932179_0,0,1028,0
1030,breast cancer,13,15,90,103,BRCA1 is associated with a human SWI/SNF-related complex: linking chromatin remodeling to breast cancer.,10943845_0,0,1030,0
1031,tumor,4,5,27,32,"
Germline mutations in the tumor suppressor gene, BRCA1, predispose individuals to breast and ovarian cancers.",10943845_1,0,1031,0
1032,cancers,16,17,102,109,"
Germline mutations in the tumor suppressor gene, BRCA1, predispose individuals to breast and ovarian cancers.",10943845_1,0,1032,0
1033,tumor,6,7,25,30,"Asef, a link between the tumor suppressor APC and G-protein signaling.",10947987_0,0,1033,0
1035,tumors,18,19,115,121,"
The adenomatous polyposis coli gene (APC) is mutated in familial adenomatous polyposis and in sporadic colorectal tumors.",10947987_1,0,1035,0
1036,Cancer,17,18,123,129,"
The axonal chemoattractant netrin-1 guides spinal commissural axons by activating its receptor DCC (Deleted in Colorectal Cancer ).",10958786_1,0,1036,0
1041,myopathy,9,10,64,72,"Mice that expressed expanded CUG repeats developed myotonia and myopathy, whereas mice expressing a nonexpanded repeat did not.",10976074_4,0,1041,0
1048,ataxia,16,17,86,92,"episodic ataxia type 2 (EA-2), familial hemiplegic migraine (FHM) and spinocerebellar ataxia 6 (SCA6).",10987655_2,0,1048,0
1049,migraine,17,18,104,112,"Furthermore, this mutation has been detected in a family member with mild clinical signs including only migraine.",10987655_10,0,1049,0
1050,edema,13,14,91,96,"Patients lacking this serum protein are essentially asymptomatic, apart from minimal ankle edema and ease of fatigue.",1127526_2,0,1050,0
1051,fatigue,17,18,109,116,"Patients lacking this serum protein are essentially asymptomatic, apart from minimal ankle edema and ease of fatigue.",1127526_2,0,1051,0
1052,hypotension,33,34,214,225,"Apparent compensatory mechanisms which come into play when serum albumin is low include prolonged half-life of albumin and transferrin, an increase in serum globulins, beta lipoprotein, and glycoproteins, arterial hypotension with reduced capillary hydrostatic pressure, and the ability to respond with rapid sodium and chloride diuresis in response to small volume changes.",1127526_3,0,1052,0
1056,jaundice,10,11,97,105,Glucose-6-phosphate dehydrogenase variants from Italian subjects associated with severe neonatal jaundice.,1201235_0,0,1056,0
1057,jaundice,12,13,65,73,"In the present work these three cases, each with severe neonatal jaundice, are reported.",1201235_6,0,1057,0
1067,death,9,10,46,51,"For this reason, we compared the incidence of death from malignant neoplasms in 2 families of patients with A-T to that expected in a random sample of the general population.",1248000_4,0,1067,0
1069,deaths,3,4,14,20,"There were 59 deaths from malignant neoplasms in relatives dying before age 75, compared to 42.",1248000_5,0,1069,0
1071,cancer,14,15,72,78,A-T heterozygotes may comprise more than 5% of all persons dying from a cancer before age 45.,1248000_8,0,1071,0
1079,dermatitis,13,14,104,114,"
Analbuminemia was fortuitously detected in a nonedematous 12-year-old American Indian girl with atopic dermatitis, mild bronchial asthma, a mild seizure disorder, and hyperlipoproteinemia with a corneal arcus.",1269174_1,0,1079,0
1081,seizure,21,22,146,153,"
Analbuminemia was fortuitously detected in a nonedematous 12-year-old American Indian girl with atopic dermatitis, mild bronchial asthma, a mild seizure disorder, and hyperlipoproteinemia with a corneal arcus.",1269174_1,0,1081,0
1136,tumors,26,27,158,164,"
High level expression of the nm23-H1 gene, which encodes for a nucleoside diphosphate kinase, has been found to correlate with diminished metastasis in some tumors but not in others.",1311721_1,0,1136,0
1138,tumor,19,20,114,119,"In neuroblastoma, higher levels of p19/nm23, which are associated with amplification of the N-myc oncogene, large tumor mass, and metastasis, were observed in advanced stage tumors compared with limited stage disease.",1311721_3,0,1138,0
1139,tumors,30,31,174,180,"In neuroblastoma, higher levels of p19/nm23, which are associated with amplification of the N-myc oncogene, large tumor mass, and metastasis, were observed in advanced stage tumors compared with limited stage disease.",1311721_3,0,1139,0
1141,tumors,9,10,59,65,"Because of the variable expression of nm23-H1 in different tumors, we have investigated the relationship between amounts of the protein and cell proliferation.",1311721_4,0,1141,0
1149,hypertrophy,19,20,112,123,"
We report familial adenomatous polyposis coli (FAPC) with epidermoid cysts, osteomata, and areas of congenital hypertrophy of the retinal pigment epithelium (CHRPEs) in a male patient and his maternal aunt, both of whom suffered a mild to moderate degree of mental handicap.",1313112_1,0,1149,0
1158,infections,13,14,61,71,"
A 24 year old male with a history of eczema, recurrent mild infections, and thrombocytopenia consistent with the Wiskott-Aldrich syndrome (WAS) presented with a mediastinal mass, generalized lymphadenopathy, splenomegaly, and severe thrombocytopenia.",1316718_1,0,1158,0
1159,thrombocytopenia,16,17,77,93,"
A 24 year old male with a history of eczema, recurrent mild infections, and thrombocytopenia consistent with the Wiskott-Aldrich syndrome (WAS) presented with a mediastinal mass, generalized lymphadenopathy, splenomegaly, and severe thrombocytopenia.",1316718_1,0,1159,0
1161,lymphadenopathy,32,33,192,207,"
A 24 year old male with a history of eczema, recurrent mild infections, and thrombocytopenia consistent with the Wiskott-Aldrich syndrome (WAS) presented with a mediastinal mass, generalized lymphadenopathy, splenomegaly, and severe thrombocytopenia.",1316718_1,0,1161,0
1163,thrombocytopenia,38,39,234,250,"
A 24 year old male with a history of eczema, recurrent mild infections, and thrombocytopenia consistent with the Wiskott-Aldrich syndrome (WAS) presented with a mediastinal mass, generalized lymphadenopathy, splenomegaly, and severe thrombocytopenia.",1316718_1,0,1163,0
1170,cancer,15,16,90,96,"The APC gene, responsible for familial adenomatous polyposis, is mutated in human gastric cancer.",1317264_0,0,1170,0
1171,cancer,2,3,18,24,"
Although gastric cancer is the most common cancer in the world, genetic changes during its carcinogenesis are not well understood.",1317264_1,0,1171,0
1172,cancer,7,8,44,50,"
Although gastric cancer is the most common cancer in the world, genetic changes during its carcinogenesis are not well understood.",1317264_1,0,1172,0
1173,carcinogenesis,16,17,92,106,"
Although gastric cancer is the most common cancer in the world, genetic changes during its carcinogenesis are not well understood.",1317264_1,0,1173,0
1174,cancers,3,4,19,26,"Since some gastric cancers are considered to originate from the intestinal metaplasia, it is likely that the adenomatous polyposis coli (APC) gene, the mutation of which causes adenomatous polyps in the colon, is associated with carcinogenesis of gastric cancer.",1317264_2,0,1174,0
1177,carcinogenesis,40,41,229,243,"Since some gastric cancers are considered to originate from the intestinal metaplasia, it is likely that the adenomatous polyposis coli (APC) gene, the mutation of which causes adenomatous polyps in the colon, is associated with carcinogenesis of gastric cancer.",1317264_2,0,1177,0
1178,cancer,43,44,255,261,"Since some gastric cancers are considered to originate from the intestinal metaplasia, it is likely that the adenomatous polyposis coli (APC) gene, the mutation of which causes adenomatous polyps in the colon, is associated with carcinogenesis of gastric cancer.",1317264_2,0,1178,0
1179,cancers,9,10,47,54,"Based on this idea, DNAs isolated from gastric cancers were examined by means of a RNase protection analysis coupled with polymerase chain reaction followed by sequencing of the polymerase chain reaction products.",1317264_3,0,1179,0
1180,tumors,14,15,72,78,"By screening nearly one-half of the coding region of the APC gene in 44 tumors, somatic mutations were detected in three tumors  a missense mutation, a nonsense mutation, and a 5-base pair deletion resulting in a frame shift which causes truncation of the gene product.",1317264_4,0,1180,0
1181,tumors,22,23,121,127,"By screening nearly one-half of the coding region of the APC gene in 44 tumors, somatic mutations were detected in three tumors  a missense mutation, a nonsense mutation, and a 5-base pair deletion resulting in a frame shift which causes truncation of the gene product.",1317264_4,0,1181,0
1182,carcinogenesis,17,18,96,110,These results suggest that the mutation of the APC gene also plays an important role during the carcinogenesis of at least some gastric cancers..,1317264_5,0,1182,0
1183,cancers,23,24,136,143,These results suggest that the mutation of the APC gene also plays an important role during the carcinogenesis of at least some gastric cancers..,1317264_5,0,1183,0
1192,cancer,14,15,101,107,"
Familial adenomatous polyposis (FAP) is a dominantly inherited condition predisposing to colorectal cancer.",1324223_1,0,1192,0
1194,carcinoma,13,14,66,75,1 megabase pairs of DNA around the MCC (for mutated in colorectal carcinoma) and APC (for adenomatous polyposis coli) genes at 5q21 have been isolated and characterized.,1325652_2,0,1194,0
1199,nephropathy,13,14,77,88,"
Patients with the Denys-Drash syndrome (Wilms tumor, genital anomalies, and nephropathy) have been demonstrated to carry de novo constitutional mutations in WT1, the Wilms tumor gene at chromosome 11p13.",1327525_1,0,1199,0
1220,tumors,16,17,93,99,"
We examined somatic mutations of the adenomatous polyposis coli (APC) gene in 63 colorectal tumors (16 adenomas and 47 carcinomas) developed in familial adenomatous polyposis (FAP) and non-FAP patients.",1338904_1,0,1220,0
1221,tumors,15,16,67,73,"In addition to loss of heterozygosity (LOH) at the APC locus in 30 tumors, 43 other somatic mutations were detected.",1338904_2,0,1221,0
1222,tumors,1,2,11,17,Twenty-two tumors had frameshift mutations due to deletion or insertion; nineteen of them were deletions of one to 31 bp and three were a 1-bp insertion.,1338904_4,0,1222,0
1223,tumor,1,2,4,9,One tumor had a 1-bp deletion in an intron near the splicing site.,1338904_5,0,1223,0
1224,tumors,14,15,62,68,"Combining these data and the results of LOH, more than 80% of tumors (14 adenomas and 39 carcinomas) had at least one mutation in the APC gene, of which more than 60% (9 adenomas and 23 carcinomas) had two mutations.",1338904_8,0,1224,0
1225,tumors,21,22,136,142,These results strongly suggest that somatic mutations of the APC gene are associated with development of a great majority of colorectal tumors..,1338904_9,0,1225,0
1228,nephropathy,8,9,56,67,"
The Denys-Drash syndrome is characterised by a typical nephropathy, genital abnormalities and also predisposes to the development of Wilms tumor.",1338906_1,0,1228,0
1252,carcinoma,2,3,19,28,An adrenocorotical carcinoma was studied in a patient with a family history of FAP.,1351034_2,0,1252,0
1254,carcinoma,23,24,115,124,"Loss of heterozygosity (LOH) in the region close to the adenomatous polyposis coli (APC) gene was detected in this carcinoma, and evidence was obtained that there was a loss of the normal allele of the APC gene.",1351034_3,0,1254,0
1255,tumors,13,14,74,80,This is the first demonstration of LOH at the APC locus in adrenocortical tumors.,1351034_4,0,1255,0
1256,tumor,13,14,72,77,"The present results and our previous data on LOH in a recurring desmoid tumor suggest that the heterozygous mutant/wild-type condition of the APC gene may give rise to benign tumors, and that functional loss of this gene leads to development of tumors not only in the colon but also in other various parts of the body in FAP patients..",1351034_5,0,1256,0
1257,tumors,29,30,175,181,"The present results and our previous data on LOH in a recurring desmoid tumor suggest that the heterozygous mutant/wild-type condition of the APC gene may give rise to benign tumors, and that functional loss of this gene leads to development of tumors not only in the colon but also in other various parts of the body in FAP patients..",1351034_5,0,1257,0
1258,tumors,42,43,245,251,"The present results and our previous data on LOH in a recurring desmoid tumor suggest that the heterozygous mutant/wild-type condition of the APC gene may give rise to benign tumors, and that functional loss of this gene leads to development of tumors not only in the colon but also in other various parts of the body in FAP patients..",1351034_5,0,1258,0
1260,tumors,25,26,175,181,"Certain families, however, show an unusual low-penetrance phenotype with many individuals being unaffected, unilaterally affected, or with evidence of spontaneously regressed tumors.",1352883_2,0,1260,0
1278,vasculitis,25,26,154,164,A family with inherited deficiency of complement factor 2 (C2) is described in which two family members with homozygous C2 deficiency developed cutaneous vasculitis and sicca syndrome.,1361318_2,0,1278,0
1280,rheumatoid arthritis,4,6,28,48,The mother had seropositive rheumatoid arthritis.,1361318_4,0,1280,0
1285,death,6,7,45,50,Uncoupling of hypomyelination and glial cell death by a mutation in the proteolipid protein gene.,1380672_0,0,1285,0
1287,death,11,12,86,91,The unexplained phenotype of these mutations includes degeneration and premature cell death of oligodendrocytes with associated hypomyelination.,1380672_4,0,1287,0
1331,tumor,6,7,33,38,Germline mutations in the Wilms' tumor suppressor gene are associated with abnormal urogenital development in Denys-Drash syndrome.,1655284_0,0,1331,0
1338,tumors,1,2,6,12,Wilms tumors from three individuals and one juvenile granulosa cell tumor demonstrate reduction to homozygosity for the mutated WT1 allele.,1655284_7,0,1338,0
1339,tumor,10,11,68,73,Wilms tumors from three individuals and one juvenile granulosa cell tumor demonstrate reduction to homozygosity for the mutated WT1 allele.,1655284_7,0,1339,0
1364,thrombocytopenia,11,12,61,77,"While this is the first complete report on the occurrence of thrombocytopenia in a carrier female of WAS as the result of atypical lyonization, it also suggests that expression of the WAS gene occurs at (or extends up to) a later stage than the multipotent stem cell along the hematopoietic differentiation pathway..",1684569_5,0,1364,0
1391,arthritis,13,14,72,81,A partial deficiency in the activity of this enzyme can result in gouty arthritis.,1937471_2,0,1391,0
1406,cancer,47,48,276,282,These data not only allow use of flanking markers for presymptomatic diagnosis of FAP but also provide a high-density map of the region for isolation of the APC gene itself and for further assessment of the role of chromosome 5 deletions in the biology of sporadic colorectal cancer.,1978564_16,0,1406,0
1413,dehydration,5,6,36,47,The consequent severe diarrhoea and dehydration are usually fatal unless these sugars are eliminated from the diet.,2008213_2,0,1413,0
1436,myopathy,18,19,97,105,"These data indicate that the affected twin is a manifesting carrier of an abnormal DMD gene, her myopathy being a direct result of underexpression of dystrophin.",2180286_9,0,1436,0
1446,hypercholesterolemia,13,14,68,88,"Family members homozygous for CETP deficiency (n = 10) had moderate hypercholesterolemia (mean total cholesterol level [+/- SD], 7. 01 +/- 0. 83 mmol per liter), markedly increased levels of HDL cholesterol (4. 24 +/- 1.",2215607_8,0,1446,0
1447,atherosclerosis,6,7,35,50,There was no evidence of premature atherosclerosis in the families with CETP deficiency.,2215607_14,0,1447,0
1449,meningitis,1,2,10,20,Recurrent meningitis in a patient with congenital deficiency of the C9 component of complement.,2241452_0,0,1449,0
1452,meningitis,44,45,244,254,"
We describe the first cases, to our knowledge, of C9 deficiency in Europe that were detected in a Swiss family, of which two members--one with a complete deficiency and the other with approximately half-normal C9 levels--experienced bacterial meningitis.",2241452_2,0,1452,0
1453,meningitis,13,14,70,80,"The index patient, a 56-year-old white man with a history of purulent meningitis at the age of 23 years, presented with an acute meningococcal meningitis.",2241452_3,0,1453,0
1454,meningitis,26,27,143,153,"The index patient, a 56-year-old white man with a history of purulent meningitis at the age of 23 years, presented with an acute meningococcal meningitis.",2241452_3,0,1454,0
1456,meningitis,31,32,186,196,"A family study revealed complete C9 deficiency in the patients healthy brother and half-normal C9 concentrations in his sister, his son (who also had experienced an episode of bacterial meningitis), and his niece, consistent with an inherited C9 deficiency.",2241452_6,0,1456,0
1458,meningitis,5,6,29,39,"This first case of recurrent meningitis in a white patient with complete C9 deficiency suggests that this complement defect may also be a risk factor for bacterial, especially neisserial, infections..",2241452_7,0,1458,0
1460,infections,31,32,188,198,"This first case of recurrent meningitis in a white patient with complete C9 deficiency suggests that this complement defect may also be a risk factor for bacterial, especially neisserial, infections..",2241452_7,0,1460,0
1469,jaundice,3,4,26,34,Gross haemoglobinuria and jaundice occurred only after receiving postoperative transfusion of whole blood.,2310692_5,0,1469,0
1471,jaundice,13,14,86,94,Glucose 6-phosphate dehydrogenase variants: Gd (+) Alexandra associated with neonatal jaundice and Gd (-) Camperdown in a young man with lamellar cataracts.,23402_0,0,1471,0
1472,cataracts,26,27,146,155,Glucose 6-phosphate dehydrogenase variants: Gd (+) Alexandra associated with neonatal jaundice and Gd (-) Camperdown in a young man with lamellar cataracts.,23402_0,0,1472,0
1473,jaundice,11,12,64,72,"The first, of Italian extraction, suffered from severe neonatal jaundice following maternal ingestion of fresh broad beans (Vicia fava) both prenatally and postnatally  the expression of the enzymatic defect was much more severe in the neonatal period than on retesting in adolescence, when biochemical characterization showed unique features which justify designation as a new variant Gd (+) Alexandra.",23402_2,0,1473,0
1474,cataracts,16,17,89,98,"The second patient, a boy of Maltese extraction who was found to have bilateral lamellar cataracts at the age of 4 years, was identified as G6PD deficient only as a result of a survey of children of Mediterranean origin with unexplained cataract formation; he has approximately 15% of normal enzyme activity, with another unique combination of biochemical characteristics which has led to its designation as Gd (-) Camperdown.",23402_3,0,1474,0
