,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
4352,antiepileptic drug,4,6,31,49,Zonisamide is a broad-spectrum antiepileptic drug used to treat various types of seizures.,12523465_1,0,-1,0
4353,visual hallucinations,1,3,9,30,"Although visual hallucinations have not been reported as an adverse effect of this agent, we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased.",12523465_2,-1,1,1
4355,visual hallucinations,22,24,141,162,"Although visual hallucinations have not been reported as an adverse effect of this agent, we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased.",12523465_2,-1,1,1
4358,visual hallucinations,3,5,19,40,"During monitoring, visual hallucinations did not correlate with EEG readings, nor did video recording capture any of the described events.",12523465_4,-1,1,1
4359,visual hallucinations,6,8,37,58,None of the patients had experienced visual hallucinations before this event.,12523465_5,-1,1,1
4366,vigabatrin,15,16,107,117,The authors present three patients with de novo absence epilepsy after administration of carbamazepine and vigabatrin.,12536034_1,0,-1,0
4367,drug-induced,8,9,51,63,"Despite the underlying diseases, the prognosis for drug-induced de novo absence seizure is good because it subsides rapidly after discontinuing the use of the offending drugs.",12536034_2,-1,1,1
4370,gamma-aminobutyric,1,2,4,22,The gamma-aminobutyric acid-transmitted thalamocortical circuitry accounts for a major part of the underlying neurophysiology of the absence epilepsy.,12536034_3,0,-1,0
4371,absence epilepsy,16,18,133,149,The gamma-aminobutyric acid-transmitted thalamocortical circuitry accounts for a major part of the underlying neurophysiology of the absence epilepsy.,12536034_3,-1,1,1
4372,drug-induced,1,2,8,20,"Because drug-induced de novo absence seizure is rare, pro-absence drugs can only be considered a promoting factor.",12536034_4,-1,1,1
4377,drug-induced,3,4,19,31,The possibility of drug-induced aggravation should be considered whenever an unexpected increase in seizure frequency and/or new seizure types appear following a change in drug treatment.,12536034_6,-1,1,1
4379,absence epilepsy,6,8,45,61,"By understanding the underlying mechanism of absence epilepsy, we can avoid the inappropriate use of anticonvulsants in children with epilepsy and prevent drug-induced absence seizures.",12536034_7,-1,1,1
4382,Acute liver failure,0,3,0,19,Acute liver failure with concurrent bupropion and carbimazole therapy.,12549952_0,-1,1,1
4383,bupropion,5,6,36,45,Acute liver failure with concurrent bupropion and carbimazole therapy.,12549952_0,0,-1,0
4385,liver failure,8,10,37,50,OBJECTIVE: To report a case of fatal liver failure possibly associated with concurrent use of bupropion and carbimazole.,12549952_1,-1,1,1
4387,bupropion,16,17,94,103,OBJECTIVE: To report a case of fatal liver failure possibly associated with concurrent use of bupropion and carbimazole.,12549952_1,0,-1,0
4392,propranolol,18,19,112,123,CASE SUMMARY: A 41-year-old Chinese man with a history of hyperthyroidism had been treated with carbimazole and propranolol for the past 5 years.,12549952_2,0,-1,0
4393,bupropion,6,7,31,40,He received a 10-day course of bupropion as an aid for smoking cessation 10 weeks prior to presentation.,12549952_3,0,-1,0
4395,acute liver failure,2,5,13,32,He developed acute liver failure with rapid deterioration of renal function.,12549952_4,-1,1,1
4398,drug-induced acute liver injury,6,10,44,75,Liver biopsy showed evidence of nonspecific drug-induced acute liver injury.,12549952_5,-1,1,1
4399,His,0,1,0,3,His condition was further complicated by sepsis and coagulopathy.,12549952_6,0,-1,0
4400,coagulopathy,8,9,52,64,His condition was further complicated by sepsis and coagulopathy.,12549952_6,-1,1,1
4402,bupropion,3,4,20,29,"The likelihood that bupropion induced hepatotoxicity in our patient was possible, based on the Naranjo probability scale.",12549952_8,0,-1,0
4406,bupropion,11,12,79,88,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,0,-1,0
4407,acute liver failure,25,28,155,174,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,-1,1,1
4408,bupropion,32,33,198,207,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,0,-1,0
4410,acute liver,10,12,62,73,CONCLUSIONS: Clinicians should be aware of the possibility of acute liver insult induced by bupropion given concurrently with other hepatotoxic drugs.,12549952_10,-1,1,1
4411,bupropion,15,16,92,101,CONCLUSIONS: Clinicians should be aware of the possibility of acute liver insult induced by bupropion given concurrently with other hepatotoxic drugs.,12549952_10,0,-1,0
4416,chronic infection,10,12,68,85,The etiology of pyeloureteritis cystica has long been attributed to chronic infection and inflammation.,1255900_1,-1,1,1
4417,acute onset,10,12,47,58,A case is presented that is unique in that the acute onset and the rapid resolution of pyeloureteral filling defects in this patient were documented by radiography.,1255900_2,-1,1,1
4436,iohexol,41,42,246,253,"METHODS: We conducted a randomized, double-blind, prospective, multicenter study comparing the nephrotoxic effects of an iso-osmolar, dimeric, nonionic contrast medium, iodixanol, with those of a low-osmolar, nonionic, monomeric contrast medium, iohexol.",12571256_3,0,-1,0
4437,creatinine,9,10,57,67,The study involved 129 patients with diabetes with serum creatinine concentrations of 1.5 to 3.5 mg per deciliter who underwent coronary or aortofemoral angiography.,12571256_4,0,-1,0
4439,end point,2,4,12,21,The primary end point was the peak increase from base line in the creatinine concentration during the three days after angiography.,12571256_5,0,-1,0
4442,creatinine,13,14,66,76,The primary end point was the peak increase from base line in the creatinine concentration during the three days after angiography.,12571256_5,0,-1,0
4443,end points,1,3,6,16,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0,-1,0
4444,creatinine,8,9,41,51,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0,-1,0
4445,creatinine,33,34,164,174,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0,-1,0
4446,creatinine,3,4,13,23,RESULTS: The creatinine concentration increased significantly less in patients who received iodixanol.,12571256_7,0,-1,0
4450,creatinine,12,13,47,57,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0,-1,0
4452,iohexol,29,30,140,147,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0,-1,0
4454,iohexol,42,43,216,223,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0,-1,0
4457,(3,9,11,46,48,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0,-1,0
4458,creatinine,18,19,81,91,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0,-1,0
4459,iohexol,38,39,185,192,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0,-1,0
4465,iohexol,20,21,103,110,"No patient receiving iodixanol had an increase of 1.0 mg per deciliter or more, but 10 patients in the iohexol group (15 percent) did.",12571256_10,0,-1,0
4466,creatinine,5,6,23,33,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0,-1,0
4468,iohexol,29,30,150,157,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0,-1,0
4470,iohexol,44,45,226,233,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0,-1,0
4476,renal injury,5,7,49,61,Prenatal dexamethasone programs hypertension and renal injury in the rat.,12574103_0,-1,1,1
4479,blood pressure,17,19,113,127,The purpose of the present study was to determine if prenatal dexamethasone programmed a progressive increase in blood pressure and renal injury in rats.,12574103_2,-1,1,1
4480,renal injury,20,22,132,144,The purpose of the present study was to determine if prenatal dexamethasone programmed a progressive increase in blood pressure and renal injury in rats.,12574103_2,-1,1,1
4483,body weight,16,18,106,117,"Pregnant rats were given either vehicle or 2 daily intraperitoneal injections of dexamethasone (0.2 mg/kg body weight) on gestational days 11 and 12, 13 and 14, 15 and 16, 17 and 18, or 19 and 20.",12574103_3,-1,1,1
4488,blood pressures,24,26,117,132,"Male rats that received prenatal dexamethasone on days 15 and 16, 17 and 18, and 13 and 14 of gestation had elevated blood pressures at 6 months of age; the latter group did not have a reduction in glomerular number.",12574103_6,-1,1,1
4490,glomerulosclerosis,15,16,86,104,Adult rats given dexamethasone on days 15 and 16 of gestation had more glomeruli with glomerulosclerosis than control rats.,12574103_7,-1,1,1
4493,glomerulosclerosis,16,17,98,116,"This study shows that prenatal dexamethasone in rats results in a reduction in glomerular number, glomerulosclerosis, and hypertension when administered at specific points during gestation.",12574103_8,-1,1,1
4498,cyclosporine A,9,11,73,87,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0,-1,0
4499,tacrolimus,12,13,89,99,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0,-1,0
4500,sirolimus,14,15,104,113,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0,-1,0
4501,Sirolimus,2,3,12,21,BACKGROUND: Sirolimus (SRL) may supplement calcineurin inhibitors in clinical organ transplantation.,12584269_1,0,-1,0
4503,calcineurin inhibitors,8,10,43,65,BACKGROUND: Sirolimus (SRL) may supplement calcineurin inhibitors in clinical organ transplantation.,12584269_1,0,-1,0
4509,calcineurin inhibitor,12,14,65,86,In a number of treatment protocols where SRL was combined with a calcineurin inhibitor indications of a synergistic nephrotoxic effect were described.,12584269_3,0,-1,0
4514,cyclosporine A,26,28,161,175,"The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague-Dawley rats treated with either cyclosporine A (CsA), tacrolimus (FK506) or SRL as monotherapies or in different combinations.",12584269_4,0,-1,0
4516,tacrolimus,32,33,183,193,"The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague-Dawley rats treated with either cyclosporine A (CsA), tacrolimus (FK506) or SRL as monotherapies or in different combinations.",12584269_4,0,-1,0
4517,FK506,34,35,195,200,"The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague-Dawley rats treated with either cyclosporine A (CsA), tacrolimus (FK506) or SRL as monotherapies or in different combinations.",12584269_4,0,-1,0
4521,FK506,17,18,67,72,"METHODS: For a period of 2 weeks, CsA 15 mg/kg/day (given orally), FK506 3.0 mg/kg/day (given orally) or SRL 0.4 mg/kg/day (given intraperitoneally) was administered once a day as these doses have earlier been found to achieve a significant immunosuppressive effect in Sprague-Dawley rats.",12584269_5,0,-1,0
4537,FK506,4,5,14,19,"RESULTS: CsA, FK506 and SRL all significantly decreased the GFR.",12584269_8,0,-1,0
4541,FK506,11,12,67,72,"A further deterioration was seen when CsA was combined with either FK506 or SRL, whereas the GFR remained unchanged in the group treated with FK506 plus SRL when compared with treatment with any of the single substances.",12584269_9,0,-1,0
4545,FK506,25,26,142,147,"A further deterioration was seen when CsA was combined with either FK506 or SRL, whereas the GFR remained unchanged in the group treated with FK506 plus SRL when compared with treatment with any of the single substances.",12584269_9,0,-1,0
4552,FK506,1,2,4,9,The FK506 plus SRL combination showed only a marginally higher degree of fibrosis as compared with controls (P=0.05).,12584269_12,0,-1,0
4558,FK506,16,17,98,103,"CONCLUSION: This rat study demonstrated a synergistic nephrotoxic effect of CsA plus SRL, whereas FK506 plus SRL was better tolerated.",12584269_13,0,-1,0
4560,troponin I,3,5,22,32,"Evaluation of cardiac troponin I and T levels as markers of myocardial damage in doxorubicin-induced cardiomyopathy rats, and their relationship with echocardiographic and histological findings.",12589964_0,0,-1,0
4565,troponins,3,4,20,29,BACKGROUND: Cardiac troponins I (cTnI) and T (cTnT) have been shown to be highly sensitive and specific markers of myocardial cell injury.,12589964_1,0,-1,0
4575,cardiac disorders,38,40,239,256,"We investigated the diagnostic value of cTnI and cTnT for the diagnosis of myocardial damage in a rat model of doxorubicin (DOX)-induced cardiomyopathy, and we examined the relationship between serial cTnI and cTnT with the development of cardiac disorders monitored by echocardiography and histological examinations in this model.",12589964_2,-1,1,1
4629,mAbs,22,23,135,139,"Although there was a discrepancy between the amount of cTnI and cTnT after DOX, probably due to heterogeneity in cross-reactivities of mAbs to various cTnI and cTnT forms, it is likely that cTnT in rats after DOX indicates cell damage determined by the magnitude of injury induced and that cTnT should be a useful marker for the prediction of experimentally induced cardiotoxicity and possibly for cardioprotective experiments.",12589964_22,0,-1,0
4636,cardiotoxicity,63,64,366,380,"Although there was a discrepancy between the amount of cTnI and cTnT after DOX, probably due to heterogeneity in cross-reactivities of mAbs to various cTnI and cTnT forms, it is likely that cTnT in rats after DOX indicates cell damage determined by the magnitude of injury induced and that cTnT should be a useful marker for the prediction of experimentally induced cardiotoxicity and possibly for cardioprotective experiments.",12589964_22,-1,1,1
4637,cardioprotective,67,68,398,414,"Although there was a discrepancy between the amount of cTnI and cTnT after DOX, probably due to heterogeneity in cross-reactivities of mAbs to various cTnI and cTnT forms, it is likely that cTnT in rats after DOX indicates cell damage determined by the magnitude of injury induced and that cTnT should be a useful marker for the prediction of experimentally induced cardiotoxicity and possibly for cardioprotective experiments.",12589964_22,0,-1,0
4639,pulmonary hypertension,3,5,33,55,Octreotide-induced hypoxemia and pulmonary hypertension in premature neonates.,12596116_0,-1,1,1
4642,enterocutaneous fistula,10,12,57,80,The authors report 2 cases of premature neonates who had enterocutaneous fistula complicating necrotizing enterocolitis.,12596116_1,-1,1,1
4643,necrotizing enterocolitis,13,15,94,119,The authors report 2 cases of premature neonates who had enterocutaneous fistula complicating necrotizing enterocolitis.,12596116_1,-1,1,1
4644,Pulmonary hypertension,0,2,0,22,"Pulmonary hypertension developed after administration of a somatostatin analogue, octreotide, to enhance resolution of the fistula.",12596116_2,-1,1,1
4645,somatostatin,7,8,59,71,"Pulmonary hypertension developed after administration of a somatostatin analogue, octreotide, to enhance resolution of the fistula.",12596116_2,0,-1,0
4646,octreotide,10,11,82,92,"Pulmonary hypertension developed after administration of a somatostatin analogue, octreotide, to enhance resolution of the fistula.",12596116_2,0,-1,0
4649,edaravone,3,4,21,30,Protective effect of edaravone against streptomycin-induced vestibulotoxicity in the guinea pig.,12600698_0,0,-1,0
4650,vestibulotoxicity,6,7,60,77,Protective effect of edaravone against streptomycin-induced vestibulotoxicity in the guinea pig.,12600698_0,-1,1,1
4652,vestibulotoxicity,6,7,60,77,This study investigated alleviation of streptomycin-induced vestibulotoxicity by edaravone in guinea pigs.,12600698_1,-1,1,1
4653,edaravone,8,9,81,90,This study investigated alleviation of streptomycin-induced vestibulotoxicity by edaravone in guinea pigs.,12600698_1,0,-1,0
4655,Edaravone,0,1,0,9,"Edaravone, a free radical scavenger, has potent free radical quenching action and is used in clinical practice to treat cerebral infarction.",12600698_2,0,-1,0
4656,free radical scavenger,3,6,13,35,"Edaravone, a free radical scavenger, has potent free radical quenching action and is used in clinical practice to treat cerebral infarction.",12600698_2,0,-1,0
4657,free radical,9,11,48,60,"Edaravone, a free radical scavenger, has potent free radical quenching action and is used in clinical practice to treat cerebral infarction.",12600698_2,0,-1,0
4659,cerebral infarction,21,23,120,139,"Edaravone, a free radical scavenger, has potent free radical quenching action and is used in clinical practice to treat cerebral infarction.",12600698_2,-1,1,1
4662,edaravone,15,16,77,86,"Streptomycin was administered to the inner ear by osmotic pump for 24 h, and edaravone (n=8) or saline (n=6) was intraperitoneally injected once a day for 7 days.",12600698_3,0,-1,0
4666,edaravone,12,13,89,98,Animals injected with saline showed statistically smaller gains than those injected with edaravone.,12600698_5,0,-1,0
4667,edaravone,4,5,27,36,These results suggest that edaravone suppresses streptomycin-induced vestibulotoxicity.,12600698_6,0,-1,0
4668,vestibulotoxicity,7,8,69,86,These results suggest that edaravone suppresses streptomycin-induced vestibulotoxicity.,12600698_6,-1,1,1
4669,venous thromboembolism,3,5,12,34,The risk of venous thromboembolism in women prescribed cyproterone acetate in combination with ethinyl estradiol: a nested cohort analysis and case-control study.,12615818_0,-1,1,1
4671,ethinyl estradiol,13,15,95,112,The risk of venous thromboembolism in women prescribed cyproterone acetate in combination with ethinyl estradiol: a nested cohort analysis and case-control study.,12615818_0,0,-1,0
4675,ethinyl estradiol,6,8,46,63,BACKGROUND: Cyproterone acetate combined with ethinyl estradiol (CPA/EE) is licensed in the UK for the treatment of women with acne and hirsutism and is also a treatment option for polycystic ovary syndrome (PCOS).,12615818_1,0,-1,0
4677,polycystic ovary syndrome,32,35,181,206,BACKGROUND: Cyproterone acetate combined with ethinyl estradiol (CPA/EE) is licensed in the UK for the treatment of women with acne and hirsutism and is also a treatment option for polycystic ovary syndrome (PCOS).,12615818_1,-1,1,1
4679,venous thromboembolism,8,10,56,78,Previous studies have demonstrated an increased risk of venous thromboembolism (VTE) associated with CPA/EE compared with conventional combined oral contraceptives (COCs).,12615818_2,-1,1,1
4683,combined oral contraceptives,19,22,135,163,Previous studies have demonstrated an increased risk of venous thromboembolism (VTE) associated with CPA/EE compared with conventional combined oral contraceptives (COCs).,12615818_2,0,-1,0
4708,gum Arabic,5,7,29,39,The effect of treatment with gum Arabic on gentamicin nephrotoxicity in rats: a preliminary study.,12617329_0,0,-1,0
4711,gum Arabic,13,15,69,79,In the present work we assessed the effect of treatment of rats with gum Arabic on acute renal failure induced by gentamicin (GM) nephrotoxicity.,12617329_1,0,-1,0
4712,acute renal failure,16,19,83,102,In the present work we assessed the effect of treatment of rats with gum Arabic on acute renal failure induced by gentamicin (GM) nephrotoxicity.,12617329_1,-1,1,1
4715,(2,6,8,35,37,"Rats were treated with the vehicle (2 mL/kg of distilled water and 5% w/v cellulose, 10 days), gum Arabic (2 mL/kg of a 10% w/v aqueous suspension of gum Arabic powder, orally for 10 days), or gum Arabic concomitantly with GM (80mg/kg/day intramuscularly, during the last six days of the treatment period).",12617329_2,0,-1,0
4721,gum Arabic,46,48,193,203,"Rats were treated with the vehicle (2 mL/kg of distilled water and 5% w/v cellulose, 10 days), gum Arabic (2 mL/kg of a 10% w/v aqueous suspension of gum Arabic powder, orally for 10 days), or gum Arabic concomitantly with GM (80mg/kg/day intramuscularly, during the last six days of the treatment period).",12617329_2,0,-1,0
4723,creatinine,8,9,63,73,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,0,-1,0
4724,reduced glutathione,15,17,101,120,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,0,-1,0
4726,kidney cortex,22,24,134,147,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,-1,1,1
4728,gum Arabic,7,9,54,64,"The results indicated that concomitant treatment with gum Arabic and GM significantly increased creatinine and urea by about 183 and 239%, respectively (compared to 432 and 346%, respectively, in rats treated with cellulose and GM), and decreased that of cortical GSH by 21% (compared to 27% in the cellulose plus GM group) The GM-induced proximal tubular necrosis appeared to be slightly less severe in rats given GM together with gum Arabic than in those given GM and cellulose.",12617329_4,0,-1,0
4729,creatinine,13,14,96,106,"The results indicated that concomitant treatment with gum Arabic and GM significantly increased creatinine and urea by about 183 and 239%, respectively (compared to 432 and 346%, respectively, in rats treated with cellulose and GM), and decreased that of cortical GSH by 21% (compared to 27% in the cellulose plus GM group) The GM-induced proximal tubular necrosis appeared to be slightly less severe in rats given GM together with gum Arabic than in those given GM and cellulose.",12617329_4,0,-1,0
4735,gum Arabic,81,83,432,442,"The results indicated that concomitant treatment with gum Arabic and GM significantly increased creatinine and urea by about 183 and 239%, respectively (compared to 432 and 346%, respectively, in rats treated with cellulose and GM), and decreased that of cortical GSH by 21% (compared to 27% in the cellulose plus GM group) The GM-induced proximal tubular necrosis appeared to be slightly less severe in rats given GM together with gum Arabic than in those given GM and cellulose.",12617329_4,0,-1,0
4736,gum Arabic,5,7,26,36,It could be inferred that gum Arabic treatment has induced a modest amelioration of some of the histological and biochemical indices of GM nephrotoxicity.,12617329_5,0,-1,0
4740,chronic renal failure,17,20,99,120,"Further work is warranted on the effect of the treatments on renal functional aspects in models of chronic renal failure, and on the mechanism(s) involved.",12617329_6,-1,1,1
4742,venous thromboembolism,3,5,23,45,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen-independent prostate cancer.,12627929_0,-1,1,1
4743,docetaxel,9,10,70,79,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen-independent prostate cancer.,12627929_0,0,-1,0
4744,prostate cancer,17,19,145,160,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen-independent prostate cancer.,12627929_0,-1,1,1
4745,venous thromboembolism,8,10,46,68,STUDY OBJECTIVE: To evaluate the frequency of venous thromboembolism (VTE) in patients with advanced androgen-independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide.,12627929_1,-1,1,1
4747,prostate cancer,18,20,122,137,STUDY OBJECTIVE: To evaluate the frequency of venous thromboembolism (VTE) in patients with advanced androgen-independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide.,12627929_1,-1,1,1
4749,docetaxel,24,25,160,169,STUDY OBJECTIVE: To evaluate the frequency of venous thromboembolism (VTE) in patients with advanced androgen-independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide.,12627929_1,0,-1,0
4753,prostate cancer,14,16,76,91,"PATIENTS: Seventy men, aged 50-80 years, with advanced androgen-independent prostate cancer.",12627929_4,-1,1,1
4754,docetaxel,7,8,55,64,"INTERVENTION: Each patient received either intravenous docetaxel 30 mg/m2/week for 3 consecutive weeks, followed by 1 week off, or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen.",12627929_5,0,-1,0
4757,docetaxel,35,36,213,222,"INTERVENTION: Each patient received either intravenous docetaxel 30 mg/m2/week for 3 consecutive weeks, followed by 1 week off, or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen.",12627929_5,0,-1,0
4759,disease progression,13,15,81,100,This 4-week cycle was repeated until there was evidence of excessive toxicity or disease progression.,12627929_6,-1,1,1
4760,docetaxel,11,12,64,73,"MEASUREMENTS AND MAIN RESULTS: None of 23 patients who received docetaxel alone developed VTE, whereas 9 of 47 patients (19%) who received docetaxel plus thalidomide developed VTE (p=0.025).",12627929_7,0,-1,0
4762,docetaxel,27,28,139,148,"MEASUREMENTS AND MAIN RESULTS: None of 23 patients who received docetaxel alone developed VTE, whereas 9 of 47 patients (19%) who received docetaxel plus thalidomide developed VTE (p=0.025).",12627929_7,0,-1,0
4764,docetaxel,7,8,43,52,CONCLUSION: The addition of thalidomide to docetaxel in the treatment of prostate cancer significantly increases the frequency of VTE.,12627929_8,0,-1,0
4765,prostate cancer,12,14,73,88,CONCLUSION: The addition of thalidomide to docetaxel in the treatment of prostate cancer significantly increases the frequency of VTE.,12627929_8,-1,1,1
4772,ticlopidine,11,12,87,98,"CASE SUMMARIES: Two patients developed prolonged cholestatic hepatitis after receiving ticlopidine following percutaneous coronary angioplasty, with complete remission during the follow-up period.",12639165_2,0,-1,0
4777,ticlopidine,6,7,51,62,"T-cell stimulation by therapeutic concentration of ticlopidine was demonstrated in vitro in the patients, but not in healthy controls.",12639165_3,0,-1,0
4783,ticlopidine,7,8,57,68,"Our patients developed jaundice following treatment with ticlopidine and showed the clinical and laboratory characteristics of cholestatic hepatitis, which resolved after discontinuation of the drug.",12639165_5,0,-1,0
4789,adverse drug event,7,10,52,70,An objective causality assessment revealed that the adverse drug event was probably related to the use of ticlopidine.,12639165_7,-1,1,1
4790,ticlopidine,17,18,106,117,An objective causality assessment revealed that the adverse drug event was probably related to the use of ticlopidine.,12639165_7,0,-1,0
4793,drug's,7,9,41,47,"Immune mechanisms may be involved in the drug's hepatotoxicity, as suggested by the T-cell stimulation study reported here.",12639165_9,0,-1,0
4798,ticlopidine,10,11,63,74,CONCLUSIONS: Cholestatic hepatitis is a rare adverse effect of ticlopidine that may be immune mediated.,12639165_10,0,-1,0
4802,ticlopidine,12,13,68,79,This complication will be observed even less often in the future as ticlopidine is being replaced by the newer antiplatelet agent clopidogrel.,12639165_12,0,-1,0
4804,Epithelial sodium channel,0,3,0,25,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,12653683_0,0,-1,0
4805,ENaC,4,5,27,31,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,12653683_0,0,-1,0
4807,puromycin,14,15,82,91,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,12653683_0,0,-1,0
4808,nephrotic syndrome,16,18,116,134,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,12653683_0,-1,1,1
4809,nephrotic syndrome,2,4,16,34,"In experimental nephrotic syndrome, urinary sodium excretion is decreased during the early phase of the disease.",12653683_1,-1,1,1
4815,collecting duct,4,6,33,48,The rate-limiting constituent of collecting duct sodium transport is the epithelial sodium channel (ENaC).,12653683_3,-1,1,1
4817,epithelial sodium channel,10,13,73,98,The rate-limiting constituent of collecting duct sodium transport is the epithelial sodium channel (ENaC).,12653683_3,0,-1,0
4818,ENaC,14,15,100,104,The rate-limiting constituent of collecting duct sodium transport is the epithelial sodium channel (ENaC).,12653683_3,0,-1,0
4819,ENaC,5,6,29,33,We examined the abundance of ENaC subunit mRNAs and proteins in puromycin aminonucleoside (PAN)-induced nephrotic syndrome.,12653683_4,0,-1,0
4820,puromycin aminonucleoside,11,13,64,89,We examined the abundance of ENaC subunit mRNAs and proteins in puromycin aminonucleoside (PAN)-induced nephrotic syndrome.,12653683_4,0,-1,0
