,entities,text,pmid,label
2627,oral contraceptives,"Among women who used oral contraceptives, the odds ratio was 2.1 (95 percent confidence interval, 1.5 to 3.0) for those without a prothrombotic mutation and 1.9 (95 percent confidence interval, 0.6 to 5.5) for those with a mutation CONCLUSIONS: The risk of myocardial infarction was increased among women who used second-generation oral contraceptives.",11752354_6,0
2633,oral contraceptives,"Among women who used oral contraceptives, the odds ratio was 2.1 (95 percent confidence interval, 1.5 to 3.0) for those without a prothrombotic mutation and 1.9 (95 percent confidence interval, 0.6 to 5.5) for those with a mutation CONCLUSIONS: The risk of myocardial infarction was increased among women who used second-generation oral contraceptives.",11752354_6,0
2634,oral contraceptives,The results with respect to the use of third-generation oral contraceptives were inconclusive but suggested that the risk was lower than the risk associated with second-generation oral contraceptives.,11752354_7,0
2636,oral contraceptives,The results with respect to the use of third-generation oral contraceptives were inconclusive but suggested that the risk was lower than the risk associated with second-generation oral contraceptives.,11752354_7,0
2658,hyperalgesia,"Cerebrospinal fluid was obtained for pharmacokinetic analysis, and pain ratings in response to acute heat stimuli and areas of mechanical hyperalgesia and allodynia after intradermal capsaicin injection were determined.",11752998_4,1
2671,neuropathic pain,The long-lasting effect is consistent with that observed in preliminary reports of patients with chronic neuropathic pain and is not due to prolonged residence of adenosine in cerebrospinal fluid.,11752998_7,1
2678,tacrolimus,BACKGROUND: The calcineurin inhibitors cyclosporine and tacrolimus are both known to be nephrotoxic.,11773892_1,0
2683,end-stage renal disease,"Recently, however, we have had an increase of patients who are presenting after OLTX with end-stage renal disease (ESRD).",11773892_3,1
2687,chronic renal failure,This retrospective study examines the incidence and treatment of ESRD and chronic renal failure (CRF) in OLTX patients.,11773892_4,1
2694,creatinine,"Patients were divided into three groups: Controls, no CRF or ESRD, n=748; CRF, sustained serum creatinine >2.5 mg/dl, n=41; and ESRD, n=45.",11773892_7,0
2700,renal dysfunction,"RESULTS: At 13 years after OLTX, the incidence of severe renal dysfunction was 18.1% (CRF 8.6% and ESRD 9.5%).",11773892_9,1
2706,creatinine,"Compared with control patients, CRF and ESRD patients had higher preoperative serum creatinine levels, a greater percentage of patients with hepatorenal syndrome, higher percentage requirement for dialysis in the first 3 months postoperatively, and a higher 1-year serum creatinine.",11773892_10,0
2708,creatinine,"Compared with control patients, CRF and ESRD patients had higher preoperative serum creatinine levels, a greater percentage of patients with hepatorenal syndrome, higher percentage requirement for dialysis in the first 3 months postoperatively, and a higher 1-year serum creatinine.",11773892_10,0
2710,creatinine,"Multivariate stepwise logistic regression analysis using preoperative and postoperative variables identified that an increase of serum creatinine compared with average at 1 year, 3 months, and 4 weeks postoperatively were independent risk factors for the development of CRF or ESRD with odds ratios of 2.6, 2.2, and 1.6, respectively.",11773892_11,0
2731,creatinine,"However, an increase of serum creatinine at various times postoperatively is more predictive of the development of CRF or ESRD.",11773892_17,0
2772,thromboembolic,PATIENTS: 14 patients seen over a 3-year period in whom heparin-induced thrombocytopenia became apparent on delayed presentation with thromboembolic complications.,11827497_6,1
2777,thromboembolic,"RESULTS: Patients went home after hospitalizations that had included heparin exposure--in most cases, with no thrombocytopenia recognized--only to return to the hospital (median, day 14) with thromboembolic complications.",11827497_8,1
2794,hyperprolactinemia,Treatment of risperidone-induced hyperprolactinemia with a dopamine agonist in children.,11838826_0,1
2796,Risperidone,"BACKGROUND: Risperidone, a potent antagonist of both serotonergic (5HT2A) and dopaminergic D2 receptors is associated with hyperprolactinemia in adults and children.",11838826_1,0
2801,hyperprolactinemia,"BACKGROUND: Risperidone, a potent antagonist of both serotonergic (5HT2A) and dopaminergic D2 receptors is associated with hyperprolactinemia in adults and children.",11838826_1,1
2808,hyperprolactinemia,These possibilities stress the importance of developing a safe and effective approach to drug-induced hyperprolactinemia in youth.,11838826_3,1
2810,hyperprolactinemia,We report the successful treatment of risperidone-induced hyperprolactinemia with cabergoline in youth.,11838826_4,1
2813,hyperprolactinemia,METHODS: We undertook a retrospective case review of four children with risperidone-induced hyperprolactinemia treated with cabergoline.,11838826_5,1
2829,risperidone,"The mean duration of therapy with cabergoline was 523.5 +/- 129.7 days, and the mean duration of therapy with risperidone was 788.5 +/- 162.5 days.",11838826_8,0
2835,hyperprolactinemia,"CONCLUSIONS: Cabergoline may be useful for the treatment of risperidone-induced hyperprolactinemia in youth; however, further research is needed.",11838826_10,1
2854,metoclopramide,Torsade de pointes induced by metoclopramide in an elderly woman with preexisting complete left bundle branch block.,11858397_0,0
2858,metoclopramide,"However, the torsadogenic potential of metoclopramide, a commonly used antiemetic and prokinetic drug, has not been reported in the literature, despite its chemical similarity to procainamide.",11858397_2,0
2861,procainamide,"However, the torsadogenic potential of metoclopramide, a commonly used antiemetic and prokinetic drug, has not been reported in the literature, despite its chemical similarity to procainamide.",11858397_2,0
2864,metoclopramide,We report on a 92-year-old woman with preexisting complete left bundle branch block who developed torsade de pointes after intravenous and oral administration of metoclopramide.,11858397_3,0
2866,cisapride,This patient also developed torsade de pointes when cisapride and erythromycin were given simultaneously.,11858397_4,0
2869,metoclopramide,This is the first documentation that metoclopramide provokes torsade de pointes clinically.,11858397_6,0
2871,Metoclopramide,Metoclopramide should be used cautiously in patients with a risk of torsade de pointes.,11858397_7,0
2881,neurotoxicity,Here we analyze the occurrence of seizures and neurotoxicity in D2R -/- mice treated with the cholinergic agonist pilocarpine.,11860278_4,1
2887,neurotoxicity,"Importantly, D2R -/- mice develop seizures at doses of both drugs that are not epileptogenic for WT littermates and show greater neurotoxicity.",11860278_6,1
2953,cardiotoxicity,"Increased oxidative stress is a major factor implicated in the cardiotoxicity of doxorubicin (DOX), a widely used antitumor anthracycline antibiotic.",11861791_2,1
2955,anthracycline,"Increased oxidative stress is a major factor implicated in the cardiotoxicity of doxorubicin (DOX), a widely used antitumor anthracycline antibiotic.",11861791_2,0
2958,cardiotoxicity,"Thus, we hypothesized that the activation of PARP may contribute to the DOX-induced cardiotoxicity.",11861791_3,1
2967,cardiac dysfunction,"Using a dual approach of PARP-1 suppression, by genetic deletion or pharmacological inhibition with the phenanthridinone PARP inhibitor PJ34, we now demonstrate the role of PARP in the development of cardiac dysfunction induced by DOX.",11861791_4,1
2980,cardiac dysfunction,Treatment with a PJ34 significantly improved cardiac dysfunction and increased the survival of the animals.,11861791_8,1
2985,cardiotoxicity,"Thus, PARP activation contributes to the cardiotoxicity of DOX.",11861791_10,1
2991,Nephrotoxicity,"Spironolactone: is it a novel drug for the prevention of amphotericin B-related hypokalemia in cancer patients?OBJECTIVE: Nephrotoxicity is the major adverse effect of amphotericin B (AmB), often limiting administration of full dosage.",11868798_0,1
3013,exencephaly,Sequential observations of exencephaly and subsequent morphological changes by mouse exo utero development system: analysis of the mechanism of transformation from exencephaly to anencephaly.,11875660_0,1
3015,exencephaly,Sequential observations of exencephaly and subsequent morphological changes by mouse exo utero development system: analysis of the mechanism of transformation from exencephaly to anencephaly.,11875660_0,1
3016,exencephaly,"Anencephaly has been suggested to develop from exencephaly; however, there is little direct experimental evidence to support this, and the mechanism of transformation remains unclear.",11875660_1,1
3019,exencephaly,"We observed the exencephaly induced by 5-azacytidine at embryonic day 13.5 (E13.5), let the embryos develop exo utero until E18.5, and re-observed the same embryos at E18.5.",11875660_3,1
3020,5-azacytidine,"We observed the exencephaly induced by 5-azacytidine at embryonic day 13.5 (E13.5), let the embryos develop exo utero until E18.5, and re-observed the same embryos at E18.5.",11875660_3,0
3023,exencephaly,We confirmed several cases of transformation from exencephaly to anencephaly.,11875660_4,1
3024,exencephalic,"However, in many cases, the exencephalic brain tissue was preserved with more or less reduction during this period.",11875660_5,1
3025,exencephaly,"To analyze the transformation patterns, we classified the exencephaly by size and shape of the exencephalic tissue into several types at E13.5 and E18.5.",11875660_6,1
3026,exencephalic,"To analyze the transformation patterns, we classified the exencephaly by size and shape of the exencephalic tissue into several types at E13.5 and E18.5.",11875660_6,1
3028,exencephalic,"It was found that the transformation of exencephalic tissue was not simply size-dependent, and all cases of anencephaly at E18.5 resulted from embryos with a large amount of exencephalic tissue at E13.5.",11875660_7,1
3029,exencephalic,"It was found that the transformation of exencephalic tissue was not simply size-dependent, and all cases of anencephaly at E18.5 resulted from embryos with a large amount of exencephalic tissue at E13.5.",11875660_7,1
3032,exencephaly,"Microscopic observation showed the configuration of exencephaly at E13.5, frequent hemorrhaging and detachment of the neural plate from surface ectoderm in the exencephalic head at E15.5, and multiple modes of reduction in the exencephalic tissue at E18.5.",11875660_8,1
3036,exencephalic,"Microscopic observation showed the configuration of exencephaly at E13.5, frequent hemorrhaging and detachment of the neural plate from surface ectoderm in the exencephalic head at E15.5, and multiple modes of reduction in the exencephalic tissue at E18.5.",11875660_8,1
3038,exencephalic,"Microscopic observation showed the configuration of exencephaly at E13.5, frequent hemorrhaging and detachment of the neural plate from surface ectoderm in the exencephalic head at E15.5, and multiple modes of reduction in the exencephalic tissue at E18.5.",11875660_8,1
3040,exencephalic,"From observations of the vasculature, altered distribution patterns of vessels were identified in the exencephalic head.",11875660_9,1
3041,exencephalic,"These findings suggest that overgrowth of the exencephalic neural tissue causes the altered distribution patterns of vessels, subsequent peripheral circulatory failure and/or hemorrhaging in various parts of the exencephalic head, leading to the multiple modes of tissue reduction during transformation from exencephaly to anencephaly.",11875660_10,1
3044,exencephalic,"These findings suggest that overgrowth of the exencephalic neural tissue causes the altered distribution patterns of vessels, subsequent peripheral circulatory failure and/or hemorrhaging in various parts of the exencephalic head, leading to the multiple modes of tissue reduction during transformation from exencephaly to anencephaly.",11875660_10,1
3046,exencephaly,"These findings suggest that overgrowth of the exencephalic neural tissue causes the altered distribution patterns of vessels, subsequent peripheral circulatory failure and/or hemorrhaging in various parts of the exencephalic head, leading to the multiple modes of tissue reduction during transformation from exencephaly to anencephaly.",11875660_10,1
3051,6-hydroxydopamine,Erectile function was assessed 6 weeks following uni- and bilateral injections of 6-hydroxydopamine in the substantia nigra nucleus of the brain.,11890511_1,0
3067,acute myocardial infarction,Infarct-avid radiopharmaceuticals are necessary for rapid and timely diagnosis of acute myocardial infarction.,11897407_1,1
3076,acute myocardial infarction,"99mTc-glucarate was easy to prepare, stable for 96 h and was used to study its biodistribution in rats with isoproterenol-induced acute myocardial infarction.",11897407_4,1
3092,hexamethonium,"Intraperitoneal administration of atropine, naloxone, mecamylamine, and hexamethonium to mice reduced catalepsy induced by a combination of morphine with nicotine.",11900788_4,0
3094,hexamethonium,"Intracerebroventricular injection of atropine, hexamethonium, and naloxone also decreased catalepsy induced by morphine plus nicotine.",11900788_5,0
3098,hexamethonium,"Intraperitoneal administration of atropine, but not intraperitoneal or intracerebroventricular injection of hexamethonium, decreased the effect of a single dose of morphine.",11900788_6,0
3137,Bupropion,Bupropion (Zyban) toxicity.,11928786_0,0
3139,Bupropion,Bupropion is a monocyclic antidepressant structurally related to amphetamine.,11928786_1,0
3143,bupropion,"Zyban, a sustained-release formulation of bupropion hydrochloride, was recently released in Ireland, as a smoking cessation aid.",11928786_2,0
3146,cardiac arrhythmias,"Two patients developed severe cardiac arrhythmias, including one patient who was resuscitated following a cardiac arrest.",11928786_6,1
3147,cardiac arrest,"Two patients developed severe cardiac arrhythmias, including one patient who was resuscitated following a cardiac arrest.",11928786_6,1
3150,bupropion,"We report a case of a 31 year old female who required admission to the Intensive Care Unit for ventilation and full supportive therapy, following ingestion of 13.5g bupropion.",11928786_8,0
3180,glomerulosclerosis,"Tissues were analyzed at 0, 5, 7, 11, 21, 45, 80 and 126 days after PAN injection so as to include both the acute phase of proteinuria associated with foot process effacement (days 5-11) and the chronic phase of proteinuria associated with glomerulosclerosis (days 45-126).",11961407_6,1
3242,risperidone,"Two schizophrenic patients, who had a prior history of LSD abuse and who had previously developed EPS with classic antipsychotics, were successfully treated with risperidone.",12013711_1,0
3243,risperidone,"They both reported short episodes of transient visual disturbances, which appeared immediately after starting treatment with risperidone.",12013711_2,0
3245,Risperidone,Risperidone administration was continued and the visual disturbances gradually wore off.,12013711_4,0
3251,risperidone,"This phenomenon may be interpreted as a benign, short-term and self-limiting side effect which does not contraindicate the use of risperidone or interfere with treatment.",12013711_6,0
3255,aplastic anemia,Antithymocyte globulin in the treatment of D-penicillamine-induced aplastic anemia.,12041669_0,1
3258,aplastic anemia,A patient who received antithymocyte globulin therapy for aplastic anemia due to D-penicillamine therapy is described.,12041669_1,1
3264,aplastic anemia,Use of antithymocyte globulin may be the optimal treatment of D-penicillamine-induced aplastic anemia.,12041669_3,1
3267,metabolic acidosis,Urologists should be aware that this medication can cause metabolic acidosis in patients secondary to inhibition of carbonic anhydrase.,12042105_2,1
3302,asterixis,Ifosfamide encephalopathy presenting with asterixis.,12084448_0,1
3303,ifosfamide,CNS toxic effects of the antineoplastic agent ifosfamide (IFX) are frequent and include a variety of neurological symptoms that can limit drug use.,12084448_1,0
3307,ifosfamide,"We report a case of a 51-year-old man who developed severe, disabling negative myoclonus of the upper and lower extremities after the infusion of ifosfamide for plasmacytoma.",12084448_2,0
3316,ifosfamide,The administration of ifosfamide was discontinued and within 12 h the asterixis resolved completely.,12084448_6,0
3317,asterixis,The administration of ifosfamide was discontinued and within 12 h the asterixis resolved completely.,12084448_6,1
3318,asterixis,"In the patient described, the presence of asterixis during infusion of ifosfamide, normal laboratory findings and imaging studies and the resolution of symptoms following the discontinuation of the drug suggest that negative myoclonus is associated with the use of IFX.",12084448_7,1
3319,ifosfamide,"In the patient described, the presence of asterixis during infusion of ifosfamide, normal laboratory findings and imaging studies and the resolution of symptoms following the discontinuation of the drug suggest that negative myoclonus is associated with the use of IFX.",12084448_7,0
3326,Azidothymidine,Azidothymidine (AZT)-induced anemia in mice can be reversed by the administration of IGF-IL-3 (fusion protein of insulin-like growth factor II (IGF II) and interleukin 3).,12090760_1,0
3381,glycopyrrolate,"After premedication with diazepam, glycopyrrolate and local anaesthesia, and induction with standard doses of ketamine, a maintenance dose of 10-20 microg/kg/min of ketamine proved safe and effective.",12091028_2,0
3392,glycopyrrolate,"An antisialogue was usually unnecessary in operations lasting up to 2 h, glycopyrrolate being the best choice for its lowest psychotropic and chronotropic effects, especially in a hot climate.",12091028_6,0
3424,nephrotoxicity,"The use of cidofovir in severe adenovirus infection has been limited by adverse effects, the most significant of which is nephrotoxicity.",12093990_9,1
3466,cardiac arrest,Delayed asystolic cardiac arrest after diltiazem overdose; resuscitation with high dose intravenous calcium.,12101159_0,1
3470,paracetamol,"A 51 year old man took a mixed overdose including 1.8-3.6 g of diltiazem, paracetamol, aspirin, isosorbide nitrate, and alcohol.",12101159_1,0
3482,cardiac arrest,It should be considered early in cases of cardiac arrest after diltiazem overdose.,12101159_8,1
3506,thromboembolic,Data to establish the thromboembolic risk were incomplete.,12109865_8,1
3522,Cardiac arrest,Cardiac arrest after intravenous metoclopramide - a case of five repeated injections of metoclopramide causing five episodes of cardiac arrest.,12139551_0,1
3523,metoclopramide,Cardiac arrest after intravenous metoclopramide - a case of five repeated injections of metoclopramide causing five episodes of cardiac arrest.,12139551_0,0
3524,metoclopramide,Cardiac arrest after intravenous metoclopramide - a case of five repeated injections of metoclopramide causing five episodes of cardiac arrest.,12139551_0,0
3525,cardiac arrest,Cardiac arrest after intravenous metoclopramide - a case of five repeated injections of metoclopramide causing five episodes of cardiac arrest.,12139551_0,1
3527,metoclopramide,We describe a patient where intravenous injection of metoclopramide was immediately followed by asystole repeatedly.,12139551_1,0
3528,metoclopramide,The patient received metoclopramide 10 mg i.v.,12139551_2,0
3531,metoclopramide,"five times during 48 h. After interviewing the attending nurses and reviewing the written documentation, it is clear that every administration of metoclopramide was immediately (within s) followed by asystole.",12139551_3,0
3534,cardiac arrest,We interpret this as episodes of cardiac arrest caused by metoclopramide.,12139551_6,1
3535,metoclopramide,We interpret this as episodes of cardiac arrest caused by metoclopramide.,12139551_6,0
3590,carbachol,"Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose.",12198388_4,0
3597,carbachol,"RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice.",12198388_8,0
3691,locomotor hyperactivity,"GR 55562 (0.1-10 microg/side), administered intra-accumbens shell prior to cocaine, dose-dependently attenuated the psychostimulant-induced locomotor hyperactivity.",12369736_5,1
3766,rizatriptan,Crossover comparison of efficacy and preference for rizatriptan 10 mg versus ergotamine/caffeine in migraine.,12464714_0,0
3768,Rizatriptan,Rizatriptan is a selective 5-HT(1B/1D) receptor agonist with rapid oral absorption and early onset of action in the acute treatment of migraine.,12464714_1,0
3773,rizatriptan,This randomized double- blind crossover outpatient study assessed the preference for 1 rizatriptan 10 mg tablet to 2 ergotamine 1 mg/caffeine 100 mg tablets in 439 patients treating a single migraine attack with each therapy.,12464714_2,0
3776,rizatriptan,"Of patients expressing a preference (89.1%), more than twice as many preferred rizatriptan to ergotamine/caffeine (69.9 vs. 30.1%, p < or = 0.001).",12464714_3,0
3779,rizatriptan,"Faster relief of headache was the most important reason for preference, cited by 67.3% of patients preferring rizatriptan and 54.2% of patients who preferred ergotamine/caffeine.",12464714_4,0
3783,rizatriptan,The co-primary endpoint of being pain free at 2 h was also in favor of rizatriptan.,12464714_5,0
3784,rizatriptan,"Forty-nine percent of patients were pain free 2 h after rizatriptan, compared with 24.3% treated with ergotamine/caffeine (p < or = 0.001), rizatriptan being superior within 1 h of treatment.",12464714_6,0
3787,rizatriptan,"Forty-nine percent of patients were pain free 2 h after rizatriptan, compared with 24.3% treated with ergotamine/caffeine (p < or = 0.001), rizatriptan being superior within 1 h of treatment.",12464714_6,0
3788,rizatriptan,"Headache relief at 2 h was 75.9% for rizatriptan and 47.3% for ergotamine/caffeine (p < or = 0.001), with rizatriptan being superior to ergotamine/caffeine within 30 min of dosing.",12464714_7,0
3791,rizatriptan,"Headache relief at 2 h was 75.9% for rizatriptan and 47.3% for ergotamine/caffeine (p < or = 0.001), with rizatriptan being superior to ergotamine/caffeine within 30 min of dosing.",12464714_7,0
3794,rizatriptan,"Almost 36% of patients taking rizatriptan were pain free at 2 h and had no recurrence or need for additional medication within 24 h, compared to 20% of patients on ergotamine/caffeine (p < or = 0.001).",12464714_8,0
3797,Rizatriptan,"Rizatriptan was also superior to ergotamine/caffeine in the proportions of patients with no nausea, vomiting, phonophobia or photophobia and for patients with normal function 2 h after drug intake (p < or = 0.001).",12464714_9,0
3801,rizatriptan,"More patients were (completely, very or somewhat) satisfied 2 h after treatment with rizatriptan (69.8%) than at 2 h after treatment with ergotamine/caffeine (38.6%, p < or = 0.001).",12464714_10,0
3806,rizatriptan,Recurrence rates were 31.4% with rizatriptan and 15.3% with ergotamine/caffeine.,12464714_11,0
3810,rizatriptan,"The most common adverse events (incidence > or = 5% in one group) after rizatriptan and ergotamine/caffeine, respectively, were dizziness (6.7 and 5.3%), nausea (4.2 and 8.5%) and somnolence (5.5 and 2.3%).",12464714_13,0
3834,carboplatin,Severe ocular and orbital toxicity after intracarotid injection of carboplatin for recurrent glioblastomas.,12483326_0,0
3841,carboplatin,"Generally, carboplatin is said to have milder side effects than cisplatin, whose ocular and orbital toxicity are well known.",12483326_4,0
3843,cisplatin,"Generally, carboplatin is said to have milder side effects than cisplatin, whose ocular and orbital toxicity are well known.",12483326_4,0
3845,carboplatin,"However, we experienced a case of severe ocular and orbital toxicity after intracarotid injection of carboplatin, which is infrequently reported.",12483326_5,0
3847,carboplatin,CASE: A 58-year-old man received an intracarotid injection of carboplatin for recurrent glioblastomas in his left temporal lobe.,12483326_6,0
3860,carboplatin,"CONCLUSION: When performing intracarotid injection of carboplatin, we must be aware of its potentially blinding ocular toxicity.",12483326_12,0
3862,Visual hallucinations,Visual hallucinations associated with zonisamide.,12523465_0,1
3864,zonisamide,Visual hallucinations associated with zonisamide.,12523465_0,0
3865,Zonisamide,Zonisamide is a broad-spectrum antiepileptic drug used to treat various types of seizures.,12523465_1,0
3867,visual hallucinations,"Although visual hallucinations have not been reported as an adverse effect of this agent, we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased.",12523465_2,1
3869,visual hallucinations,"Although visual hallucinations have not been reported as an adverse effect of this agent, we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased.",12523465_2,1
3871,zonisamide,"Although visual hallucinations have not been reported as an adverse effect of this agent, we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased.",12523465_2,0
3872,visual hallucinations,None of the patients had experienced visual hallucinations before this event.,12523465_5,1
3873,zonisamide,The only recent change in their treatment was the introduction or increased dosage of zonisamide.,12523465_6,0
3876,zonisamide,"Until then, clinicians need to be aware of this possible complication associated with zonisamide.",12523465_9,0
3879,carbamazepine,The authors present three patients with de novo absence epilepsy after administration of carbamazepine and vigabatrin.,12536034_1,0
3880,vigabatrin,The authors present three patients with de novo absence epilepsy after administration of carbamazepine and vigabatrin.,12536034_1,0
3895,bupropion,Acute liver failure with concurrent bupropion and carbimazole therapy.,12549952_0,0
3899,bupropion,OBJECTIVE: To report a case of fatal liver failure possibly associated with concurrent use of bupropion and carbimazole.,12549952_1,0
3900,carbimazole,OBJECTIVE: To report a case of fatal liver failure possibly associated with concurrent use of bupropion and carbimazole.,12549952_1,0
3903,carbimazole,CASE SUMMARY: A 41-year-old Chinese man with a history of hyperthyroidism had been treated with carbimazole and propranolol for the past 5 years.,12549952_2,0
3904,propranolol,CASE SUMMARY: A 41-year-old Chinese man with a history of hyperthyroidism had been treated with carbimazole and propranolol for the past 5 years.,12549952_2,0
3905,bupropion,He received a 10-day course of bupropion as an aid for smoking cessation 10 weeks prior to presentation.,12549952_3,0
3911,coagulopathy,His condition was further complicated by sepsis and coagulopathy.,12549952_6,1
3913,bupropion,"The likelihood that bupropion induced hepatotoxicity in our patient was possible, based on the Naranjo probability scale.",12549952_8,0
3914,hepatotoxicity,"The likelihood that bupropion induced hepatotoxicity in our patient was possible, based on the Naranjo probability scale.",12549952_8,1
3916,hepatotoxicity,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,1
3917,bupropion,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,0
3919,bupropion,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,0
3920,carbimazole,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,0
3922,bupropion,CONCLUSIONS: Clinicians should be aware of the possibility of acute liver insult induced by bupropion given concurrently with other hepatotoxic drugs.,12549952_10,0
3943,iodixanol,"METHODS: We conducted a randomized, double-blind, prospective, multicenter study comparing the nephrotoxic effects of an iso-osmolar, dimeric, nonionic contrast medium, iodixanol, with those of a low-osmolar, nonionic, monomeric contrast medium, iohexol.",12571256_3,0
3947,creatinine,The study involved 129 patients with diabetes with serum creatinine concentrations of 1.5 to 3.5 mg per deciliter who underwent coronary or aortofemoral angiography.,12571256_4,0
3952,creatinine,The primary end point was the peak increase from base line in the creatinine concentration during the three days after angiography.,12571256_5,0
3953,creatinine,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0
3954,creatinine,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0
3955,creatinine,RESULTS: The creatinine concentration increased significantly less in patients who received iodixanol.,12571256_7,0
3957,iodixanol,RESULTS: The creatinine concentration increased significantly less in patients who received iodixanol.,12571256_7,0
3959,creatinine,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0
3960,iodixanol,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0
3962,iodixanol,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0
3965,iodixanol,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0
3966,creatinine,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0
3969,iodixanol,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0
3972,iodixanol,"No patient receiving iodixanol had an increase of 1.0 mg per deciliter or more, but 10 patients in the iohexol group (15 percent) did.",12571256_10,0
3974,creatinine,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0
3975,iodixanol,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0
3977,iodixanol,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0
3981,iodixanol,"CONCLUSIONS: Nephropathy induced by contrast medium may be less likely to develop in high-risk patients when iodixanol is used rather than a low-osmolar, nonionic contrast medium.",12571256_12,0
3984,renal injury,Prenatal dexamethasone programs hypertension and renal injury in the rat.,12574103_0,1
3987,renal injury,The purpose of the present study was to determine if prenatal dexamethasone programmed a progressive increase in blood pressure and renal injury in rats.,12574103_2,1
3996,reduction in glomerular number,"Male rats that received prenatal dexamethasone on days 15 and 16, 17 and 18, and 13 and 14 of gestation had elevated blood pressures at 6 months of age; the latter group did not have a reduction in glomerular number.",12574103_6,1
3997,glomerulosclerosis,Adult rats given dexamethasone on days 15 and 16 of gestation had more glomeruli with glomerulosclerosis than control rats.,12574103_7,1
4000,glomerulosclerosis,"This study shows that prenatal dexamethasone in rats results in a reduction in glomerular number, glomerulosclerosis, and hypertension when administered at specific points during gestation.",12574103_8,1
4004,tacrolimus,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0
