,entities,text,pmid,label
5507,cells,"In addition, their functional activity resembled that of Treg, as evidenced by a poor proliferative capacity; suppression of proliferation of CD25- CD4 or CD8T cells and inhibition of interferon-gamma release by CD25- CD4+ T cells.",16799337_5,2
5508,inhibition,"In addition, their functional activity resembled that of Treg, as evidenced by a poor proliferative capacity; suppression of proliferation of CD25- CD4 or CD8T cells and inhibition of interferon-gamma release by CD25- CD4+ T cells.",16799337_5,1
5511,cells,"In addition, their functional activity resembled that of Treg, as evidenced by a poor proliferative capacity; suppression of proliferation of CD25- CD4 or CD8T cells and inhibition of interferon-gamma release by CD25- CD4+ T cells.",16799337_5,2
5514,cells,"Reconstitution of Pan02-bearing Rag-/- mice with naive syngeneic CD25- CD4+ T cells induced CD25+ CD4+ Foxp3+ T cells in TDLNs, but not in the spleen.",16799337_6,2
5517,cells,"Reconstitution of Pan02-bearing Rag-/- mice with naive syngeneic CD25- CD4+ T cells induced CD25+ CD4+ Foxp3+ T cells in TDLNs, but not in the spleen.",16799337_6,2
5519,Foxp3,"In contrast, Foxp3 was not detected in unreconstituted Pan02-bearing Rag-/- mice, or reconstituted mice bearing a TGF-beta-negative esophageal tumor.",16799337_7,1
5525,Foxp3,"Furthermore, administration of neutralizing anti-TGF-beta antibody blocked the induction of Foxp3 in reconstituted Pan02-bearing Rag-/- mice.",16799337_8,1
5532,Treg,"We conclude that Pan02 tumor promotes the prevalence of Treg, in part through the secretion of TGF-beta, which may result in immune evasion.",16799337_10,2
5551,IL-10,"T cells purified from the growing tumor expressed mRNA for IL-10, TGF-beta, and Foxp3.",16818744_2,0
5553,Foxp3,"T cells purified from the growing tumor expressed mRNA for IL-10, TGF-beta, and Foxp3.",16818744_2,1
5557,CD4+,"Intracellular cytokine staining revealed a high frequency of IL-10-secreting macrophages, dendritic cells, and CD4+ and CD8+ T cells infiltrating the tumor.",16818744_3,2
5558,CD8+,"Intracellular cytokine staining revealed a high frequency of IL-10-secreting macrophages, dendritic cells, and CD4+ and CD8+ T cells infiltrating the tumor.",16818744_3,2
5559,cells,"Intracellular cytokine staining revealed a high frequency of IL-10-secreting macrophages, dendritic cells, and CD4+ and CD8+ T cells infiltrating the tumor.",16818744_3,2
5566,enhanced,"In contrast, T cell IFN-gamma production was weak and CD8+ CTL responses were undetectable in mice with CT26 lung metastases and weak and transient following s.c. injection of CT26 cells, but were enhanced in the presence of anti-IL-10 and anti-TGF-beta.",16818744_4,1
5570,CD8+,"Consistent with this, removal of CD8+ T cells abrogated CTL responses and promoted progression of the s.c. tumor.",16818744_5,2
5571,cells,"Consistent with this, removal of CD8+ T cells abrogated CTL responses and promoted progression of the s.c. tumor.",16818744_5,2
5577,CD8+,"However, in the lung model, depletion of CD8+ T cells significantly reduced the tumor burden.",16818744_6,2
5578,cells,"However, in the lung model, depletion of CD8+ T cells significantly reduced the tumor burden.",16818744_6,2
5580,CD4+,"Furthermore, depletion of CD4+ or CD25+ T cells in vivo reduced tumor burden in s.c. and lung models, and this was associated with significantly enhanced IFN-gamma production by CD8+ T cells.",16818744_7,2
5582,cells,"Furthermore, depletion of CD4+ or CD25+ T cells in vivo reduced tumor burden in s.c. and lung models, and this was associated with significantly enhanced IFN-gamma production by CD8+ T cells.",16818744_7,2
5588,CD8+,"Furthermore, depletion of CD4+ or CD25+ T cells in vivo reduced tumor burden in s.c. and lung models, and this was associated with significantly enhanced IFN-gamma production by CD8+ T cells.",16818744_7,2
5589,cells,"Furthermore, depletion of CD4+ or CD25+ T cells in vivo reduced tumor burden in s.c. and lung models, and this was associated with significantly enhanced IFN-gamma production by CD8+ T cells.",16818744_7,2
5593,IL-10,These findings suggest that tumor growth facilitates the induction or recruitment of CD4+ regulatory T cells that secrete IL-10 and TGF-beta and suppress effector CD8+ T cell responses.,16818744_8,0
5596,CD8+,"However, CD8+ T regulatory cells expressing IL-10 and TGF-beta are also recruited or activated by the immunosuppressive environment of the lung, where they may suppress the induction of antitumor immunity.",16818744_9,2
5598,IL-10,"However, CD8+ T regulatory cells expressing IL-10 and TGF-beta are also recruited or activated by the immunosuppressive environment of the lung, where they may suppress the induction of antitumor immunity.",16818744_9,0
5607,immunotherapy,Cancer immunotherapy utilizes vaccines targeting tumor antigens or tumor endothelium to prevent or regress tumors.,16916758_0,0
5617,cells,"In an optimal situation, the effector T cells penetrate the tumor, release their effector molecules, induce tumor cell death and tumor regression.",16916758_2,2
5634,effector,"In particular, the review focuses on pathways leading to effector T cell penetration of tumors or the inhibition of this process.",16916758_5,1
5644,test,The first goal of this article is to test if the injection of autologous dendritic cells infected ex vivo with the Ad-sig-TAA/ecdCD40L can increase the immune response induced against TAA.,16928818_2,0
5668,cells,"The results show that the i.t. injection of the AdCDIRESE1A chemotherapy sensitization vector, which encodes the cytosine deaminase chemotherapy sensitization transcription unit, to the i.t. injection of Ad-sig-ecdCD40L vector-infected dendritic cells increased the level of suppression of the growth of the CCL-51 breast cancer cells.",16928818_6,2
5690,breast,This anti-rH2N immune response suppressed the growth of established H2N-positive NT2 breast cancer more efficiently than did the vector-targeted chemotherapy or Ad-sig-rH2N/ecdCD40L-infected dendritic cell vaccine alone.,16928818_13,1
5697,Treg,"CD4(+)CD25(high) FOXP3-expressing regulatory T cells (Treg) can suppress immune responses to infections and tumors, thereby promoting microbial persistence and tumor progression.",16934529_0,2
5709,Treg,"Therefore, we analyzed the suppressive activity and homing phenotype of Treg in gastric mucosa of Helicobacter pylori-infected gastric adenocarcinoma patients.",16934529_2,2
5710,increased,We found increased numbers of CD4(+)FOXP3(+) Treg in the tumor compared to tumor-free gastric mucosa.,16934529_3,0
5712,Treg,We found increased numbers of CD4(+)FOXP3(+) Treg in the tumor compared to tumor-free gastric mucosa.,16934529_3,2
5715,Treg cells,Gastric Treg cells were able to suppress H. pylori-induced T cell proliferation and IFN-gamma production.,16934529_4,2
5719,Treg,"Furthermore, gastric Treg expressed increased levels of l-selectin and CCR4, compared to non-Treg cells, suggesting that these receptors contribute to Treg recruitment.",16934529_5,2
5720,increased,"Furthermore, gastric Treg expressed increased levels of l-selectin and CCR4, compared to non-Treg cells, suggesting that these receptors contribute to Treg recruitment.",16934529_5,0
5724,Treg,"Furthermore, gastric Treg expressed increased levels of l-selectin and CCR4, compared to non-Treg cells, suggesting that these receptors contribute to Treg recruitment.",16934529_5,2
5737,regulation,BACKGROUND & OBJECTIVE: Accumulative evidences have indicated the importance of CD40-CD40L receptor-ligand pair in the initiation and regulation of human immune response.,16965650_0,1
5741,cells,Whether triggering CD40-CD40L signaling pathway could induce antitumor effects in ovarian cancer cells is still unclear.,16965650_1,2
5745,CD40L,This study was to investigate the biological and antitumor effects of CD40L on ovarian cancer cell line OVHM (CD40-positive).METHODS: CD40L cDNA was transfected into OVHM cells by lipofectamine 2000.,16965650_2,2
5749,cells,This study was to investigate the biological and antitumor effects of CD40L on ovarian cancer cell line OVHM (CD40-positive).METHODS: CD40L cDNA was transfected into OVHM cells by lipofectamine 2000.,16965650_2,2
5752,CD40,"Immunofluorescent technique and flow cytometry were used to evaluate the expression of CD40, CD40L, MHC-I, MHC-II, CD80, CD86.",16965650_3,2
5753,CD40L,"Immunofluorescent technique and flow cytometry were used to evaluate the expression of CD40, CD40L, MHC-I, MHC-II, CD80, CD86.",16965650_3,2
5756,CD80,"Immunofluorescent technique and flow cytometry were used to evaluate the expression of CD40, CD40L, MHC-I, MHC-II, CD80, CD86.",16965650_3,2
5759,cells,CD40L/OVHM and OVHM cells were inoculated hypodermically into C57BL/6N x C3H/He F1 (B6C3F1) mice and BALB/c nude mice simultaneously.,16965650_5,2
5766,cells,The production of IFN-gamma secreted by the spleen cells from CD40L/OVHM and OVHM cell-inoculated mice co-cultured with 20 Gy-irridiated OVHM cells were measured with enzyme-linked immunosorbent assay (ELISA).RESULTS: Expression of CD40L in OVHM/CD40L cells was significantly higher than that in OVHM cells (P<0.05).,16965650_7,2
5768,Expression,The production of IFN-gamma secreted by the spleen cells from CD40L/OVHM and OVHM cell-inoculated mice co-cultured with 20 Gy-irridiated OVHM cells were measured with enzyme-linked immunosorbent assay (ELISA).RESULTS: Expression of CD40L in OVHM/CD40L cells was significantly higher than that in OVHM cells (P<0.05).,16965650_7,1
5769,CD40L,The production of IFN-gamma secreted by the spleen cells from CD40L/OVHM and OVHM cell-inoculated mice co-cultured with 20 Gy-irridiated OVHM cells were measured with enzyme-linked immunosorbent assay (ELISA).RESULTS: Expression of CD40L in OVHM/CD40L cells was significantly higher than that in OVHM cells (P<0.05).,16965650_7,2
5770,cells,The production of IFN-gamma secreted by the spleen cells from CD40L/OVHM and OVHM cell-inoculated mice co-cultured with 20 Gy-irridiated OVHM cells were measured with enzyme-linked immunosorbent assay (ELISA).RESULTS: Expression of CD40L in OVHM/CD40L cells was significantly higher than that in OVHM cells (P<0.05).,16965650_7,2
5772,cells,The production of IFN-gamma secreted by the spleen cells from CD40L/OVHM and OVHM cell-inoculated mice co-cultured with 20 Gy-irridiated OVHM cells were measured with enzyme-linked immunosorbent assay (ELISA).RESULTS: Expression of CD40L in OVHM/CD40L cells was significantly higher than that in OVHM cells (P<0.05).,16965650_7,2
5774,CD80,"Moreover, the expression of co-stimulatory molecules CD80 and CD86 of CD40L/OVHM was increased (P<0.05).",16965650_8,2
5776,increased,"Moreover, the expression of co-stimulatory molecules CD80 and CD86 of CD40L/OVHM was increased (P<0.05).",16965650_8,0
5779,cells,The proliferation rate of parental and CD40L-expressed OVHM cells were not different.,16965650_9,2
5783,cells,"Although, delayed tumor growth was observed when CD40L-expressing OVHM cells and OVHM cells were injected simultaneously and contralaterally, the tumor growth of OVHM and CD40L/OVHM in BALB/c nude mice was not different.",16965650_10,2
5784,cells,"Although, delayed tumor growth was observed when CD40L-expressing OVHM cells and OVHM cells were injected simultaneously and contralaterally, the tumor growth of OVHM and CD40L/OVHM in BALB/c nude mice was not different.",16965650_10,2
5791,cells,The amounts of IFN-gamma secreted by the co-culture of irradiated OVHM cells with spleen cells from mice injected with CD40L/OVHM were much higher than those from OVHM/parental cell inoculated and naive mice.,16965650_11,2
5797,expression,"CONCLUSION: The forced expression of CD40L cDNA in OVHM cells can increase the immunogenicity, and thus develop antitumor effects against OVHM-incubated mice.",16965650_12,1
5799,cells,"CONCLUSION: The forced expression of CD40L cDNA in OVHM cells can increase the immunogenicity, and thus develop antitumor effects against OVHM-incubated mice.",16965650_12,2
5805,cells,In vivo immunization of immunocompetent mice with CD40L/OVHM improves the generation of cytotoxic lymphocytes against parent ovarian cancer cells.,16965650_13,2
5810,lymphocytes,AIMS: Colorectal cancers deficient in DNA mismatch repair (MMR) are often characterized by the presence of numerous intraepithelial lymphocytes (IELs).,16978200_0,2
5812,cells,"These CD8+ T cells selectively express CD103, which is upregulated locally by transforming growth factor (TGF)-beta, and adhere to E-cadherin expressed by mucosal epithelia.",16978200_1,2
5815,mucosal,"These CD8+ T cells selectively express CD103, which is upregulated locally by transforming growth factor (TGF)-beta, and adhere to E-cadherin expressed by mucosal epithelia.",16978200_1,2
5827,DNA,METHODS AND RESULTS: A panel of colorectal cancers enriched for DNA MMR deficiency was examined by immunohistochemistry to explore the expression levels and localization of various components in the TGF-beta signalling pathway.,16978200_4,1
5835,lymphocytic,Logistic regression was then carried out in order to identify predictors of elevated lymphocytic infiltration independent of DNA MMR status.,16978200_5,2
5836,DNA,Logistic regression was then carried out in order to identify predictors of elevated lymphocytic infiltration independent of DNA MMR status.,16978200_5,1
5850,lymphocytes,CONCLUSIONS: These results strongly support the hypothesis that refractoriness to normal TGF-beta signalling in colorectal cancers plays a role in the retention of lymphocytes within tumour epithelium.,16978200_7,2
5851,tumour,CONCLUSIONS: These results strongly support the hypothesis that refractoriness to normal TGF-beta signalling in colorectal cancers plays a role in the retention of lymphocytes within tumour epithelium.,16978200_7,0
5862,IL-2,"IL-2 is known to activate distinct signals within lymphocytes, including the Janus-activated kinase-signal transducer and activator of transcription (STAT) pathway.",17020993_1,0
5866,lymphocytes,"IL-2 is known to activate distinct signals within lymphocytes, including the Janus-activated kinase-signal transducer and activator of transcription (STAT) pathway.",17020993_1,2
5868,transducer,"IL-2 is known to activate distinct signals within lymphocytes, including the Janus-activated kinase-signal transducer and activator of transcription (STAT) pathway.",17020993_1,1
5869,activator,"IL-2 is known to activate distinct signals within lymphocytes, including the Janus-activated kinase-signal transducer and activator of transcription (STAT) pathway.",17020993_1,1
5871,STAT,"IL-2 is known to activate distinct signals within lymphocytes, including the Janus-activated kinase-signal transducer and activator of transcription (STAT) pathway.",17020993_1,1
5873,STAT5,We examined the phosphorylation of STAT5 (P-STAT5) in IL-2-stimulated immune cells of normal subjects and in patients receiving IL-2 therapy using a novel flow cytometric assay to characterize the pattern and level of activation within immune subsets.,17020993_2,1
5878,activation,We examined the phosphorylation of STAT5 (P-STAT5) in IL-2-stimulated immune cells of normal subjects and in patients receiving IL-2 therapy using a novel flow cytometric assay to characterize the pattern and level of activation within immune subsets.,17020993_2,2
5881,cells,EXPERIMENTAL DESIGN: Normal peripheral blood mononuclear cells (PBMC) were treated in vitro with IL-2 and analyzed for P-STAT5 using an intracellular flow cytometric assay.,17020993_3,2
5883,IL-2,EXPERIMENTAL DESIGN: Normal peripheral blood mononuclear cells (PBMC) were treated in vitro with IL-2 and analyzed for P-STAT5 using an intracellular flow cytometric assay.,17020993_3,0
5892,IL-2,PBMC were also obtained from patients immediately before and 1 hour after treatment with high-dose IL-2 and analyzed for the presence of P-STAT5 within immune cell subsets by dual-variable intracellular flow cytometry.,17020993_5,0
5896,IL-2,"RESULTS: In vitro IL-2 treatment produced a rapid and dose-dependent increase in P-STAT5 within normal PBMC that correlated with the induction of transcript for the IL-2-responsive genes CIS, Pim-1, and SOCS1 (correlation coefficients 0.8628, 0.6667, and 0.7828, respectively).",17020993_6,0
5904,IL-2,Dose-dependent induction of P-STAT5 was detected in PBMC for up to 18 hours following in vitro pulse stimulation with IL-2.,17020993_7,0
5905,subset,"P-STAT5 was detected within a subset of normal donor CD4(+) T cells (52.2 +/- 15.0%), CD8(+) T cells (57.6 +/- 25.8%), and CD56(+) natural killer (NK) cells (54.2 +/- 27.2%), but not CD14(+) monocytes or CD21(+) B cells, following in vitro IL-2 treatment.",17020993_8,2
5907,cells,"P-STAT5 was detected within a subset of normal donor CD4(+) T cells (52.2 +/- 15.0%), CD8(+) T cells (57.6 +/- 25.8%), and CD56(+) natural killer (NK) cells (54.2 +/- 27.2%), but not CD14(+) monocytes or CD21(+) B cells, following in vitro IL-2 treatment.",17020993_8,2
5909,cells,"P-STAT5 was detected within a subset of normal donor CD4(+) T cells (52.2 +/- 15.0%), CD8(+) T cells (57.6 +/- 25.8%), and CD56(+) natural killer (NK) cells (54.2 +/- 27.2%), but not CD14(+) monocytes or CD21(+) B cells, following in vitro IL-2 treatment.",17020993_8,2
5913,cells,"P-STAT5 was detected within a subset of normal donor CD4(+) T cells (52.2 +/- 15.0%), CD8(+) T cells (57.6 +/- 25.8%), and CD56(+) natural killer (NK) cells (54.2 +/- 27.2%), but not CD14(+) monocytes or CD21(+) B cells, following in vitro IL-2 treatment.",17020993_8,2
5917,cells,"P-STAT5 was detected within a subset of normal donor CD4(+) T cells (52.2 +/- 15.0%), CD8(+) T cells (57.6 +/- 25.8%), and CD56(+) natural killer (NK) cells (54.2 +/- 27.2%), but not CD14(+) monocytes or CD21(+) B cells, following in vitro IL-2 treatment.",17020993_8,2
5918,IL-2,"P-STAT5 was detected within a subset of normal donor CD4(+) T cells (52.2 +/- 15.0%), CD8(+) T cells (57.6 +/- 25.8%), and CD56(+) natural killer (NK) cells (54.2 +/- 27.2%), but not CD14(+) monocytes or CD21(+) B cells, following in vitro IL-2 treatment.",17020993_8,0
5921,IL-2,The generation of P-STAT5 within immune cell subsets after the therapeutic administration of IL-2 varied significantly between individuals.,17020993_9,0
5923,absent,"NK cells were noticeably absent in the posttreatment sample, a finding that was consistent for all patients examined.",17020993_10,1
5930,lymphocytes,"Surprisingly, activated STAT5 persisted within CD4(+) and CD8(+) T lymphocytes, as well as CD56(+) NK cells, for up to 3 weeks post-IL-2 treatment in three patients who exhibited a clinical response to therapy and in a fourth who exhibited a significant inflammatory response after 11 doses of therapy (first cycle).CONCLUSIONS: The flow cytometric assay described herein is a highly efficient and reliable method by which to assess the cellular response to IL-2 within PBMC and specific immune effector subsets, both in vitro and in the clinical setting.",17020993_11,2
5935,therapy,"Surprisingly, activated STAT5 persisted within CD4(+) and CD8(+) T lymphocytes, as well as CD56(+) NK cells, for up to 3 weeks post-IL-2 treatment in three patients who exhibited a clinical response to therapy and in a fourth who exhibited a significant inflammatory response after 11 doses of therapy (first cycle).CONCLUSIONS: The flow cytometric assay described herein is a highly efficient and reliable method by which to assess the cellular response to IL-2 within PBMC and specific immune effector subsets, both in vitro and in the clinical setting.",17020993_11,0
5938,therapy,"Surprisingly, activated STAT5 persisted within CD4(+) and CD8(+) T lymphocytes, as well as CD56(+) NK cells, for up to 3 weeks post-IL-2 treatment in three patients who exhibited a clinical response to therapy and in a fourth who exhibited a significant inflammatory response after 11 doses of therapy (first cycle).CONCLUSIONS: The flow cytometric assay described herein is a highly efficient and reliable method by which to assess the cellular response to IL-2 within PBMC and specific immune effector subsets, both in vitro and in the clinical setting.",17020993_11,0
5940,highly,"Surprisingly, activated STAT5 persisted within CD4(+) and CD8(+) T lymphocytes, as well as CD56(+) NK cells, for up to 3 weeks post-IL-2 treatment in three patients who exhibited a clinical response to therapy and in a fourth who exhibited a significant inflammatory response after 11 doses of therapy (first cycle).CONCLUSIONS: The flow cytometric assay described herein is a highly efficient and reliable method by which to assess the cellular response to IL-2 within PBMC and specific immune effector subsets, both in vitro and in the clinical setting.",17020993_11,1
5943,IL-2,"Surprisingly, activated STAT5 persisted within CD4(+) and CD8(+) T lymphocytes, as well as CD56(+) NK cells, for up to 3 weeks post-IL-2 treatment in three patients who exhibited a clinical response to therapy and in a fourth who exhibited a significant inflammatory response after 11 doses of therapy (first cycle).CONCLUSIONS: The flow cytometric assay described herein is a highly efficient and reliable method by which to assess the cellular response to IL-2 within PBMC and specific immune effector subsets, both in vitro and in the clinical setting.",17020993_11,0
5952,activation,Persistent activation of STAT5 within NK and T cells was an unexpected observation and requires further investigation.,17020993_13,2
5953,STAT5,Persistent activation of STAT5 within NK and T cells was an unexpected observation and requires further investigation.,17020993_13,1
5955,cells,Persistent activation of STAT5 within NK and T cells was an unexpected observation and requires further investigation.,17020993_13,2
5960,cells,Cancer vaccines can induce the in vivo generation of tumor Ag-specific T cells in patients with metastatic melanoma yet seldom elicit objective clinical responses.,17056585_0,2
5982,IL-2,Autologous PBMC from nine gp100-vaccinated patients with metastatic melanoma were stimulated ex vivo with the gp100:209-217(210M) peptide and transferred in combination with high-dose IL-2 and cancer vaccine.,17056585_3,0
5984,highly,"Transferred PBMC contained highly avid, gp100:209-217 peptide-reactive CD8(+) T cells.",17056585_4,1
5986,cells,"Transferred PBMC contained highly avid, gp100:209-217 peptide-reactive CD8(+) T cells.",17056585_4,2
5987,One,"One week after transfer, lymphocyte counts peaked (median of 14.3 x 10(3) cells//microl; range of 0.9-59.7 x 10(3) cells/microl), with 56% of patients experiencing a lymphocytosis.",17056585_5,1
5993,cells,gp100:209-217 peptide-specific CD8(+) T cells persisted at high levels in the blood of all patients and demonstrated significant tumor-specific IFN-gamma secretion in vitro.,17056585_6,2
6021,transactivator,"We have analyzed the DNA elements and interacting transcription factors that control the constitutive and IFNgamma-inducible expression of the class II transactivator (CIITA), a co-activator essential for transcription of all MHC class II genes.",17067677_2,1
6023,essential,"We have analyzed the DNA elements and interacting transcription factors that control the constitutive and IFNgamma-inducible expression of the class II transactivator (CIITA), a co-activator essential for transcription of all MHC class II genes.",17067677_2,1
6026,genes,"We have analyzed the DNA elements and interacting transcription factors that control the constitutive and IFNgamma-inducible expression of the class II transactivator (CIITA), a co-activator essential for transcription of all MHC class II genes.",17067677_2,1
6041,activation,"Similarly constitutive activation in melanoma of CIITA-PII, CIITA-PIII, and CIITA-PIV does not require components of the IFNgamma signaling pathway.",17067677_5,2
6051,cells,"However, these components are readily recruited to the PURR and CIITA-PIV after exposure of cells to IFNgamma and account for the IFNgamma-induced expression of CIITA.",17067677_6,2
6064,regulatory T cells,Naturally arising CD4(+)CD25(+) regulatory T cells (Tregs) have the potential to suppress aberrant immune responses and to regulate peripheral T-cell homeostasis.,17084366_0,2
6074,without,"In murine models of bone marrow transplantation, Tregs promote donor bone marrow engraftment and decrease the incidence and severity of graft-versus-host-disease without abrogating the beneficial graft-versus-tumor immunologic effect.",17084366_1,1
6085,decrease,"These findings, in concert with observations that Tregs in mice and humans share phenotypic and functional characteristics, have led to active investigations into the use of these cells to decrease complications associated with human hematopoietic cell transplantation.",17084366_2,1
6091,effector,Early human studies suggest that an imbalance of Tregs and effector T cells may contribute to the development of graft-versus-host-disease.,17084366_3,1
6092,cells,Early human studies suggest that an imbalance of Tregs and effector T cells may contribute to the development of graft-versus-host-disease.,17084366_3,2
6099,interaction,"However, the mechanisms of immunoregulation, in particular the allorecognition properties of Tregs, their effects on and interaction with other immune cells, and their sites of suppressive activity, are not well understood.",17084366_4,1
6107,Treg,"In this review, we discuss the current knowledge of Treg biology and the potential therapeutic strategies and barriers of Treg immunotherapy in human hematopoietic cell transplantation.",17084366_5,2
6118,cytotoxic T lymphocyte,"About 50% of cervical cancers are associated with human papillomavirus type 16 (HPV-16), and since the HPV-16 E6 and E7 oncoproteins are constitutively expressed in the tumor cells, they are attractive targets for cytotoxic T lymphocyte (CTL)-mediated immunotherapy.",17096336_0,2
6119,immunotherapy,"About 50% of cervical cancers are associated with human papillomavirus type 16 (HPV-16), and since the HPV-16 E6 and E7 oncoproteins are constitutively expressed in the tumor cells, they are attractive targets for cytotoxic T lymphocyte (CTL)-mediated immunotherapy.",17096336_0,0
6121,immunological,"Using reverse immunological methods, we have generated a CTL clone against the HPV-16 E6(49-57) epitope restricted by HLA-A*2402, which is the most common allele in Japan and relatively frequent worldwide, capable of lysing 293T cells transduced with HLA-A*2402 and HPV-16 E6.",17096336_2,0
6131,positive,"Although it was unable to recognize the SiHa cervical cancer cell line positive for HPV-16 and HLA-A*2402, the cells became susceptible to lysis when transduced with E6-E7 genes, which was unexpectedly offset by pretreatment with interferon (IFN)-gamma alone.",17096336_3,1
6134,genes,"Although it was unable to recognize the SiHa cervical cancer cell line positive for HPV-16 and HLA-A*2402, the cells became susceptible to lysis when transduced with E6-E7 genes, which was unexpectedly offset by pretreatment with interferon (IFN)-gamma alone.",17096336_3,1
6139,IFN-gamma,"Interestingly, however, combined pretreatment with a proteasome inhibitor, bortezomib and IFN-gamma fully restored CTL-mediated lysis of the original SiHa cells.",17096336_4,0
6142,cells,"Interestingly, however, combined pretreatment with a proteasome inhibitor, bortezomib and IFN-gamma fully restored CTL-mediated lysis of the original SiHa cells.",17096336_4,2
6148,cells,Tetramer analysis further revealed that induction of E6(49-57)-specific T cells was possible in 5 of 7 patients with HPV-16-positive high grade cervical intraepithelial neoplasia or cervical cancer by in vitro stimulation with E6(49-57) peptide.,17096336_6,2
6149,possible,Tetramer analysis further revealed that induction of E6(49-57)-specific T cells was possible in 5 of 7 patients with HPV-16-positive high grade cervical intraepithelial neoplasia or cervical cancer by in vitro stimulation with E6(49-57) peptide.,17096336_6,1
6150,grade,Tetramer analysis further revealed that induction of E6(49-57)-specific T cells was possible in 5 of 7 patients with HPV-16-positive high grade cervical intraepithelial neoplasia or cervical cancer by in vitro stimulation with E6(49-57) peptide.,17096336_6,2
6156,immunotherapy,"Thus, these findings together indicate that E6(49-57) is a candidate epitope for immunotherapy and immunological monitoring of such patients.",17096336_7,0
6157,immunological,"Thus, these findings together indicate that E6(49-57) is a candidate epitope for immunotherapy and immunological monitoring of such patients.",17096336_7,0
6162,NKT,"BACKGROUND: beta-Glucosylceramide, a naturally occurring glycolipid, exerts modulatory effects on natural killer T (NKT) lymphocytes.",17172586_0,2
6163,lymphocytes,"BACKGROUND: beta-Glucosylceramide, a naturally occurring glycolipid, exerts modulatory effects on natural killer T (NKT) lymphocytes.",17172586_0,2
6167,hepatocellular,"AIM: To determine whether beta-glucosylceramide can alter NKT function in opposite directions, colitis was induced by intracolonic installation of trinitrobenzenesulphonic acid, and hepatocellular carcinoma (HCC) was induced by transplantation of Hep3B cells.",17172586_1,1
6168,transplantation,"AIM: To determine whether beta-glucosylceramide can alter NKT function in opposite directions, colitis was induced by intracolonic installation of trinitrobenzenesulphonic acid, and hepatocellular carcinoma (HCC) was induced by transplantation of Hep3B cells.",17172586_1,2
6169,cells,"AIM: To determine whether beta-glucosylceramide can alter NKT function in opposite directions, colitis was induced by intracolonic installation of trinitrobenzenesulphonic acid, and hepatocellular carcinoma (HCC) was induced by transplantation of Hep3B cells.",17172586_1,2
6190,decreased,The beneficial effects were associated with an opposite immunological effect in the two models: the peripheral:intrahepatic CD4:CD8 lymphocyte ratio increased in the colitis model and decreased in the HCC group.,17172586_4,1
6192,group,The beneficial effects were associated with an opposite immunological effect in the two models: the peripheral:intrahepatic CD4:CD8 lymphocyte ratio increased in the colitis model and decreased in the HCC group.,17172586_4,1
6202,expression,"The effect of beta-glucosylceramide was associated with decreased STAT1 and 4 expression, and with overexpression of STAT6, along with decreased interferon gamma levels in the colitis model, whereas an opposite effect was noted in the HCC model.",17172586_6,1
6203,STAT6,"The effect of beta-glucosylceramide was associated with decreased STAT1 and 4 expression, and with overexpression of STAT6, along with decreased interferon gamma levels in the colitis model, whereas an opposite effect was noted in the HCC model.",17172586_6,1
6212,immune responses,"CONCLUSIONS: beta-glucosylceramide alleviates immunologically incongruous disorders and may be associated with ""fine tuning"" of immune responses, by changes in plasticity of NKT lymphocytes.",17172586_7,0
6216,genes,Proteins encoded by genes of the SSX family are specifically expressed in tumors and are therefore relevant targets for cancer immunotherapy.,17186289_0,1
6221,immunotherapy,Proteins encoded by genes of the SSX family are specifically expressed in tumors and are therefore relevant targets for cancer immunotherapy.,17186289_0,0
6222,One,"One of the first identified family members, SSX-1, is expressed in a large fraction of synovial sarcomas as a fusion protein together with the product of the SYT gene.",17186289_1,1
6235,hepatocellular,"In addition, the full-length SSX-1 antigen is frequently expressed in tumors of several other histological types such as sarcoma, melanoma, hepatocellular carcinoma, ovarian cancer and myeloma.",17186289_2,1
6241,cells,"Here, we have assessed the presence of CD4(+) T cells directed against the SSX-1 antigen in circulating lymphocytes of cancer-free individuals.",17186289_4,2
6250,cells,After a single in vitro stimulation with a pool of peptides spanning the entire SSX-1 protein we could detect and isolate SSX-1-specific CD4(+) T cells from 5/5 donors analyzed.,17186289_5,2
6259,one,Characterization of specific clonal CD4(+) T cell populations derived from one donor allowed the identification of several naturally processed epitopes recognized in association with HLA-DR.,17186289_7,1
6265,cells,These data document the existence of a significant repertoire of CD4(+) T cells specific for SSX-1 derived sequences in circulating lymphocytes of any individual that can be exploited for the development of both passive and active immunotherapeutic approaches to control disease evolution in cancer patients.,17186289_8,2
6271,control,These data document the existence of a significant repertoire of CD4(+) T cells specific for SSX-1 derived sequences in circulating lymphocytes of any individual that can be exploited for the development of both passive and active immunotherapeutic approaches to control disease evolution in cancer patients.,17186289_8,1
6279,immunotherapy,The E6 and E7 oncoproteins expressed in ESCC are considered as attractive tumor-specific antigen targets for immunotherapy.,17202676_1,0
6295,inhibition,"We demonstrated that immunization with the fusion protein vaccine caused significant inhibition of tumor growth with the delay time to tumor detection (tests vs. controls, 16 d vs. 9 d, p<0.01) and much smaller tumor size (p<0.01) in vivo.",17202676_4,1
6309,CD8+,"Furthermore, the activated lymphocytes (CD8+) were capable of infiltrating into the tumor site, and much more apoptotic cells along with activation of caspase-3 were observed in the tumors from vaccinated-mice.",17202676_6,2
