,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,olabel,orig_index,label,prob_0,prob_1
4361,heart failure,30,32,237,250,"Cardiovascular risk with cyclooxygenase inhibitors: general problem with substance specific differences?Randomised clinical trials and observational studies have shown an increased risk of myocardial infarction, stroke, hypertension and heart failure during treatment with cyclooxygenase inhibitors.",16586083_0,-1,-1,-1,4361,-1,0.0017492156,0.9982508
4362,cyclooxygenase inhibitors,35,37,273,298,"Cardiovascular risk with cyclooxygenase inhibitors: general problem with substance specific differences?Randomised clinical trials and observational studies have shown an increased risk of myocardial infarction, stroke, hypertension and heart failure during treatment with cyclooxygenase inhibitors.",16586083_0,-1,-1,-1,4362,-1,0.9984668,0.0015331958
4363,Cyclooxygenase inhibitors,0,2,0,25,"Cyclooxygenase inhibitors cause complex changes in renal, vascular and cardiac prostanoid profiles thereby increasing vascular resistance and fluid retention.",16586083_2,-1,-1,-1,4363,-1,0.9981981,0.0018019635
4364,cyclooxygenase inhibitors,7,9,53,78,"A comparison of individual selective and unselective cyclooxygenase inhibitors suggests substance-specific differences, which may depend on differences in pharmacokinetic parameters or inhibitory potency and may be contributed by prostaglandin-independent effects.",16586083_4,-1,-1,-1,4364,-1,0.9954236,0.0045764055
4366,Pilocarpine seizures,0,2,0,20,Pilocarpine seizures cause age-dependent impairment in auditory location discrimination.,16596970_0,-1,-1,-1,4366,-1,0.70988303,0.29011703
4367,status epilepticus,3,5,18,36,Children who have status epilepticus have continuous or rapidly repeating seizures that may be life-threatening and may cause life-long changes in brain and behavior.,16596970_1,-1,-1,-1,4367,-1,0.0020389608,0.99796104
4369,status epilepticus,4,6,20,38,The extent to which status epilepticus causes deficits in auditory discrimination is unknown.,16596970_2,-1,-1,-1,4369,-1,0.0025479102,0.9974521
4370,status epilepticus,17,19,115,133,A naturalistic auditory location discrimination method was used to evaluate this question using an animal model of status epilepticus.,16596970_3,-1,-1,-1,4370,-1,0.001965277,0.9980348
4373,status epilepticus,5,7,34,52,"Pilocarpine on either day induced status epilepticus; status epilepticus at P45 resulted in CA3 cell loss and spontaneous seizures, whereas P20 rats had no cell loss or spontaneous seizures.",16596970_5,-1,-1,-1,4373,-1,0.001621089,0.9983789
4374,status epilepticus,8,10,54,72,"Pilocarpine on either day induced status epilepticus; status epilepticus at P45 resulted in CA3 cell loss and spontaneous seizures, whereas P20 rats had no cell loss or spontaneous seizures.",16596970_5,-1,-1,-1,4374,-1,0.0016178419,0.9983822
4377,status epilepticus,1,3,3,21,"In status epilepticus (P20) rats, acquisition of the sound-source location discrimination was moderately impaired.",16596970_8,-1,-1,-1,4377,-1,0.002594971,0.997405
4378,Status epilepticus,0,2,0,18,Status epilepticus (P45) rats failed to acquire either sound-source location or sound-silence discriminations.,16596970_9,-1,-1,-1,4378,-1,0.00273218,0.99726784
4379,Status epilepticus,0,2,0,18,"Status epilepticus in rat causes an age-dependent, long-term impairment in auditory discrimination.",16596970_10,-1,-1,-1,4379,-1,0.0017299511,0.99827003
4380,Nerve growth factor,0,3,0,19,Nerve growth factor and prostaglandins in the urine of female patients with overactive bladder.,16600756_0,-1,-1,-1,4380,-1,0.995148,0.0048519922
4382,NGF,2,3,9,12,PURPOSE: NGF and PGs in the bladder can be affected by pathological changes in the bladder and these changes can be detected in urine.,16600756_1,-1,-1,-1,4382,-1,0.99818474,0.0018152437
4383,NGF,5,6,35,38,We investigated changes in urinary NGF and PGs in women with OAB.,16600756_2,-1,-1,-1,4383,-1,0.9977068,0.002293243
4384,NGF,0,1,0,3,"NGF, PGE2, PGF2alpha and PGI2 were measured using enzyme-linked immunosorbent assay and compared between the groups.",16600756_6,-1,-1,-1,4384,-1,0.9978509,0.0021491223
4385,NGF,6,7,42,45,"In addition, correlations between urinary NGF and PG, and urodynamic parameters in patients with OAB were examined.",16600756_7,-1,-1,-1,4385,-1,0.9975465,0.0024534469
4386,PG,8,9,50,52,"In addition, correlations between urinary NGF and PG, and urodynamic parameters in patients with OAB were examined.",16600756_7,-1,-1,-1,4386,-1,0.9972434,0.0027565549
4387,NGF,3,4,17,20,"RESULTS: Urinary NGF, PGE2 and PGF2alpha were significantly increased in patients with OAB compared with controls (p <0.05).",16600756_8,-1,-1,-1,4387,-1,0.9979861,0.002013879
4388,NGF,1,2,8,11,"Urinary NGF, PGF2alpha and PGI2 did not correlate with urodynamic parameters in patients with OAB.",16600756_11,-1,-1,-1,4388,-1,0.99718446,0.0028155246
4389,NGF,2,3,13,16,CONCLUSIONS: NGF and PGs have important roles in the development of OAB symptoms in female patients.,16600756_12,-1,-1,-1,4389,-1,0.99787474,0.0021252157
4391,hepatitis C,9,11,62,73,Definition and management of anemia in patients infected with hepatitis C virus.,16629641_0,-1,-1,-1,4391,-1,0.1315128,0.8684872
4393,hepatitis C,3,5,23,34,"Chronic infection with hepatitis C virus (HCV) can progress to cirrhosis, hepatocellular carcinoma, and end-stage liver disease.",16629641_1,-1,-1,-1,4393,-1,0.7037514,0.29624864
4397,HCV infection,5,7,31,44,The current best treatment for HCV infection is combination therapy with pegylated interferon and ribavirin.,16629641_2,-1,-1,-1,4397,-1,0.07351636,0.92648363
4408,chronic hepatitis C.,28,31,181,201,"Viramidine, a liver-targeting prodrug of ribavirin, has the potential to maintain the virologic efficacy of ribavirin while decreasing the risk of hemolytic anemia in patients with chronic hepatitis C.",16629641_8,-1,-1,-1,4408,-1,0.019738263,0.9802617
4412,fetal growth impairment,10,13,74,97,This study examined the utility of biometry for detecting alcohol-related fetal growth impairment.,16634859_3,-1,-1,-1,4412,-1,0.003512311,0.99648774
4421,"9-[[2-methoxy-4-[(methylsulphonyl)amino]phenyl]amino] -N,5-dimethyl-",5,8,20,88,"CI-921 (NSC 343499; 9-[[2-methoxy-4-[(methylsulphonyl)amino]phenyl]amino] -N,5-dimethyl- 4-acridinecarboxamide) is a topoisomerase II poison with high experimental antitumour activity.",1664218_1,-1,-1,-1,4421,-1,0.9870771,0.0129227955
4422,"-N,5-dimethyl- 4-acridinecarboxamide",7,9,74,110,"CI-921 (NSC 343499; 9-[[2-methoxy-4-[(methylsulphonyl)amino]phenyl]amino] -N,5-dimethyl- 4-acridinecarboxamide) is a topoisomerase II poison with high experimental antitumour activity.",1664218_1,-1,-1,-1,4422,-1,0.99252045,0.0074796043
4423,4-acridinecarboxamide,8,9,89,110,"CI-921 (NSC 343499; 9-[[2-methoxy-4-[(methylsulphonyl)amino]phenyl]amino] -N,5-dimethyl- 4-acridinecarboxamide) is a topoisomerase II poison with high experimental antitumour activity.",1664218_1,-1,-1,-1,4423,-1,0.9955166,0.0044833804
4425,NSCLC,17,18,97,102,"It was administered by 15 min infusion to 16 evaluable patients with non-small cell lung cancer (NSCLC) (7 with no prior treatment, 9 patients in relapse following surgery/radiotherapy) at a dose (648 mg/m2 divided over 3 days, repeated every 3 weeks) determined by phase I trial.",1664218_2,-1,-1,-1,4425,-1,0.0018825281,0.99811745
4441,h,9,10,49,50,Blood samples were obtained predose and up to 72 h postdose.,16680561_4,-1,-1,-1,4441,-1,0.14422433,0.85577565
4462,neuroleptic malignant syndrome,1,4,9,39,Possible neuroleptic malignant syndrome related to concomitant treatment with paroxetine and alprazolam.,16720068_0,-1,-1,-1,4462,-1,0.005392301,0.9946077
4472,muscle rigidity,21,23,137,152,"On the 10th day of paroxetine and alprazolam treatment, the patient exhibited marked psychomotor retardation, disorientation, and severe muscle rigidity with tremors.",16720068_3,-1,-1,-1,4472,-1,0.0023878533,0.9976121
4482,neuroleptic malignant syndrome,6,9,40,70,"This patient presented with symptoms of neuroleptic malignant syndrome (NMS), thus demonstrating that NMS-like symptoms can occur after combined paroxetine and alprazolam treatment.",16720068_8,-1,-1,-1,4482,-1,0.22977908,0.7702209
4510,lidocaine convulsions,21,23,167,188,These results suggest that down-regulation of hippocampal NET induced by chronic administration of desipramine may be relevant to desipramine-induced sensitization of lidocaine convulsions.,16725121_7,-1,-1,-1,4510,-1,0.1609293,0.83907074
4512,lidocaine seizures,3,5,37,55,Desipramine-induced sensitization of lidocaine seizures may have a mechanism distinct from kindling resulting from repeated administration of cocaine.,16725121_10,-1,-1,-1,4512,-1,0.38883954,0.6111605
4517,plant extracts,16,18,100,114,METHODS: The son of an 84-year-old male discovered a newspaper report stating clinical success with plant extracts in Alzheimer's disease.,16740173_3,-1,-1,-1,4517,-1,0.9934695,0.0065305415
4518,Alzheimer's disease,19,22,118,137,METHODS: The son of an 84-year-old male discovered a newspaper report stating clinical success with plant extracts in Alzheimer's disease.,16740173_3,-1,-1,-1,4518,-1,0.004013634,0.9959864
4533,Respiratory insufficiency,0,2,0,25,Respiratory insufficiency was further worsened by Proteus mirabilis infection and severe bronchoconstriction.,16740173_15,-1,-1,-1,4533,-1,0.0018959433,0.998104
4535,heart failure,12,14,49,62,"On the next day he died, probably as a result of heart failure.",16740173_17,-1,-1,-1,4535,-1,0.0048852763,0.9951147
4539,cognitive dysfunctions,12,14,81,103,Pharmacological evidence for the potential of Daucus carota in the management of cognitive dysfunctions.,16755009_0,-1,-1,-1,4539,-1,0.0023692055,0.9976307
4541,DCE,8,9,46,49,"The ethanolic extract of Daucus carota seeds (DCE) was administered orally in three doses (100, 200, 400 mg/kg) for seven successive days to different groups of young and aged mice.",16755009_2,-1,-1,-1,4541,-1,0.99618846,0.0038115815
4544,DCE,0,1,0,3,"DCE (200, 400 mg/kg, p.o.) showed significant improvement in memory scores of young and aged mice.",16755009_5,-1,-1,-1,4544,-1,0.99828726,0.0017127026
4545,DCE,7,8,43,46,The extent of memory improvement evoked by DCE was 23% at the dose of 200 mg/kg and 35% at the dose of 400 mg/kg in young mice using elevated plus maze.,16755009_6,-1,-1,-1,4545,-1,0.9981628,0.0018372639
4546,DCE,2,3,13,16,"Furthermore, DCE reversed the amnesia induced by scopolamine (0.4 mg/kg, i.p.) and diazepam (1 mg/kg, i.p.).",16755009_8,-1,-1,-1,4546,-1,0.9984786,0.0015213717
4551,DCE,10,11,68,71,The extent of inhibition of brain cholinesterase activity evoked by DCE at the dose of 400 mg/kg was 22% in young and 19% in aged mice.,16755009_10,-1,-1,-1,4551,-1,0.9985526,0.0014473647
4553,DCE,30,31,141,144,"There was a remarkable reduction in total cholesterol level as well, to the extent of 23% in young and 21% in aged animals with this dose of DCE.",16755009_11,-1,-1,-1,4553,-1,0.9984681,0.0015319146
4554,DCE,2,3,11,14,"Therefore, DCE may prove to be a useful remedy for the management of cognitive dysfunctions on account of its multifarious beneficial effects such as, memory improving property, cholesterol lowering property and anticholinesterase activity.",16755009_12,-1,-1,-1,4554,-1,0.9985469,0.0014531258
4555,cognitive dysfunctions,14,16,69,91,"Therefore, DCE may prove to be a useful remedy for the management of cognitive dysfunctions on account of its multifarious beneficial effects such as, memory improving property, cholesterol lowering property and anticholinesterase activity.",16755009_12,-1,-1,-1,4555,-1,0.0029265857,0.9970734
4557,Valproic acid,0,2,0,13,Valproic acid induced encephalopathy--19 new cases in Germany from 1994 to 2003--a side effect associated to VPA-therapy not only in young children.,16787750_0,-1,-1,-1,4557,-1,0.9988514,0.0011485711
4558,Valproic acid,0,2,0,13,Valproic acid (VPA) is a broad-spectrum antiepileptic drug and is usually well-tolerated.,16787750_1,-1,-1,-1,4558,-1,0.99882513,0.0011748726
4559,VPA,3,4,15,18,Valproic acid (VPA) is a broad-spectrum antiepileptic drug and is usually well-tolerated.,16787750_1,-1,-1,-1,4559,-1,0.99870193,0.0012981052
4566,VPA,9,10,47,50,"There is still no proof of causative effect of VPA in patients with encephalopathy, but only of an association with an assumed causal relation.",16787750_4,-1,-1,-1,4566,-1,0.99738127,0.0026187282
4592,free radicals,14,16,117,130,Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals.,16844102_1,-1,-1,-1,4592,-1,0.9902653,0.009734623
4593,reactive oxygen species,14,17,78,101,"This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity.",16844102_2,-1,-1,-1,4593,-1,0.5768992,0.4231008
4595,DFO,21,22,121,124,"This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity.",16844102_2,-1,-1,-1,4595,-1,0.99845815,0.001541885
4598,h,12,13,50,51,"Male rats were treated with MA (10 mg/kg, every 2 h for four injections).",16844102_3,-1,-1,-1,4598,-1,0.21760759,0.7823924
4599,DFO,21,22,114,117,The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration.,16844102_4,-1,-1,-1,4599,-1,0.99842477,0.0015752857
4601,DA,5,6,32,34,"The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment.",16844102_5,-1,-1,-1,4601,-1,0.9985039,0.001496062
4603,DFO,25,26,158,161,"The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment.",16844102_5,-1,-1,-1,4603,-1,0.9985487,0.0014513141
4604,DFO,2,3,13,16,alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity.,16844102_6,-1,-1,-1,4604,-1,0.9983725,0.0016274854
4607,DFO,8,9,60,63,These changes were significantly attenuated by alpha-TC and DFO.,16844102_8,-1,-1,-1,4607,-1,0.9982901,0.0017099165
4608,DFO,5,6,32,35,This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.,16844102_9,-1,-1,-1,4608,-1,0.99843735,0.0015626842
4628,RAMH,2,3,27,31,"(R)-alpha-methylhistamine (RAMH) (5 microg i.c.v.) and thioperamide (THP) (15 mg/kg i.p.), per se did not cause catalepsy.",16867021_4,-1,-1,-1,4628,-1,0.9978223,0.0021777684
4629,THP,13,14,69,72,"(R)-alpha-methylhistamine (RAMH) (5 microg i.c.v.) and thioperamide (THP) (15 mg/kg i.p.), per se did not cause catalepsy.",16867021_4,-1,-1,-1,4629,-1,0.99835914,0.0016408548
4630,se,23,24,95,97,"(R)-alpha-methylhistamine (RAMH) (5 microg i.c.v.) and thioperamide (THP) (15 mg/kg i.p.), per se did not cause catalepsy.",16867021_4,-1,-1,-1,4630,-1,0.744063,0.25593704
4632,THP,2,3,18,21,"Administration of THP (3.75, 7.5 and 15 mg/kg i.p.) 1 h prior to haloperidol resulted in a dose-dependent increase in the catalepsy times (P < 0.05).",16867021_5,-1,-1,-1,4632,-1,0.99852955,0.0014704473
4633,h,14,15,54,55,"Administration of THP (3.75, 7.5 and 15 mg/kg i.p.) 1 h prior to haloperidol resulted in a dose-dependent increase in the catalepsy times (P < 0.05).",16867021_5,-1,-1,-1,4633,-1,0.43970877,0.56029123
4636,RAMH,4,5,27,31,"However, pretreatment with RAMH significantly reversed such an effect of THP (15 mg/kg i.p.).",16867021_6,-1,-1,-1,4636,-1,0.99832886,0.0016711728
4637,THP,11,12,73,76,"However, pretreatment with RAMH significantly reversed such an effect of THP (15 mg/kg i.p.).",16867021_6,-1,-1,-1,4637,-1,0.9984596,0.0015403911
4638,RAMH,0,1,0,4,"RAMH per se showed significant reduction in locomotor time, distance traveled and average speed but THP (15 mg/kg i.p.) per se had no effect on these parameters.",16867021_7,-1,-1,-1,4638,-1,0.9962289,0.0037711116
4639,se,2,3,9,11,"RAMH per se showed significant reduction in locomotor time, distance traveled and average speed but THP (15 mg/kg i.p.) per se had no effect on these parameters.",16867021_7,-1,-1,-1,4639,-1,0.99620074,0.0037992443
4640,THP,16,17,100,103,"RAMH per se showed significant reduction in locomotor time, distance traveled and average speed but THP (15 mg/kg i.p.) per se had no effect on these parameters.",16867021_7,-1,-1,-1,4640,-1,0.99837387,0.0016260946
4641,se,24,25,124,126,"RAMH per se showed significant reduction in locomotor time, distance traveled and average speed but THP (15 mg/kg i.p.) per se had no effect on these parameters.",16867021_7,-1,-1,-1,4641,-1,0.99277663,0.0072233677
4643,THP,4,5,38,41,"On amphetamine-induced hyperactivity, THP (3.75 and 7.5 mg/kg i.p.) reduced locomotor time, distance traveled and average speed (P < 0.05).",16867021_8,-1,-1,-1,4643,-1,0.99837375,0.0016262184
4644,RAMH,2,3,18,22,Pretreatment with RAMH (5 microg i.c.v.) could partially reverse such effects of THP (3.75 mg/kg i.p.).,16867021_9,-1,-1,-1,4644,-1,0.99801046,0.0019896273
4645,THP,15,16,81,84,Pretreatment with RAMH (5 microg i.c.v.) could partially reverse such effects of THP (3.75 mg/kg i.p.).,16867021_9,-1,-1,-1,4645,-1,0.99832743,0.0016725336
4647,THP,11,12,77,80,Climbing behavior induced by apomorphine was reduced in animals treated with THP.,16867021_10,-1,-1,-1,4647,-1,0.9984006,0.0015994026
4648,RAMH,11,12,53,57,"Such an effect was, however, reversed in presence of RAMH.",16867021_11,-1,-1,-1,4648,-1,0.99775887,0.002241134
4649,THP,0,1,0,3,"THP exhibited an antipsychotic-like profile by potentiating haloperidol-induced catalepsy, reducing amphetamine-induced hyperactivity and reducing apomorphine-induced climbing in mice.",16867021_12,-1,-1,-1,4649,-1,0.99831545,0.0016845167
4652,THP,3,4,16,19,Such effects of THP were reversed by RAMH indicating the involvement of histamine H(3)-receptors.,16867021_13,-1,-1,-1,4652,-1,0.99835086,0.0016491532
4653,RAMH,7,8,37,41,Such effects of THP were reversed by RAMH indicating the involvement of histamine H(3)-receptors.,16867021_13,-1,-1,-1,4653,-1,0.9983871,0.0016129061
4659,dopamine antagonists,4,6,25,45,The catalepsy induced by dopamine antagonists has been tested and the possible dopamine subtypes involved in catalepsy was determined.,1687392_1,-1,-1,-1,4659,-1,0.9982728,0.0017272696
4663,SCH 23390,8,10,52,61,"2. Dopamine antagonist fluphenazine, D-1 antagonist SCH 23390 or D-2 antagonist sulpiride induced catalepsy.",1687392_2,-1,-1,-1,4663,-1,0.9987437,0.0012562817
4667,SCH 23390,2,4,15,24,Combination of SCH 23390 with sulpiride did not induce catalepsy potentiation.,1687392_4,-1,-1,-1,4667,-1,0.9988232,0.0011767268
4671,SCH 23390,17,19,100,109,"3. D-1 agonist SKF 38393 or D-2 agonist quinpirole decreased the catalepsy induced by fluphenazine, SCH 23390 or sulpiride.",1687392_5,-1,-1,-1,4671,-1,0.99871325,0.0012867865
4674,dopamine antagonists,16,18,109,129,Combination of SKF 38393 with quinpirole did not cause potentiated inhibitory effect on catalepsy induced by dopamine antagonists.,1687392_7,-1,-1,-1,4674,-1,0.99872893,0.0012710091
4678,triamcinolone,16,17,97,110,The following case is a report of cauda equina syndrome possibly caused by epidural injection of triamcinolone and bupivacaine.,16904497_3,-1,-1,-1,4678,-1,0.9988656,0.0011343592
4697,body mass,58,60,266,275,"In almost half of these women severe atherosclerosis of the aorta was present (n=11), while in women without hormone use severe atherosclerosis of the aorta was present in less than 20% (OR 3.1; 95% CI, 1.1-8.5, adjusted for age, years since menopause, smoking, and body mass index).",16938416_6,-1,-1,-1,4697,-1,0.94413155,0.055868447
4703,hepatitis B,8,10,63,74,Sustained clinical improvement of a patient with decompensated hepatitis B virus-related cirrhosis after treatment with lamivudine monotherapy.,16960342_0,-1,-1,-1,4703,-1,0.040948417,0.95905155
4706,Hepatitis B,0,2,0,11,"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries.",16960342_1,-1,-1,-1,4706,-1,0.8342022,0.16579778
4708,liver cirrhosis,10,12,48,63,"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries.",16960342_1,-1,-1,-1,4708,-1,0.0027231586,0.99727684
4712,hepatitis B,3,5,15,26,"Moreover, both hepatitis B surface antigen and e antigen were observed to have disappeared in this patient.",16960342_9,-1,-1,-1,4712,-1,0.1238182,0.8761818
4719,Adrenaline arrhythmia,0,2,0,21,"Adrenaline arrhythmia, which is suppressed by Ca channel blockers, was induced by adrenaline infusion in halothane-anesthetized dogs.",1700207_3,-1,-1,-1,4719,-1,0.6156495,0.38435045
4720,Ca channel blockers,7,10,46,65,"Adrenaline arrhythmia, which is suppressed by Ca channel blockers, was induced by adrenaline infusion in halothane-anesthetized dogs.",1700207_3,-1,-1,-1,4720,-1,0.9982498,0.0017501801
4727,Na,21,22,141,143,"The stronger antiarrhythmic effect of (-)-cibenzoline indicates that (-)-isomer may have an effect nearly 5-20 times stronger in suppressing Na channels, but effects of both drugs on Ca channels may be almost equipotent.",1700207_9,-1,-1,-1,4727,-1,0.9980301,0.0019698264
4728,Ca,30,31,183,185,"The stronger antiarrhythmic effect of (-)-cibenzoline indicates that (-)-isomer may have an effect nearly 5-20 times stronger in suppressing Na channels, but effects of both drugs on Ca channels may be almost equipotent.",1700207_9,-1,-1,-1,4728,-1,0.9976421,0.0023578587
4731,brain edema,8,10,42,53,AIM: Widespread use of mannitol to reduce brain edema and lower elevated ICP in brain tumor patients continues to be afflicted by the so-called rebound phenomenon.,17019386_2,-1,-1,-1,4731,-1,0.0013046607,0.9986953
4732,brain tumor,15,17,80,91,AIM: Widespread use of mannitol to reduce brain edema and lower elevated ICP in brain tumor patients continues to be afflicted by the so-called rebound phenomenon.,17019386_2,-1,-1,-1,4732,-1,0.0017575537,0.9982425
4743,atrial fibrillation,5,7,45,64,Optimising stroke prevention in non-valvular atrial fibrillation.,17020434_0,-1,-1,-1,4743,-1,0.0035691601,0.99643075
4744,Atrial fibrillation,0,2,0,19,Atrial fibrillation is associated with substantial morbidity and mortality.,17020434_1,-1,-1,-1,4744,-1,0.006143421,0.9938566
4751,vitamin K,15,17,81,90,"Ximelagatran, an oral direct thrombin inhibitor, was found to be as efficient as vitamin K antagonist drugs in the prevention of embolic events, but has been recently withdrawn because of abnormal liver function tests.",17020434_4,-1,-1,-1,4751,-1,0.99852824,0.0014717164
4752,Atrial Fibrillation Clopidogrel,3,6,14,45,The ACTIVE-W (Atrial Fibrillation Clopidogrel Trial with Irbesartan for Prevention of Vascular Events) study has demonstrated that warfarin is superior to platelet therapy (clopidogrel plus aspirin) in the prevention af embolic events.,17020434_5,-1,-1,-1,4752,-1,0.7835031,0.21649688
4756,Factor Xa,3,5,15,24,"Idraparinux, a Factor Xa inhibitor, is being evaluated in patients with atrial fibrillation.",17020434_6,-1,-1,-1,4756,-1,0.997542,0.0024579968
4757,atrial fibrillation,13,15,72,91,"Idraparinux, a Factor Xa inhibitor, is being evaluated in patients with atrial fibrillation.",17020434_6,-1,-1,-1,4757,-1,0.002802366,0.9971976
4758,enzyme inhibitors,1,3,23,40,Angiotensin-converting enzyme inhibitors and angiotensin II receptor-blocking drugs hold promise in atrial fibrillation through cardiac remodelling.,17020434_7,-1,-1,-1,4758,-1,0.99772173,0.0022782355
4759,angiotensin II,4,6,45,59,Angiotensin-converting enzyme inhibitors and angiotensin II receptor-blocking drugs hold promise in atrial fibrillation through cardiac remodelling.,17020434_7,-1,-1,-1,4759,-1,0.9980482,0.0019518028
4760,atrial fibrillation,11,13,100,119,Angiotensin-converting enzyme inhibitors and angiotensin II receptor-blocking drugs hold promise in atrial fibrillation through cardiac remodelling.,17020434_7,-1,-1,-1,4760,-1,0.0035339429,0.99646604
4763,EPS,6,7,52,55,Placebo-level incidence of extrapyramidal symptoms (EPS) with quetiapine in controlled studies of patients with bipolar mania.,17042884_0,-1,-1,-1,4763,-1,0.0013545911,0.99864537
4764,bipolar mania,16,18,112,125,Placebo-level incidence of extrapyramidal symptoms (EPS) with quetiapine in controlled studies of patients with bipolar mania.,17042884_0,-1,-1,-1,4764,-1,0.0014052571,0.9985947
4766,EPS,7,8,49,52,"OBJECTIVES: To evaluate extrapyramidal symptoms (EPS), including akathisia, with quetiapine in patients with bipolar mania.",17042884_1,-1,-1,-1,4766,-1,0.0014084312,0.9985916
4767,akathisia,11,12,65,74,"OBJECTIVES: To evaluate extrapyramidal symptoms (EPS), including akathisia, with quetiapine in patients with bipolar mania.",17042884_1,-1,-1,-1,4767,-1,0.0012629764,0.99873704
4768,bipolar mania,18,20,109,122,"OBJECTIVES: To evaluate extrapyramidal symptoms (EPS), including akathisia, with quetiapine in patients with bipolar mania.",17042884_1,-1,-1,-1,4768,-1,0.0014892706,0.99851066
4772,divalproex,19,20,102,112,"Two studies evaluated quetiapine (up to 800 mg/day) in combination with a mood stabilizer (lithium or divalproex, QTP + Li/DVP) (n = 196) compared to placebo and mood stabilizer (PBO + Li/DVP) (n = 203).",17042884_4,-1,-1,-1,4772,-1,0.9987758,0.0012241534
4774,Akathisia,14,15,87,96,"Extrapyramidal symptoms were evaluated using the Simpson-Angus Scale (SAS), the Barnes Akathisia Rating Scale (BARS), adverse event reports and anticholinergic drug usage.",17042884_5,-1,-1,-1,4774,-1,0.0019469935,0.9980531
4775,akathisia,10,11,64,73,"RESULTS: The incidence of EPS-related adverse events, including akathisia, was no different with quetiapine monotherapy (12.9%) than with placebo (13.1%).",17042884_6,-1,-1,-1,4775,-1,0.0015904602,0.99840957
4776,EPS,4,5,26,29,"Adverse events related to EPS occurred in 59.6% of patients treated with haloperidol (n = 99) monotherapy, whereas 26.5% of patients treated with lithium (n = 98) monotherapy experienced adverse events related to EPS.",17042884_8,-1,-1,-1,4776,-1,0.0019743529,0.99802566
4779,EPS,40,41,213,216,"Adverse events related to EPS occurred in 59.6% of patients treated with haloperidol (n = 99) monotherapy, whereas 26.5% of patients treated with lithium (n = 98) monotherapy experienced adverse events related to EPS.",17042884_8,-1,-1,-1,4779,-1,0.0020277645,0.9979722
4780,akathisia,3,4,17,26,"The incidence of akathisia was low and similar with quetiapine monotherapy (3.3%) and placebo (6.1%), and with QTP + Li/DVP (3.6%) and PBO + Li/DVP (4.9%).",17042884_9,-1,-1,-1,4780,-1,0.0015872403,0.9984127
4788,akathisia,12,13,68,77,"Haloperidol induced a significantly higher incidence (p < 0.001) of akathisia (33.3% versus 5.9%), tremor (30.3% versus 7.8%), and extrapyramidal syndrome (35.4% versus 5.9%) than quetiapine.",17042884_11,-1,-1,-1,4788,-1,0.0014239379,0.99857605
4790,bipolar mania,3,5,16,29,"CONCLUSIONS: In bipolar mania, the incidence of EPS, including akathisia, with quetiapine therapy is similar to that with placebo.",17042884_14,-1,-1,-1,4790,-1,0.0016806072,0.9983193
4791,EPS,9,10,48,51,"CONCLUSIONS: In bipolar mania, the incidence of EPS, including akathisia, with quetiapine therapy is similar to that with placebo.",17042884_14,-1,-1,-1,4791,-1,0.001384657,0.9986154
4792,akathisia,12,13,63,72,"CONCLUSIONS: In bipolar mania, the incidence of EPS, including akathisia, with quetiapine therapy is similar to that with placebo.",17042884_14,-1,-1,-1,4792,-1,0.0013739968,0.998626
4796,nitric oxide,10,12,101,113,Dexamethasone (Dex)-induced hypertension is characterized by endothelial dysfunction associated with nitric oxide (NO) deficiency and increased superoxide (O2-) production.,17042910_1,-1,-1,-1,4796,-1,0.99812454,0.0018755099
4798,Ato,2,3,14,17,Atorvastatin (Ato) possesses pleiotropic properties that have been reported to improve endothelial function through increased availability of NO and reduced O2- production in various forms of hypertension.,17042910_2,-1,-1,-1,4798,-1,0.9977094,0.0022905357
4800,Ato,16,17,70,73,"In the present study, we investigated whether 50 mg/kg per day, p.o., Ato could prevent endothelial NO synthase (eNOS) downregulation and the increase in O2- in Sprague-Dawley (SD) rats, thereby reducing blood pressure.",17042910_3,-1,-1,-1,4800,-1,0.99490523,0.0050948416
4801,Ato,13,14,43,46,2. Male SD rats (n = 30) were treated with Ato (50 mg/kg per day in drinking water) or tap water for 15 days.,17042910_4,-1,-1,-1,4801,-1,0.995845,0.0041549667
