,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
7166,carboplatin,21,22,142,153,"For human glioblastoma recurrences, the feasibility, safety, and short-term effects of a surgical intracavitary application of paclitaxel and carboplatin encapsulated by liquid crystalline cubic phases are examined in a pilot study.",16132524_4,0,-1,0,7166,0
7172,paclitaxel,20,21,138,148,A total of 12 patients with a recurrence of a glioblastoma multiforme underwent re-resection and received an intracavitary application of paclitaxel and carboplatin cubic phases in different dosages.,16132524_5,0,-1,0,7172,0
7173,carboplatin,22,23,153,164,A total of 12 patients with a recurrence of a glioblastoma multiforme underwent re-resection and received an intracavitary application of paclitaxel and carboplatin cubic phases in different dosages.,16132524_5,0,-1,0,7173,0
7174,paclitaxel,9,10,45,55,"Six of the patients received more than 15 mg paclitaxel and suffered from moderate to severe brain edema, while the remaining patients received only a total of 15 mg paclitaxel.",16132524_6,0,-1,0,7174,0
7176,paclitaxel,30,31,166,176,"Six of the patients received more than 15 mg paclitaxel and suffered from moderate to severe brain edema, while the remaining patients received only a total of 15 mg paclitaxel.",16132524_6,0,-1,0,7176,0
7345,risperidone,11,12,76,87,"Tic disorders can be effectively treated by atypical antipsychotics such as risperidone, olanzapine and ziprasidone.",16225977_1,0,-1,0,7345,0
7346,olanzapine,13,14,89,99,"Tic disorders can be effectively treated by atypical antipsychotics such as risperidone, olanzapine and ziprasidone.",16225977_1,0,-1,0,7346,0
7387,Aminoglycoside,0,1,0,14,Aminoglycoside antibiotics are still widely used by virtue of their efficacy and low cost.,16298782_2,0,-1,0,7387,0
7572,nitrendipine,7,8,46,58,Adverse effect of the calcium channel blocker nitrendipine on nephrosclerosis in rats with renovascular hypertension.,1639466_0,0,-1,0,7572,0
7574,nitrendipine,11,12,66,78,"The effect of a 6-week treatment with the calcium channel blocker nitrendipine or the angiotensin converting enzyme inhibitor enalapril on blood pressure, albuminuria, renal hemodynamics, and morphology of the nonclipped kidney was studied in rats with two-kidney, one clip renovascular hypertension.",1639466_1,0,-1,0,7574,0
7593,nitrendipine,3,4,18,30,Enalapril but not nitrendipine reduced blood pressure significantly.,1639466_6,0,-1,0,7593,0
7613,Ketoconazole,0,1,0,12,Ketoconazole induced torsades de pointes without concomitant use of QT interval-prolonging drug.,16403073_0,0,-1,0,7613,0
7617,Ketoconazole,0,1,0,12,Ketoconazole is not known to be proarrhythmic without concomitant use of QT interval-prolonging drugs.,16403073_1,0,-1,0,7617,0
7624,ketoconazole,24,25,137,149,We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes (TdP) after taking ketoconazole for treatment of fungal infection.,16403073_2,0,-1,0,7624,0
7627,ketoconazole,9,10,54,66,Her QT interval returned to normal upon withdrawal of ketoconazole.,16403073_3,0,-1,0,7627,0
7631,ketoconazole,13,14,66,78,"We postulate that by virtue of its direct blocking action on IKr, ketoconazole alone may prolong QT interval and induce TdP. This calls for attention when ketoconazole is administered to patients with risk factors for acquired long QT syndrome.",16403073_5,0,-1,0,7631,0
7634,ketoconazole,27,28,155,167,"We postulate that by virtue of its direct blocking action on IKr, ketoconazole alone may prolong QT interval and induce TdP. This calls for attention when ketoconazole is administered to patients with risk factors for acquired long QT syndrome.",16403073_5,0,-1,0,7634,0
7750,"3,4-methylenedioxymethamphetamine",14,15,77,110,"In recent years working memory deficits have been reported in users of MDMA (3,4-methylenedioxymethamphetamine, ecstasy).",16574712_1,0,-1,0,7750,0
7762,DEX,58,59,361,364,"Fifteen polydrug ecstasy users and 15 polydrug non-ecstasy user controls completed a general drug use questionnaire, the Brixton Spatial Anticipation task (set shifting), Backward Digit Span procedure (memory updating), Inhibition of Return (inhibition), an emotional intelligence scale, the Tromso Social Intelligence Scale and the Dysexecutive Questionnaire (DEX).",16574712_3,0,-1,0,7762,0
7769,"3,4-methylenedioxymethamphetamine",1,2,9,42,"Although 3,4-methylenedioxymethamphetamine (MDMA or ecstasy) has been shown to damage brain serotonin (5-HT) neurons in animals and possibly humans, little is known about the long-term consequences of MDMA-induced 5-HT neurotoxic lesions on functions in which 5-HT is involved, such as cognitive function.",16574713_1,0,-1,0,7769,0
7833,glutathione,18,19,129,140,"The heart tissue antioxidant enzymes such as superoxide dismutase, catalase, glutathione peroxidase, glutathione transferase and glutathione reductase activities, non-enzymic antioxidants such as cerruloplasmin, Vitamin C, Vitamin E and glutathione levels were altered in MI rats.",16584858_4,0,-1,0,7833,0
7838,glutathione,34,35,237,248,"The heart tissue antioxidant enzymes such as superoxide dismutase, catalase, glutathione peroxidase, glutathione transferase and glutathione reductase activities, non-enzymic antioxidants such as cerruloplasmin, Vitamin C, Vitamin E and glutathione levels were altered in MI rats.",16584858_4,0,-1,0,7838,0
8017,cinacalcet,7,8,59,69,Pharmacokinetics of desipramine HCl when administered with cinacalcet HCl.,16680561_0,0,-1,0,8017,0
8020,cinacalcet,8,9,47,57,OBJECTIVE: In vitro work has demonstrated that cinacalcet is a strong inhibitor of cytochrome P450 isoenzyme (CYP) 2D6.,16680561_1,0,-1,0,8020,0
8023,cinacalcet,11,12,56,66,"The purpose of this study was to evaluate the effect of cinacalcet on CYP2D6 activity, using desipramine as a probe substrate, in healthy subjects.",16680561_2,0,-1,0,8023,0
8033,cinacalcet,46,47,266,276,"METHODS: Seventeen subjects who were genotyped as CYP2D6 extensive metabolizers were enrolled in this randomized, open-label, crossover study to receive a single oral dose of desipramine (50 mg) on two separate occasions, once alone and once after multiple doses of cinacalcet (90 mg for 7 days).",16680561_3,0,-1,0,8033,0
8039,cinacalcet,19,20,119,129,"Relative to desipramine alone, mean AUC and C(max) of desipramine increased 3.6- and 1.8-fold when coadministered with cinacalcet.",16680561_6,0,-1,0,8039,0
8040,cinacalcet,14,15,81,91,"The t (1/2,z) of desipramine was longer when desipramine was coadministered with cinacalcet (21.0 versus 43.3 hs).",16680561_7,0,-1,0,8040,0
8044,cinacalcet,15,16,119,129,"Fewer subjects reported adverse events following treatment with desipramine alone than when receiving desipramine with cinacalcet (33 versus 86%), the most frequent of which (nausea and headache) have been reported for patients treated with either desipramine or cinacalcet.",16680561_9,0,-1,0,8044,0
8046,cinacalcet,43,44,263,273,"Fewer subjects reported adverse events following treatment with desipramine alone than when receiving desipramine with cinacalcet (33 versus 86%), the most frequent of which (nausea and headache) have been reported for patients treated with either desipramine or cinacalcet.",16680561_9,0,-1,0,8046,0
8047,cinacalcet,6,7,41,51,CONCLUSION: This study demonstrates that cinacalcet is a strong inhibitor of CYP2D6.,16680561_10,0,-1,0,8047,0
8049,cinacalcet,8,9,58,68,"These data suggest that during concomitant treatment with cinacalcet, dose adjustment may be necessary for drugs that demonstrate a narrow therapeutic index and are metabolized by CYP2D6.",16680561_11,0,-1,0,8049,0
8080,paroxetine,9,10,78,88,Possible neuroleptic malignant syndrome related to concomitant treatment with paroxetine and alprazolam.,16720068_0,0,-1,0,8080,0
8086,paroxetine,11,12,57,67,Medical treatment was initiated at a daily dose of 20 mg paroxetine and 1.2 mg alprazolam.,16720068_2,0,-1,0,8086,0
8087,paroxetine,5,6,19,29,"On the 10th day of paroxetine and alprazolam treatment, the patient exhibited marked psychomotor retardation, disorientation, and severe muscle rigidity with tremors.",16720068_3,0,-1,0,8087,0
8093,aspartate,13,14,76,85,"Laboratory tests showed an elevation of creatine phosphokinase (2218 IU/L), aspartate aminotransferase (134 IU/L), alanine aminotransferase (78 IU/L), and BUN (27.9 mg/ml) levels.",16720068_5,0,-1,0,8093,0
8094,bromocriptine,3,4,21,34,The patient received bromocriptine and diazepam to treat his symptoms.,16720068_6,0,-1,0,8094,0
8099,paroxetine,22,23,145,155,"This patient presented with symptoms of neuroleptic malignant syndrome (NMS), thus demonstrating that NMS-like symptoms can occur after combined paroxetine and alprazolam treatment.",16720068_8,0,-1,0,8099,0
8116,bupivacaine,4,5,32,43,"Co-administration of lidocaine, bupivacaine or tricaine with desipramine reversed this effect.",16725121_3,0,-1,0,8116,0
8134,carbachol,4,5,33,42,"INTRODUCTION: Intoxications with carbachol, a muscarinic cholinergic receptor agonist are rare.",16740173_1,0,-1,0,8134,0
8143,carbachol,22,23,106,115,"The mode of action was said to be comparable to that of the synthetic compound 'carbamylcholin'; that is, carbachol.",16740173_4,0,-1,0,8143,0
8144,carbachol,5,6,18,27,"He bought 25 g of carbachol as pure substance in a pharmacy, and the father was administered 400 to 500 mg.",16740173_5,0,-1,0,8144,0
8145,Carbachol,0,1,0,9,Carbachol concentrations in serum and urine on day 1 and 2 of hospital admission were analysed by HPLC-mass spectrometry.,16740173_6,0,-1,0,8145,0
8167,carbachol,13,14,72,81,"Serum samples from the first and second days contained 3.6 and 1.9 mg/l carbachol, respectively.",16740173_18,0,-1,0,8167,0
8177,carbachol,2,3,13,22,The analysed carbachol concentration exceeded the supposed serum level resulting from a therapeutic dose by a factor of 130 to 260.,16740173_22,0,-1,0,8177,0
8195,scopolamine-,2,3,11,23,"Diazepam-, scopolamine- and ageing-induced amnesia served as the interoceptive behavioral models.",16755009_4,0,-1,0,8195,0
8234,Dex,0,1,0,3,"Dex increased systolic blood pressure (SBP) from 109 +/- 1.8 to 135 +/- 0.6 mmHg and plasma superoxide (5711 +/- 284.9 saline, 7931 +/- 392.8 U/ml dex, P < 0.001).",16820346_2,0,-1,0,8234,0
8243,dex,10,11,46,49,"In this prevention study, SBP in the atorva + dex group was increased from 115 +/- 0.4 to 124 +/- 1.5 mmHg, but this was significantly lower than in the dex-only group (P' < 0.05).",16820346_3,0,-1,0,8243,0
8280,methylprednisolone,34,35,234,252,"This neuropathy was gradually resolving; however, after the patient received allogeneic bone marrow transplantation, the symptoms worsened, with the development of graft-versus-host disease, and the symptoms subsequently responded to methylprednisolone.",16826348_6,0,-1,0,8280,0
8286,deferoxamine,4,5,31,43,Effect of alpha-tocopherol and deferoxamine on methamphetamine-induced neurotoxicity.,16844102_0,0,-1,0,8286,0
8295,deferoxamine,19,20,107,119,"This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity.",16844102_2,0,-1,0,8295,0
8310,glutathione,10,11,59,70,The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats.,16844102_7,0,-1,0,8310,0
8385,sulpiride,13,14,80,89,"2. Dopamine antagonist fluphenazine, D-1 antagonist SCH 23390 or D-2 antagonist sulpiride induced catalepsy.",1687392_2,0,-1,0,8385,0
8386,sulpiride,5,6,31,40,The effect of fluphenazine and sulpiride was dose-dependent.,1687392_3,0,-1,0,8386,0
8389,sulpiride,5,6,30,39,Combination of SCH 23390 with sulpiride did not induce catalepsy potentiation.,1687392_4,0,-1,0,8389,0
8395,sulpiride,20,21,113,122,"3. D-1 agonist SKF 38393 or D-2 agonist quinpirole decreased the catalepsy induced by fluphenazine, SCH 23390 or sulpiride.",1687392_5,0,-1,0,8395,0
8412,bupivacaine,18,19,115,126,The following case is a report of cauda equina syndrome possibly caused by epidural injection of triamcinolone and bupivacaine.,16904497_3,0,-1,0,8412,0
8422,bupivacaine,6,7,36,47,"After verifying the epidural space, bupivacaine and triamcinolone diacetate were injected.",16904497_7,0,-1,0,8422,0
8423,triamcinolone diacetate,8,10,52,75,"After verifying the epidural space, bupivacaine and triamcinolone diacetate were injected.",16904497_7,0,-1,0,8423,0
8488,ouabain,22,23,126,133,"Digitalis arrhythmia, which is suppressed by Na channel blockers, was induced by intermittent intravenous (i.v.) injection of ouabain in pentobarbital-anesthetized dogs.",1700207_2,0,-1,0,8488,0
8545,clopidogrel,26,27,173,184,The ACTIVE-W (Atrial Fibrillation Clopidogrel Trial with Irbesartan for Prevention of Vascular Events) study has demonstrated that warfarin is superior to platelet therapy (clopidogrel plus aspirin) in the prevention af embolic events.,17020434_5,0,-1,0,8545,0
8662,Dex,4,5,21,24,"In rats treated with Dex alone, SBP was increased from 109 +/- 2 to 133 +/- 2 mmHg on Days 4 and Day 14, respectively (P < 0.001).",17042910_10,0,-1,0,8662,0
8668,Dex,4,5,13,16,"In the Ato + Dex group, SBP was increased from 113 +/- 2 to 119 +/- 2 mmHg on Days 4 to 14, respectively (P < 0.001), but was significantly lower than SBP in the group treated with Dex alone (P < 0.05).",17042910_11,0,-1,0,8668,0
8674,Dex,45,46,181,184,"In the Ato + Dex group, SBP was increased from 113 +/- 2 to 119 +/- 2 mmHg on Days 4 to 14, respectively (P < 0.001), but was significantly lower than SBP in the group treated with Dex alone (P < 0.05).",17042910_11,0,-1,0,8674,0
8678,Dex,10,11,78,81,"Endothelial-dependent relaxation and eNOS mRNA expression were greater in the Dex + Ato group than in the Dex only group (P < 0.05 and P < 0.0001, respectively).",17042910_12,0,-1,0,8678,0
8680,Dex,17,18,106,109,"Endothelial-dependent relaxation and eNOS mRNA expression were greater in the Dex + Ato group than in the Dex only group (P < 0.05 and P < 0.0001, respectively).",17042910_12,0,-1,0,8680,0
8681,Dex,7,8,46,49,Aortic superoxide production was lower in the Dex + Ato group compared with the group treated with Dex alone (P < 0.0001).,17042910_13,0,-1,0,8681,0
8684,Dex,17,18,99,102,Aortic superoxide production was lower in the Dex + Ato group compared with the group treated with Dex alone (P < 0.0001).,17042910_13,0,-1,0,8684,0
8700,amino acid,6,8,44,54,Nonketotic hyperglycinemia is a disorder of amino acid metabolism in which a defect in the glycine cleavage system leads to an accumulation of glycine in the brain and other body compartments.,17074608_1,0,-1,0,8700,0
8719,paroxetine,8,9,59,69,"Reported medications included bumetanide, pravastatin, and paroxetine.",17111419_4,0,-1,0,8719,0
8724,sodium citrate,12,14,73,87,The events are consistent with a severe reaction to calcium chelation by sodium citrate anticoagulant resulting in symptomatic systemic hypocalcemia.,17111419_8,0,-1,0,8724,0
8761,Sirolimus,0,1,0,9,Sirolimus is a novel immunosuppressant with potent antiproliferative actions through its ability to inhibit the raptor-containing mammalian target of rapamycin protein kinase.,17147461_1,0,-1,0,8761,0
8765,Sirolimus,0,1,0,9,Sirolimus represents a major therapeutic advance in the prevention of acute renal allograft rejection and chronic allograft nephropathy.,17147461_2,0,-1,0,8765,0
8770,sirolimus,1,2,8,17,"Because sirolimus does not share the vasomotor renal adverse effects exhibited by calcineurin inhibitors, it has been designated a 'non-nephrotoxic drug'.",17147461_4,0,-1,0,8770,0
8775,sirolimus,11,12,66,75,"However, clinical reports suggest that, under some circumstances, sirolimus is associated with proteinuria and acute renal dysfunction.",17147461_5,0,-1,0,8775,0
8782,sirolimus,6,7,32,41,"It has also been suggested that sirolimus directly causes increased glomerular permeability/injury, but evidence for this mechanism is currently inconclusive.",17147461_8,0,-1,0,8782,0
8791,sirolimus,21,22,132,141,"Although these adverse effects occur in some patients, their occurrence could be minimised by knowledge of the molecular effects of sirolimus on the kidney, the use of sirolimus in appropriate patient populations, close monitoring of proteinuria and renal function, use of angiotensin-converting enzyme inhibitors or angiotensin II receptor blockers if proteinuria occurs and withdrawal if needed.",17147461_10,0,-1,0,8791,0
8798,sirolimus,8,9,60,69,Further long-term analysis of renal allograft studies using sirolimus as de novo immunosuppression along with clinical and laboratory studies will refine these issues in the future.,17147461_11,0,-1,0,8798,0
8803,Sirolimus,0,1,0,9,"Sirolimus (SRL) is a new, potent immunosuppressive agent.",17175308_1,0,-1,0,8803,0
8807,sirolimus,11,12,65,74,"More recently, proteinuria has been reported as a consequence of sirolimus therapy, although the mechanism has remained unclear.",17175308_2,0,-1,0,8807,0
8828,creatinine,1,2,6,16,Serum creatinine values did not change significantly: 1.98 +/-,17175308_14,0,-1,0,8828,0
8836,creatinine,2,3,11,21,"Mean serum creatinine level before conversion was 2.21 mg/dL and thereafter, 4.93 mg/dL (P = .02).",17175308_19,0,-1,0,8836,0
8887,ifosfamide,19,20,121,131,The renal function of 74 children with malignant mesenchymal tumors in complete remission and who have received the same ifosfamide chemotherapy protocol (International Society of Pediatric Oncology Malignant Mesenchymal Tumor Study 84 [SIOP MMT 84]) were studied 1 year after the completion of treatment.,1720453_1,0,-1,0,8887,0
8892,ifosfamide,9,10,45,55,"Total cumulative doses were 36 or 60 g/m2 of ifosfamide (six or 10 cycles of ifosfamide, vincristine, and dactinomycin [IVA]).",1720453_2,0,-1,0,8892,0
8893,ifosfamide,16,17,77,87,"Total cumulative doses were 36 or 60 g/m2 of ifosfamide (six or 10 cycles of ifosfamide, vincristine, and dactinomycin [IVA]).",1720453_2,0,-1,0,8893,0
8895,cisplatin,5,6,26,35,None of them had received cisplatin chemotherapy.,1720453_3,0,-1,0,8895,0
8900,creatinine,22,23,142,152,"Renal function was investigated by measuring plasma and urinary electrolytes, glucosuria, proteinuria, aminoaciduria, urinary pH, osmolarity, creatinine clearance, phosphate tubular reabsorption, beta 2 microglobulinuria, and lysozymuria.",1720453_6,0,-1,0,8900,0
8911,ifosfamide,13,14,77,87,"Severe toxicity was correlated with the higher cumulative dose of 60 g/m2 of ifosfamide, a younger age (less than 2 1/2 years old), and a predominance of vesicoprostatic tumor involvement.",1720453_10,0,-1,0,8911,0
8915,ifosfamide,18,19,83,93,This low percentage (5%) of TDFS must be evaluated with respect to the efficacy of ifosfamide in the treatment of mesenchymal tumors in children.,1720453_11,0,-1,0,8915,0
9027,carbachol,3,4,22,31,"While contractions to carbachol and ATP were the same in inflamed and in control strips when related to a reference potassium response, isoprenaline-induced relaxations were smaller in inflamed strips.",17244258_10,0,-1,0,9027,0
9073,sevoflurane,9,10,57,68,Cardiac arrest in a child with cerebral palsy undergoing sevoflurane induction of anesthesia after preoperative clonidine.,17263743_0,0,-1,0,9073,0
9121,carbamazepine,11,12,72,85,"A patient with sinus bradycardia and atrioventricular block, induced by carbamazepine, prompted an extensive literature review of all previously reported cases.",1728915_2,0,-1,0,9121,0
9129,carbamazepine,26,27,217,230,"The second group consisted almost exclusively of elderly women who developed potentially life-threatening bradyarrhythmias or atrioventricular conduction delay, associated with either therapeutic or modestly elevated carbamazepine serum levels.",1728915_5,0,-1,0,9129,0
9130,carbamazepine,1,2,8,21,"Because carbamazepine is widely used in the treatment of many neurologic and psychiatric conditions, the recognition of the latter syndrome has important implications for the use of this drug in elderly patients.",1728915_6,0,-1,0,9130,0
9132,Dobutamine,0,1,0,10,Dobutamine stress echocardiography: a sensitive indicator of diminished myocardial function in asymptomatic doxorubicin-treated long-term survivors of childhood cancer.,1732369_0,0,-1,0,9132,0
9141,dobutamine,21,22,135,145,"To develop a more sensitive echocardiographic screening test for cardiac damage due to doxorubicin, a cohort study was performed using dobutamine infusion to differentiate asymptomatic long-term survivors of childhood cancer treated with doxorubicin from healthy control subjects.",1732369_2,0,-1,0,9141,0
9148,dobutamine,1,2,7,17,"Graded dobutamine infusions of 0.5, 2.5, 5 and 10 micrograms/kg per min were administered.",1732369_4,0,-1,0,9148,0
9151,Dobutamine,0,1,0,10,Dobutamine infusion at 10 micrograms/kg per min was discontinued after six studies secondary to a 50% incidence rate of adverse symptoms.,1732369_6,0,-1,0,9151,0
9159,dobutamine,43,44,311,321,"The most important findings were that compared with values in control subjects, end-systolic left ventricular posterior wall dimension and percent of left ventricular posterior wall thickening in doxorubicin-treated patients were decreased at baseline study and these findings were more clearly delineated with dobutamine stimulation.",1732369_7,0,-1,0,9159,0
9166,dobutamine,11,12,86,96,End-systolic left ventricular posterior wall dimension at the 5-micrograms/kg per min dobutamine infusion for the doxorubicin-treated group was 14.1 +/- 2.4 mm versus 19.3 +/- 2.6 mm for control subjects (p less than 0.01).(ABSTRACT TRUNCATED AT 250 WORDS),1732369_9,0,-1,0,9166,0
9180,adriamycin,16,17,100,110,"The degree of vacuolar degeneration of myocardial cells was analyzed in relation to the duration of adriamycin treatment (2 mg/kg, once a week).",1732442_3,0,-1,0,9180,0
9193,adriamycin,10,11,58,68,"Thus, MIBG accumulation in the myocardium decreased in an adriamycin dose-dependent manner.",1732442_9,0,-1,0,9193,0
9279,terbutaline,6,7,62,73,Neuroinflammation and behavioral abnormalities after neonatal terbutaline treatment in rats: implications for autism.,17400887_0,0,-1,0,9279,0
9287,Terbutaline,0,1,0,11,"Terbutaline, a beta2-adrenoceptor agonist used to arrest preterm labor, has been associated with increased concordance for autism in dizygotic twins.",17400887_3,0,-1,0,9287,0
9293,terbutaline,5,6,26,37,We studied the effects of terbutaline on microglial activation in different brain regions and behavioral outcomes in developing rats.,17400887_4,0,-1,0,9293,0
9296,terbutaline,4,5,24,35,Newborn rats were given terbutaline (10 mg/kg) daily on postnatal days (PN) 2 to 5 or PN 11 to 14 and examined 24 h after the last dose and at PN 30.,17400887_5,0,-1,0,9296,0
9301,terbutaline,6,7,58,69,"Immunohistochemical studies showed that administration of terbutaline on PN 2 to 5 produced a robust increase in microglial activation on PN 30 in the cerebral cortex, as well as in cerebellar and cerebrocortical white matter.",17400887_6,0,-1,0,9301,0
9307,terbutaline,8,9,48,59,None of these effects occurred in animals given terbutaline on PN 11 to 14.,17400887_7,0,-1,0,9307,0
9311,terbutaline,7,8,42,53,"In behavioral tests, animals treated with terbutaline on PN 2 to 5 showed consistent patterns of hyper-reactivity to novelty and aversive stimuli when assessed in a novel open field, as well as in the acoustic startle response test.",17400887_8,0,-1,0,9311,0
9425,dex,18,19,108,111,"3. Thirty male Sprague-Dawley rats were divided randomly into four treatment groups: saline, dexamethasone (dex), allopurinol plus saline, and allopurinol plus dex.",17439425_3,0,-1,0,9425,0
9431,Dex,0,1,0,3,"Dex increased SBP (110 +/- 2-126 +/- 3 mmHg; P < 0.001) and decreased thymus (P < 0.001) and bodyweights (P"" < 0.01).",17439425_7,0,-1,0,9431,0
9447,methylprednisolone,6,7,48,66,Side effects of postoperative administration of methylprednisolone and gentamicin into the posterior sub-Tenon's space.,17466854_0,0,-1,0,9447,0
9450,methylprednisolone,15,16,98,116,PURPOSE: To assess the incidence of postoperative emetic side effects after the administration of methylprednisolone and gentamicin into the posterior sub-Tenon's space at the end of routine cataract surgery.,17466854_1,0,-1,0,9450,0
9460,lignocaine,25,26,181,191,METHODS: A double-blind double-armed prospective study comprised 40 patients who had uneventful sutureless phacoemulsification under sub-Tenon's local infiltration of 3 mL of plain lignocaine.,17466854_3,0,-1,0,9460,0
9463,methylprednisolone,19,20,66,84,"At the end of the procedure, Group A (n = 20) had 20 mg/0.5 mL of methylprednisolone and 10 mg/0.5 mL of gentamicin injected into the posterior sub-Tenon's space and Group B (n = 20) had the same combination injected into the anterior sub-Tenon's space.",17466854_4,0,-1,0,9463,0
9473,methylprednisolone,5,6,35,53,"CONCLUSIONS: The administration of methylprednisolone and gentamicin in the posterior sub-Tenon's space was related to a high incidence of side effects including nausea, vomiting, and headache.",17466854_8,0,-1,0,9473,0
9538,dobutamine,12,13,85,95,Simultaneous measurements of ECG and brachial artery dP/dtejc were performed at each dobutamine level.,17491223_4,0,-1,0,9538,0
9541,dobutamine,7,8,44,54,The increase in dP/dtejc during infusion of dobutamine in this group was severely impaired as compared to the non-ischemic group.,17491223_6,0,-1,0,9541,0
9600,bromocriptine,32,33,204,217,"In the present study, we investigated the changes occurring at the protein level in striatal samples obtained from the unilaterally 6-hydroxydopamine-lesion rat model of PD treated with saline, L-DOPA or bromocriptine using two-dimensional difference gel electrophoresis and mass spectrometry (MS).",17532790_3,0,-1,0,9600,0
9623,iopamidol,15,16,104,113,BACKGROUND: No direct comparisons exist of the renal tolerability of the low-osmolality contrast medium iopamidol with that of the iso-osmolality contrast medium iodixanol in high-risk patients.,17562951_1,0,-1,0,9623,0
9625,iodixanol,23,24,162,171,BACKGROUND: No direct comparisons exist of the renal tolerability of the low-osmolality contrast medium iopamidol with that of the iso-osmolality contrast medium iodixanol in high-risk patients.,17562951_1,0,-1,0,9625,0
9628,iopamidol,16,17,96,105,"METHODS AND RESULTS: The present study is a multicenter, randomized, double-blind comparison of iopamidol and iodixanol in patients with chronic kidney disease (estimated glomerular filtration rate, 20 to 59 mL/min) who underwent cardiac angiography or percutaneous coronary interventions.",17562951_2,0,-1,0,9628,0
9629,iodixanol,18,19,110,119,"METHODS AND RESULTS: The present study is a multicenter, randomized, double-blind comparison of iopamidol and iodixanol in patients with chronic kidney disease (estimated glomerular filtration rate, 20 to 59 mL/min) who underwent cardiac angiography or percutaneous coronary interventions.",17562951_2,0,-1,0,9629,0
9633,creatinine,1,2,6,16,Serum creatinine (SCr) levels and estimated glomerular filtration rate were assessed at baseline and 2 to 5 days after receiving medications.,17562951_3,0,-1,0,9633,0
9652,iopamidol,18,19,74,83,"SCr increases > or = 0.5 mg/dL occurred in 4.4% (9 of 204 patients) after iopamidol and 6.7% (14 of 210 patients) after iodixanol (P=0.39), whereas rates of SCr increases > or = 25% were 9.8% and 12.4%, respectively (P=0.44).",17562951_7,0,-1,0,9652,0
9653,iodixanol,29,30,120,129,"SCr increases > or = 0.5 mg/dL occurred in 4.4% (9 of 204 patients) after iopamidol and 6.7% (14 of 210 patients) after iodixanol (P=0.39), whereas rates of SCr increases > or = 25% were 9.8% and 12.4%, respectively (P=0.44).",17562951_7,0,-1,0,9653,0
9656,iopamidol,22,23,92,101,"In patients with diabetes, SCr increases > or = 0.5 mg/dL were 5.1% (4 of 78 patients) with iopamidol and 13.0% (12 of 92 patients) with iodixanol (P=0.11), whereas SCr increases > or = 25% were 10.3% and 15.2%, respectively (P=0.37).",17562951_8,0,-1,0,9656,0
9657,iodixanol,33,34,137,146,"In patients with diabetes, SCr increases > or = 0.5 mg/dL were 5.1% (4 of 78 patients) with iopamidol and 13.0% (12 of 92 patients) with iodixanol (P=0.11), whereas SCr increases > or = 25% were 10.3% and 15.2%, respectively (P=0.37).",17562951_8,0,-1,0,9657,0
9660,iopamidol,7,8,53,62,"Mean post-SCr increases were significantly less with iopamidol (all patients: 0.07 versus 0.12 mg/dL, 6.2 versus 10.6 micromol/L, P=0.03; patients with diabetes: 0.07 versus 0.16 mg/dL, 6.2 versus 14.1 micromol/L, P=0.01).",17562951_9,0,-1,0,9660,0
9662,iopamidol,23,24,160,169,"CONCLUSIONS: The rate of contrast-induced nephropathy, defined by multiple end points, is not statistically different after the intraarterial administration of iopamidol or iodixanol to high-risk patients, with or without diabetes mellitus.",17562951_10,0,-1,0,9662,0
9663,iodixanol,25,26,173,182,"CONCLUSIONS: The rate of contrast-induced nephropathy, defined by multiple end points, is not statistically different after the intraarterial administration of iopamidol or iodixanol to high-risk patients, with or without diabetes mellitus.",17562951_10,0,-1,0,9663,0
9686,maltolyl p-coumarate,4,6,18,38,"A novel compound, maltolyl p-coumarate, attenuates cognitive deficits and shows neuroprotective effects in vitro and in vivo dementia models.",17600377_0,0,-1,0,9686,0
9693,maltolyl p-coumarate,18,20,118,138,"To develop a novel and effective drug that could enhance cognitive function and neuroprotection, we newly synthesized maltolyl p-coumarate by the esterification of maltol and p-coumaric acid.",17600377_1,0,-1,0,9693,0
9697,maltolyl p-coumarate,8,10,46,66,"In the present study, we investigated whether maltolyl p-coumarate could improve cognitive decline in scopolamine-injected rats and in amyloid beta peptide(1-42)-infused rats.",17600377_2,0,-1,0,9697,0
9701,Maltolyl p-coumarate,0,2,0,20,Maltolyl p-coumarate was found to attenuate cognitive deficits in both rat models using passive avoidance test and to reduce apoptotic cell death observed in the hippocampus of the amyloid beta peptide(1-42)-infused rats.,17600377_3,0,-1,0,9701,0
9707,maltolyl p-coumarate,7,9,48,68,We also examined the neuroprotective effects of maltolyl p-coumarate in vitro using SH-SY5Y cells.,17600377_4,0,-1,0,9707,0
9710,maltolyl p-coumarate,4,6,27,47,"Cells were pretreated with maltolyl p-coumarate, before exposed to amyloid beta peptide(1-42), glutamate or H2O2.",17600377_5,0,-1,0,9710,0
9713,maltolyl p-coumarate,3,5,14,34,"We found that maltolyl p-coumarate significantly decreased apoptotic cell death and reduced reactive oxygen species, cytochrome c release, and caspase 3 activation.",17600377_6,0,-1,0,9713,0
