,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
1612,renal failure,18,20,117,130,"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet.",11337188_1,-1,-1,1,1612,-1
5120,thrombotic microangiopathy,4,6,30,56,"In postrenal transplantation, thrombotic microangiopathy is often a reflection of hemolytic uremic syndrome.",15859940_2,-1,1,1,5120,1
13780,melanoma,18,19,102,110,A case of veno-occlusive disease of the liver with fatal outcome after dacarbazine (DTIC) therapy for melanoma is reported.,6503301_1,-1,-1,1,13780,-1
11230,eosinophilia,9,10,72,84,"Hypersensitivity to carbamazepine presenting with a leukemoid reaction, eosinophilia, erythroderma, and renal failure.",2522601_0,-1,1,1,11230,1
15291,nitroglycerin,21,22,112,125,"SigmaST, the sum of ST-segment elevations in 16 precordial leads, decreased (P less than 0.02) with intravenous nitroglycerin.",809711_5,0,-1,0,15291,0
2101,adenosine,6,7,47,56,"BACKGROUND: Preclinical studies of intrathecal adenosine suggest it may be effective in the treatment of acute and chronic pain in humans, and preliminary studies in volunteers and patients with a Swedish formulation of adenosine suggests it may be effective in hypersensitivity states but not with acute noxious stimulation.",11752998_1,0,-1,0,2101,0
15507,didanosine,5,6,43,53,Adverse reactions possibly attributable to didanosine were common.,8387218_7,0,-1,0,15507,0
463,clozapine,2,3,12,21,"NRA0160 and clozapine significantly induced catalepsy in rats, although their effects did not exceed 50% induction even at the highest dose given.",10579464_6,0,-1,0,463,0
3875,nephropathy,5,6,37,48,"The results indicate that Li-induced nephropathy, even when the GFR is only modestly reduced, is associated with proteinuria and arterial systolic hypertension.",1378968_10,-1,1,1,3875,1
12219,tumor,30,31,162,167,"Formation of these plugs was probably due to extensive tumor necrosis at the level of the walls of the major uterine veins, which resulted in an open exchange of tumor plugs to the vascular spaces; decrease in tumor tissue coherence secondary to chemotherapy may have further contributed to the formation of tumor emboli.",3192036_6,-1,1,1,12219,1
10823,myelopathy,1,2,9,19,"Isolated myelopathy or peripheral neuropathy, or these manifestations occurring together, were infrequent.",230316_8,-1,-1,1,10823,-1
2827,locomotor hyperactivity,15,17,104,127,Effects of 5-HT1B receptor ligands microinjected into the accumbal shell or core on the cocaine-induced locomotor hyperactivity in rats.,12369736_0,-1,1,1,2827,1
4826,interstitial damage,12,14,80,99,"RESULTS: As anticipated, adriamycin elicited nephrotic range proteinuria, renal interstitial damage and mild focal glomerulosclerosis.",15572383_9,-1,-1,1,4826,-1
15206,benserazide,28,29,160,171,"Moreover, KF17837 (0.625 mg/kg p.o.) potentiated the anticataleptic effects of a subthreshold dose of L-3,4-dihydroxyphenylalanine (L-DOPA; 25 mg/kg i.p.) plus benserazide (6.25 mg/kg i.p.).",8045270_5,-1,-1,0,15206,-1
5952,ribavirin,6,7,41,50,"Viramidine, a liver-targeting prodrug of ribavirin, has the potential to maintain the virologic efficacy of ribavirin while decreasing the risk of hemolytic anemia in patients with chronic hepatitis C.",16629641_8,0,-1,0,5952,0
7216,clozapine,8,9,52,61,The symptoms occurred around 2 weeks after starting clozapine in an inpatient setting.,17612891_5,0,-1,0,7216,0
6823,angioedema,6,7,57,67,Angiotensin-converting enzyme (ACE) inhibitor-associated angioedema of the stomach and small intestine: a case report.,17285209_0,-1,1,1,6823,1
4499,aspirin,7,8,32,39,The rates of events in users of aspirin were similar for all 3 treatment groups and across valdecoxib doses.,15266215_8,0,-1,0,4499,0
5781,remifentanil,12,13,85,97,PATIENTS: Sixty patients were pretreated in a randomized double-blinded fashion with remifentanil 1 microg/kg or placebo.,16563323_4,-1,-1,0,5781,-1
10400,CHF,2,3,14,17,"Patients with CHF on amiodarone may suffer serious morbidity and mortality from hypothyroidism, and thus may deserve closer follow up for thyroid stimulating hormone (TSH) levels.",20635749_5,-1,-1,1,10400,-1
13575,adenosine,14,15,88,97,Acetaminophen (up to 150 micrograms/mL) did not retard the incorporation of radioactive adenosine into ATP in slices of rat cerebral cortex.,6308277_6,0,-1,0,13575,0
5429,dyskinesias,7,8,59,70,rTMS of supplementary motor area modulates therapy-induced dyskinesias in Parkinson disease.,16116131_0,-1,1,1,5429,1
4416,hypotension,9,10,94,105,Differential modulation by estrogen of alpha2-adrenergic and I1-imidazoline receptor-mediated hypotension in female rats.,15145918_0,-1,1,1,4416,1
9060,Sirolimus,2,3,12,21,"BACKGROUND: Sirolimus is the latest immunosuppressive agent used to prevent rejection, and may have less nephrotoxicity than calcineurin inhibitor (CNI)-based regimens.",19356053_1,0,-1,0,9060,0
17674,status epilepticus,2,4,14,32,She developed status epilepticus and later symptoms of systemic lupus erythematodes.,9758264_6,-1,-1,1,17674,-1
14343,ventricular tachycardia,20,22,135,158,"In the seventh patient, a permanent ventricular pacemaker was inserted and, despite continuation of procainamide therapy, polymorphous ventricular tachycardia did not reoccur.",7234705_7,-1,1,1,14343,1
6203,neurotoxicity,3,4,42,55,Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals.,16844102_1,-1,1,1,6203,1
12242,nitroprusside,1,2,7,20,"Before nitroprusside infusion, 5 cm H2O CPAP significantly, P less than .05, decreased arterial blood pressure, but did not significantly alter heart rate, cardiac output, systemic vascular resistance, or QS/QT.",322550_2,0,-1,0,12242,0
1638,hypomanic,6,7,36,45,"Patients who experienced a manic or hypomanic switch were compared with those who did not on several variables including age, sex, diagnosis (DSM-IV bipolar I vs. bipolar II), number of previous manic episodes, type of antidepressant therapy used (electroconvulsive therapy vs. antidepressant drugs and, more particularly, selective serotonin reuptake inhibitors [SSRIs]), use and type of mood stabilizers (lithium vs. anticonvulsants), and temperament of the patient, assessed during a normothymic period using the hyperthymia component of the Semi-structured Affective Temperament Interview.",11379838_3,-1,-1,1,1638,-1
8502,papaverine,17,18,90,100,"In 10 of 11 patients, BAEP waves II/III-V completely disappeared within 2 to 25 min after papaverine.",18726058_10,0,-1,0,8502,0
13173,oliguria,22,23,152,160,"Prompt restoration of renal function followed drug withdrawal, while re-exposure to a single dose of indomethacin caused recurrence of acute reversible oliguria.",4071154_2,-1,-1,1,13173,-1
8165,cancer,17,18,116,122,Lamivudine for the prevention of hepatitis B virus reactivation in hepatitis-B surface antigen (HBSAG) seropositive cancer patients undergoing cytotoxic chemotherapy.,18464113_0,-1,1,1,8165,1
11087,tocainide,10,11,67,76,"This pharmacological profile is similar to those of mexiletine and tocainide, and all three drugs have central nervous system (CNS) stimulant action.",2435991_4,-1,-1,0,11087,-1
315,MDA,11,12,69,72,"The lead-treated group exhibited a rise in blood pressure and plasma MDA concentration, a fall in urinary NOx excretion, and a paradoxical rise in vascular and renal tissue eNOS and iNOS expression.",10523326_5,-1,-1,0,315,-1
15403,myoclonus,16,17,99,108,In 3 patients a pre-existing neuralgia increased to excruciating intensity and in 2 of these cases myoclonus occurred simultaneously.,8278214_4,-1,1,1,15403,1
2865,constipation,2,3,15,27,Somnolence and constipation were prominent toxicities and most patients could not tolerate the 1200 mg/day dose level.,12448656_7,-1,1,1,2865,1
17510,abdominal pain,10,12,58,72,BACKGROUND: Irritable bowel syndrome is a common cause of abdominal pain and discomfort and may be related to disordered gastrointestinal motility.,9669632_1,-1,-1,1,17510,-1
11612,seizures,23,24,154,162,"Chronic oral CBZ inhibited the development of both lidocaine- and cocaine-induced seizures, but had little effect on the fully developed local anesthetic seizures.",2790457_2,-1,1,1,11612,1
12924,seizures,9,10,54,62,"Its prolonged use or overuse has been associated with seizures, intracerebral hemorrhage, neuropsychiatric symptoms, and nonhemorrhagic cerebral infarction.",3828020_2,-1,1,1,12924,1
2750,metoclopramide,13,14,88,102,Cardiac arrest after intravenous metoclopramide - a case of five repeated injections of metoclopramide causing five episodes of cardiac arrest.,12139551_0,0,-1,0,2750,0
3123,reduction in glomerular number,11,15,66,96,"This study shows that prenatal dexamethasone in rats results in a reduction in glomerular number, glomerulosclerosis, and hypertension when administered at specific points during gestation.",12574103_8,-1,1,1,3123,1
14146,carbachol,9,10,69,78,Calcium chloride inhibited the vocalization and fighting produced by carbachol and eserine most probably by a nonspecific stabilizing action on central muscarinic cholinoceptive sites.,6892185_5,0,-1,0,14146,0
3962,cefotetan,13,14,70,79,"The eluate also reacted weakly with red blood cells in the absence of cefotetan, suggesting the concomitant formation of warm-reactive autoantibodies.",1445986_4,-1,-1,0,3962,-1
12609,lidocaine,5,6,40,49,Drug-induced arterial spasm relieved by lidocaine.,3564823_0,0,-1,0,12609,0
6697,PCPA,3,4,20,24,"Chronic exposure to PCPA alone significantly decreased locomotor activity and increased irritability but had no effect on sexual behavior, partner preference, or aggression.",17194457_9,-1,-1,2,6697,-1
7860,confusion,25,26,174,183,OBJECTIVES: The objectives of this study were to examine the relationship between APOE epsilon4 and subjective effects of trihexyphenidyl on measures reflecting sedation and confusion and to investigate the relationship between trihexyphenidyl-induced subjective effects and objective memory performance.,18239197_1,-1,1,1,7860,1
2074,toxicity,6,7,46,54,Neither a tumor-protective effect nor reduced toxicity to normal tissues was observed with the addition of amifostine to cisplatin in this trial.,11745184_18,-1,1,1,2074,1
8428,Penicillin,0,1,0,10,Penicillin model is a widely used experimental model for epilepsy research.,18657397_1,0,-1,0,8428,0
2318,tissue injury,23,25,147,160,Activation of the nuclear enzyme poly(ADP-ribose) polymerase (PARP) by oxidant-mediated DNA damage is an important pathway of cell dysfunction and tissue injury in conditions associated with oxidative stress.,11861791_1,-1,-1,1,2318,-1
1283,cyclophosphamide,10,11,97,113,"Reduced cardiotoxicity and preserved antitumor efficacy of liposome-encapsulated doxorubicin and cyclophosphamide compared with conventional doxorubicin and cyclophosphamide in a randomized, multicenter trial of metastatic breast cancer.",11230490_0,0,-1,0,1283,0
5344,hiccups,4,5,20,27,No organic cause of hiccups was identified despite extensive investigation.,15985056_5,-1,1,1,5344,1
7995,nephrotoxicity,3,4,18,32,"The occurrence of nephrotoxicity was similar between the conventional and extended-interval groups, at 10% and 5%, respectively (P = 1.00).",18356633_6,-1,1,1,7995,1
10913,morphine,25,26,121,129,Both obstructive (P less than 0.05) and central apnoea (P less than 0.05) occurred more frequently in patients who had a morphine infusion.,2334618_5,0,-1,0,10913,0
5252,magnesium,3,4,29,38,"Thyroid-stimulating hormone, magnesium, and potassium levels were within normal limits, urine drug screen was negative, and alcohol use was denied.",15899738_6,0,-1,0,5252,0
9633,infarction,8,9,69,79,Enhanced heart magnetic resonance imaging also showed subendocardial infarction.,19944333_4,-1,1,1,9633,1
1357,anemia,16,17,129,135,"These results suggest that chemotherapy-induced anemia reduces cytotoxicity of cyclophosphamide in tumors, whereas correction of anemia by rHuEPO treatment (epoetin alpha) increases the sensitivity, probably as a result of an improved oxygen supply to tumor tissue.",11245434_10,-1,1,1,1357,1
8789,tacrolimus,8,9,45,55,"We report on a combination of everolimus and tacrolimus in 24 patients (median age, 62 years) with either myelodysplastic syndrome (MDS; n = 17) or acute myeloid leukemia (AML; n = 7) undergoing intensive conditioning followed by HSCT from related (n = 4) or unrelated (n = 20) donors.",19135948_3,0,-1,0,8789,0
13177,paracetamol,2,3,13,24,Induction by paracetamol of bladder and liver tumours in the rat.,4090988_0,0,-1,0,13177,0
3373,dyskinesias,1,2,17,28,Levodopa-induced dyskinesias have been reported in Parkinson's disease and multiple system atrophy.,12691807_1,-1,1,1,3373,1
1426,hyperparathyroidism,40,41,250,269,"Pain was not explained by other diseases causing foot pain, like reflex sympathetic dystrophy, polyneuropathy, Morton's neuralgia, gout, osteoporosis, avascular necrosis, intermittent claudication, orthopaedic foot deformities, stress fractures, and hyperparathyroidism.",11263551_6,-1,-1,1,1426,-1
12166,doxorubicin,17,18,86,97,One of the patients developed cardiac failure after 30 mg m-2 MMC and only 150 mg m-2 doxorubicin.,3137399_6,0,-1,0,12166,0
10898,nephrotic syndrome,2,4,23,41,D-Penicillamine caused nephrotic syndrome in 1 patient and milder reversible proteinuria in 3 other patients; none developed renal insufficiency.,2334179_8,-1,-1,1,10898,-1
6826,abdominal pain,15,17,65,79,"The very next day, she presented at the emergency room (ER) with abdominal pain, nausea and vomiting.",17285209_2,-1,-1,1,6826,-1
9664,phenylephrine,26,27,123,136,"METHODS: Following induction of anesthesia by fentanyl (0.15 mg kg(-1)) and propofol (2.0 mg kg(-1)), 13 patients received phenylephrine (0.1 mg iv) and 12 patients received ephedrine (10 mg iv) to restore mean arterial pressure (MAP).",19957053_3,0,-1,0,9664,0
10576,acute liver failure,7,10,54,73,These observations speak against long-term effects of acute liver failure.,20735774_7,-1,1,1,10576,1
16157,taurodeoxycholic acid,14,16,84,105,"Control rats were found to have a lower capacity to transport deoxycholic acid than taurodeoxycholic acid, and both were decreased by ethinyl estradiol treatment.",873132_2,-1,-1,0,16157,-1
11686,norepinephrine,12,13,99,113,Renal catecholamine stores and stimulus-induced overflow in the vehicle-treated group consisted of norepinephrine only.,2886572_2,0,-1,0,11686,0
6304,sulpiride,20,21,113,122,"3. D-1 agonist SKF 38393 or D-2 agonist quinpirole decreased the catalepsy induced by fluphenazine, SCH 23390 or sulpiride.",1687392_5,0,-1,0,6304,0
1757,bupivacaine,6,7,37,48,"We compared the systemic toxicity of bupivacaine, levobupivacaine, and ropivacaine in anesthetized rats.",11524350_1,0,-1,0,1757,0
8535,alendronate,10,11,71,82,Massive proteinuria and acute renal failure after oral bisphosphonate (alendronate) administration in a patient with focal segmental glomerulosclerosis.,18754075_0,-1,-1,0,8535,-1
15008,proteinuria,10,11,71,82,The temporal relationship between lipid peroxidation in the kidney and proteinuria was examined in this study.,7881871_2,-1,1,1,15008,1
15023,acromegalic,30,31,192,203,"Because knowledge of stone composition is essential for studies of their pathogenesis, treatment, and prevention, this was investigated by direct and indirect methods in 14 octreotide treated acromegalic patients with gall stones.",7890216_2,-1,-1,1,15023,-1
11763,lupus erythematosus,1,3,22,41,Sulfasalazine-induced lupus erythematosus.,2894766_0,-1,-1,1,11763,-1
4901,hyperkalemia,16,17,94,106,RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to hyperkalemia (n = 33) or renal failure (n = 34).,15632880_7,-1,1,1,4901,1
8972,cardiac complications,3,5,27,48,"Pathogenetic mechanisms of cardiac complications in cancer patients undergoing chemotherapy include coronary vasospasm, endothelial damage and consequent thrombus formation.",19300240_12,-1,-1,1,8972,-1
7174,cognitive decline,12,14,81,98,"In the present study, we investigated whether maltolyl p-coumarate could improve cognitive decline in scopolamine-injected rats and in amyloid beta peptide(1-42)-infused rats.",17600377_2,-1,-1,1,7174,-1
7281,cerebrovascular accident,6,8,54,78,"BACKGROUND: A transient leukoencephalopathy mimicking cerebrovascular accident has been described as a complication of chemotherapy, most commonly in recipients of intrathecal methotrexate for childhood leukaemia.",17682013_1,-1,-1,1,7281,-1
1610,oxacillin,7,8,39,48,"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet.",11337188_1,-1,-1,0,1610,-1
16185,creatinine,22,23,124,134,"After drug administration, creatinine concentrations in the plasma and in the urine of the rats were determined, as well as creatinine clearance.",8739323_2,0,-1,0,16185,0
13688,MESNA,6,7,34,39,"Our results support the view that MESNA, given orally in conjunction with combined cytostatic regimens which include IF, simplifies the treatment and provides optimum protection for the urinary epithelium.",6402369_8,0,-1,0,13688,0
3481,clonic seizure,13,15,76,90,"After 5 weeks of bupropion use, the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence.",12745515_3,-1,-1,1,3481,-1
7899,renal dysfunction,14,16,94,111,Srl should be used with ACEi/ARB therapy and patients monitored for proteinuria and increased renal dysfunction.,18261172_11,-1,1,1,7899,1
13071,prostate cancer,14,16,112,127,Experimental designs should consider genetic susceptibility as a basic prerequisite for studies on experimental prostate cancer.,3969369_6,-1,1,1,13071,1
8894,pain,3,4,19,23,The strong burning pain decayed exponentially within a few minutes.,19269743_7,-1,1,1,8894,1
12234,nicotine,4,5,27,35,"In animals pretreated with nicotine for 14 days, the nicotine-induced locomotor response remained to be potentiated.",3220106_6,0,-1,0,12234,0
10579,acute liver failure,3,6,33,52,CONCLUSIONS: Paracetamol-induced acute liver failure did not affect long-term mortality.,20735774_9,-1,1,1,10579,1
5697,hypertensive,30,31,154,166,"In contrast, in the nitrendipine-treated group albuminuria increased from 12.8 +/- 2 progressively to 163 +/- 55 compared with 19.2 +/- 9 mg/24 hr in the hypertensive controls.",1639466_9,-1,1,1,5697,1
7607,polyneuropathy,10,11,72,86,A nerve conduction study was consistent with severe sensorimotor axonal polyneuropathy.,18023325_8,-1,1,1,7607,1
250,acetaminophen,45,46,209,222,"Patients with aneurysmal subarachnoid hemorrhage (SAH) were randomized to receive either ketoprofen, 100 mg, three times a day (ketoprofen group, n = 9) or a weak NSAID, acetaminophen, 1 g, three times a day (acetaminophen group, n = 9) starting immediately after the diagnosis of aneurysmal SAH.",10414674_3,0,-1,0,250,0
17849,dexfenfluramine,20,21,120,135,"BACKGROUND: Because uncontrolled echocardiographic surveys suggested that up to 30% to 38% of users of fenfluramine and dexfenfluramine had valvular disease, these drugs were withdrawn from the market.",9867728_1,-1,-1,0,17849,-1
3370,VFDS,25,26,178,182,"CONCLUSIONS: Sub-chronic low dose GVG potentiates and extends the inhibition of cocaine-induced increases in dopamine, effectively reducing cumulative exposures and the risk for VFDS.",12684739_7,-1,-1,1,3370,-1
15926,paclitaxel,9,10,54,64,We investigated the efficacy and toxicity of a 3-hour paclitaxel infusion in a phase II trial in patients with inoperable stage IIIB or IV NSCLC.,8643966_4,0,-1,0,15926,0
4548,death,30,31,184,189,"Binding of nicotine to nicotinic acetylcholine receptors (nAChRs) elicits a series of dose-dependent behaviors that go from altered exploration, sedation, and tremors, to seizures and death.",15275829_1,-1,1,1,4548,1
14034,cardiomyopathy,11,12,92,106,"Histologically, the myocardial lesions resembled those found in human anthracycline-induced cardiomyopathy.",6769133_2,-1,1,1,14034,1
1868,nephrotoxicity,22,23,126,140,"Acute nephrotoxicity, which occurs in the early period after transplantation, leads to a higher rate of dialysis, and chronic nephrotoxicity may eventually result in graft loss.",11583940_3,-1,1,1,1868,1
17765,acute myocardial infarction,30,33,199,226,A reproducible model for producing diffuse myocardial injury (epinephrine infusion) has been developed to study the cardioprotective effects of agents or maneuvers which might alter the evolution of acute myocardial infarction.,983936_1,-1,1,1,17765,1
7353,premature atherosclerosis,12,14,72,97,"Many patients, however, develop negative long-term side effects such as premature atherosclerosis.",17879945_2,-1,-1,1,7353,-1
17263,hearing loss,20,22,115,127,The aim of this study was to describe this hearing loss and to investigate other factors influencing the degree of hearing loss.,9522143_3,-1,-1,1,17263,-1
5276,seizure,11,12,61,68,"Treated rats were then evaluated for incidence, latency, and seizure pattern or for locomotor activity in animals without seizures.",1592014_5,-1,1,1,5276,1
3959,cephalosporins,18,19,143,157,Immune hemolytic anemia due to a drug-adsorption mechanism has been described primarily in patients receiving penicillins and first-generation cephalosporins.,1445986_1,0,-1,0,3959,0
13496,hyperphosphatemia,23,24,118,135,"Large parenteral doses of vitamin D3 (15 to 17.5 x 10(6) IU vitamin D3) were associated with prolonged hypercalcemia, hyperphosphatemia, and large increases of vitamin D3 and its metabolites in the blood plasma of nonlactating nonpregnant and pregnant Jersey cows.",6286738_1,-1,-1,1,13496,-1
15716,alcohol,17,18,103,110,"Smoking, nonsteroidal anti-inflammatory drug use, intravenous catheter site, dwell time of the needle, alcohol use, and pain during the injection had no effect on the incidence of venous complications.",8514073_7,0,-1,0,15716,0
6972,ziprasidone,30,31,179,190,The patient is a 24-year-old male with a history of schizophrenia who developed signs and symptoms of NMS after 2 days of treatment with an 80-mg/day dose of orally administrated ziprasidone.,17366349_4,-1,-1,0,6972,-1
17097,hyperprolactinemia,15,16,125,143,Endocrine therapy consisted of testosterone heptylate or human chorionic gonadotropin for hypogonadism and bromocriptine for hyperprolactinemia.,9334596_7,-1,1,1,17097,1
12115,rheumatic fever,21,23,125,140,Prolonged administration of female sex hormones is a possible cause of chorea in women who have not previously had chorea or rheumatic fever.,3123611_4,-1,-1,1,12115,-1
10580,liver failure,10,12,56,69,"Clinical follow-up may be justified by the cause of the liver failure, but not by the liver failure itself.",20735774_10,-1,-1,1,10580,-1
16427,tranylcypromine,18,19,115,130,We report a venlafaxine-MAOI interaction that resulted in the serotonin syndrome in a 23-y-old male who was taking tranylcypromine for depression.,8888541_4,-1,-1,0,16427,-1
12019,amphetamine,16,17,91,102,"However, regardless of the duration of recovery (and irrespective of either lesion volume, amphetamine dose, or post-lesion motor exercise), amphetamine-induced rotation tended to become gradually more ipsilateral as the observation session progressed, and all rats circled ipsilaterally to the lesion in response to further amphetamine injections.",3088349_6,0,-1,0,12019,0
15861,caffeine,24,25,171,179,"Consequently, whereas all participants exhibited normotensive levels during the resting predrug baseline, 33% of borderline subjects achieved hypertensive BP levels after caffeine ingestion.",8607407_9,0,-1,0,15861,0
1889,citalopram,8,9,49,59,We report a favorable response to treatment with citalopram by a 15-year-old boy with major depression who exhibited palpebral twitching during his first 2 weeks of treatment.,11642480_2,0,-1,0,1889,0
17141,risperidone,13,14,79,90,"Based on these observations, it is concluded that 5-HT2 blockade obtained with risperidone at D2 occupancy rates of 60% and above does not appear to protect against the risk for extrapyramidal side effects.",9351491_7,0,-1,0,17141,0
17419,hyperkalaemia,30,31,167,180,"Apart from the reduction in the patient's level of consciousness, there were no signs of motor neurone damage or of any of the other known predisposing conditions for hyperkalaemia following the administration of suxamethonium.",9587734_6,-1,-1,1,17419,-1
2220,hyperprolactinemia,20,21,123,141,"BACKGROUND: Risperidone, a potent antagonist of both serotonergic (5HT2A) and dopaminergic D2 receptors is associated with hyperprolactinemia in adults and children.",11838826_1,-1,1,1,2220,1
12032,hepatocellular injury,8,10,52,73,The results of serum liver function tests suggested hepatocellular injury in 10 (63%); the rest showed a mixed pattern.,3101906_8,-1,-1,1,12032,-1
4439,myocardial dysfunction,5,7,24,46,"In contrast, reports of myocardial dysfunction due to acute iatrogenic overdose are rare.",15188772_2,-1,-1,1,4439,-1
6815,clonidine,16,17,92,101,"We present a case of a 5-year-old child with cerebral palsy and seizure disorder, receiving clonidine for restlessness, who presented for placement of a baclofen pump.",17263743_2,0,-1,0,6815,0
12344,benztropine,2,3,9,20,"However, benztropine treated patients had a significant increase in tardive dyskinesia compared to their condition during procyclindine treatment, and significantly more anxiety and depression than ethopropazine treated patients.",33969_3,-1,-1,0,12344,-1
12592,abdominal pain,12,14,80,94,One patient was prematurely discontinued from the study for severe headache and abdominal pain.,3560095_4,-1,-1,1,12592,-1
3227,edaravone,12,13,89,98,Animals injected with saline showed statistically smaller gains than those injected with edaravone.,12600698_5,-1,-1,2,3227,-1
13751,captopril,17,18,117,126,"However, ketone bodies were consistently present in urine and several lethalities occurred during multiple dosing of captopril in SHR.",6454943_6,0,-1,0,13751,0
15026,cholesterol,21,22,120,131,"Chemical analysis of gall stones retrieved at cholecystectomy from two patients, showed that they contained 71% and 87% cholesterol by weight.",7890216_3,0,-1,0,15026,0
15482,penile pain,31,33,195,206,"In an attempt to determine whether penile pain associated with intracorporeal injections could be due to the acidity of the medication, we performed a randomized study comparing the incidence of penile pain following intracorporeal injections with or without the addition of sodium bicarbonate to the intracorporeal medications.",8386779_1,-1,1,1,15482,1
4016,amphetamine,37,38,227,238,"The animals that had experienced cyclic sucrose and chow were hyperactive in response to amphetamine compared with four control groups (ad libitum 10% sucrose and chow followed by amphetamine injection, cyclic chow followed by amphetamine injection, ad libitum chow with amphetamine, or cyclic 10% sucrose and chow with a saline injection).",14596845_7,0,-1,0,4016,0
10458,crocin,2,3,16,22,Prescription of crocin in each dose was repeated once for two days.,20683499_6,-1,-1,0,10458,-1
12534,cholestasis,5,6,45,56,This observation demonstrates that prolonged cholestasis can follow troleandomycin-induced acute hepatitis.,3496378_5,-1,1,1,12534,1
11650,terbutaline,5,6,27,38,"In the 7-hour period after terbutaline administration, plasma samples were taken for determination of plasma potassium levels and drug concentrations.",2826064_4,0,-1,0,11650,0
5744,choline,2,3,19,26,Daidzein activates choline acetyltransferase from MC-IXC cells and improves drug-induced amnesia.,16428827_0,0,-1,0,5744,0
5142,piroxicam,17,18,133,142,Comparison of developmental toxicity of selective and non-selective cyclooxygenase-2 inhibitors in CRL:(WI)WUBR Wistar rats--DFU and piroxicam study.,15863244_0,0,-1,0,5142,0
3167,fibrosis,12,13,73,81,The FK506 plus SRL combination showed only a marginally higher degree of fibrosis as compared with controls (P=0.05).,12584269_12,-1,1,1,3167,1
15246,benzylpenicilloyl-poly-L-lysine,5,6,31,62,"Skin tests were performed with benzylpenicilloyl-poly-L-lysine (BPO-PLL), benzylpenicilloate, benzylpenicillin (PG), ampicillin (AMP), and AX.",8092427_3,-1,-1,2,15246,-1
13580,morphine,11,12,91,99,"Naloxazone pretreatment modifies cardiorespiratory, temperature, and behavioral effects of morphine.",6308526_0,0,-1,0,13580,0
13369,hypotension,11,12,80,91,"Three patients with ischaemic heart disease developed profound cardiac failure, hypotension and bradycardia during combined therapy with verapamil and beta-adrenergic blocking drugs.",6127992_1,-1,1,1,13369,1
9275,sulpiride,15,16,104,113,We studied a 37-year-old man who developed persistent segmental dystonia within 2 months after starting sulpiride therapy.,1967484_3,0,-1,0,9275,0
2968,carboplatin,9,10,67,78,Severe ocular and orbital toxicity after intracarotid injection of carboplatin for recurrent glioblastomas.,12483326_0,0,-1,0,2968,0
11317,prazosin,30,31,208,216,"Such an induced muscular rigidity by the narcotic agent was significantly antagonized or even reduced by prior electrolytic lesions of the locus coeruleus or pretreatment with the alpha-adrenoceptor blocker, prazosin.",2564649_4,0,-1,0,11317,0
1339,tumors,29,30,186,192,The aim of this study was to examine the impact of anemia prevention by recombinant human erythropoietin (rHuEPO) treatment on the cytotoxicity of cyclophosphamide in solid experimental tumors.,11245434_1,-1,1,1,1339,1
4567,lidocaine,19,20,71,80,"The convulsive threshold (mean +/- SD) was 41.4 +/- 6.5 mg. l(-1) with lidocaine infusion (6 mg.kg(-1).min(-1)), increasing significantly to 66.6 +/- 10.9 mg. l(-1) when the end-tidal concentration of sevoflurane was 0.8%.",15278670_2,0,-1,0,4567,0
14122,calcium chloride,2,4,10,26,Effect of calcium chloride on gross behavioural changes produced by carbachol and eserine in cats.,6892185_0,-1,-1,0,14122,-1
9319,seizures,49,50,288,296,"PURPOSE: We present a case of a patient who developed seizures shortly after initiating treatment with levofloxacin and to discuss the potential drug-drug interactions related to the inhibition of cytochrome P450 (CYP) 1A2 in this case, as well as in other cases, of levofloxacin-induced seizures.",19707748_1,-1,1,1,9319,1
10556,ketamine,5,6,32,40,"In patients with schizophrenia, ketamine exacerbates the core symptoms of illness, supporting the hypothesis of a glutamatergic dysfunction.",20727411_3,0,-1,0,10556,0
5718,vasculitis,5,6,27,37,"A rare cause, drug-induced vasculitis, may result from the production of antineutrophil cytoplasmic antibodies (ANCAs) in response to a medication.",16418614_2,-1,1,1,5718,1
10244,musculoskeletal pain,19,21,110,130,The most common side effects attributable to the AraG included Grade 2 and 3 sensory and motor neuropathy and musculoskeletal pain.,20528871_2,-1,-1,1,10244,-1
1953,paracetamol,8,9,72,83,A single-placebo-controlled oral challenge procedure with nimesulide or paracetamol was applied to 829 patients with a history of NSAID-induced urticaria/angioedema.,11694026_4,0,-1,0,1953,0
1167,lithium carbonate,11,13,50,67,"In 2 of the 3 cases the patients were also taking lithium carbonate and beta-blockers, both of which could have contributed to the incontinence.",11147747_5,-1,-1,0,1167,-1
8430,epileptiform activity,14,16,92,113,In the present study we aimed to portray a detailed spectral analysis of penicillin-induced epileptiform activity in comparison with basal brain activity in anesthetized Wistar rats.,18657397_2,-1,-1,1,8430,-1
