,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
12757,sulphasalazine,3,4,22,36,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,0,-1,0,12757,0
12766,sulphasalazine,4,5,24,38,This case suggests that sulphasalazine can induce PR3-ANCA-positive necrotizing glomerulonephritis.,19203554_7,0,-1,0,12766,0
12770,angiotensinogen,6,7,67,82,Testosterone-dependent hypertension and upregulation of intrarenal angiotensinogen in Dahl salt-sensitive rats.,19211690_0,0,-1,0,12770,0
12787,angiotensinogen,19,20,116,131,"In this study, the hypothesis was tested that there is a sexual dimorphism in HS-induced upregulation of intrarenal angiotensinogen mediated by testosterone that also causes increases in BP and renal injury.",19211690_4,0,-1,0,12787,0
12797,angiotensinogen,9,10,53,68,Ovariectomy of female DS had no effect on intrarenal angiotensinogen expression on either diet.,19211690_7,0,-1,0,12797,0
12805,angiotensinogen,16,17,100,115,"Testosterone replacement in castrated DS rats increased BP, renal injury, and upregulation of renal angiotensinogen associated with HS diet.",19211690_10,0,-1,0,12805,0
12827,GPi,11,12,62,65,Six patients were operated on in the globus pallidus interna (GPi) and four in the subthalamic nucleus (STN).,19234905_4,0,-1,0,12827,0
12854,GPi,13,14,74,77,The findings of this study suggest that lesions of the unilateral STN and GPi are equally effective treatment for patients with advanced PD refractory to medical treatment.,19234905_11,0,-1,0,12854,0
12909,enzyme inhibitors,8,10,70,87,The hemodynamic effects of captopril and other angiotensin-converting enzyme inhibitors may be mediated by the endogenous opioid system.,1928887_1,0,-1,0,12909,0
12911,opioid antagonist,1,3,4,21,The opioid antagonist naloxone has been shown to block or reverse the hypotensive actions of captopril.,1928887_2,0,-1,0,12911,0
12916,chondroitin sulfate,13,15,93,112,Identification of a simple and sensitive microplate method for the detection of oversulfated chondroitin sulfate in heparin products.,19289093_0,0,-1,0,12916,0
12919,chondroitin sulfate,18,20,109,128,"Recently, a number of commercial lots of heparin products were found to be contaminated with an oversulfated chondroitin sulfate (OSCS) derivative that could elicit a hypotensive response in pigs following a single high-dose infusion.",19289093_2,0,-1,0,12919,0
12938,co-trimoxazole,21,22,132,146,"Pneumocystis pneumonia (PCP), a common opportunistic infection in HIV-infected individuals, is generally treated with high doses of co-trimoxazole.",19299179_1,0,-1,0,12938,0
12944,co-trimoxazole,31,32,214,228,"Here, we report two cases of severely immunocompromised HIV-infected patients who developed severe intrahepatic cholestasis, and in one patient lesions mimicking liver abscess formation on radiologic exams, during co-trimoxazole treatment for PCP.",19299179_3,0,-1,0,12944,0
12947,co-trimoxazole,18,19,112,126,"Whereas patient 1 showed lesions of up to 1 cm readily detectable on magnetic resonance imaging under prolonged co-trimoxazole treatment, therapy of patient 2 was switched early.",19299179_4,0,-1,0,12947,0
12981,Bradykinin,0,1,0,10,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,0,-1,0,12981,0
12986,synthase,11,12,71,79,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,0,-1,0,12986,0
12989,synthase,27,28,154,162,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,0,-1,0,12989,0
12991,synthase,43,44,236,244,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,0,-1,0,12991,0
12995,B2,59,60,322,324,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,0,-1,0,12995,0
12996,B1,61,62,329,331,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,0,-1,0,12996,0
12997,bradykinin,66,67,373,383,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,0,-1,0,12997,0
13002,bradykinin,11,12,62,72,RESULTS: The results of this paper confirm that inhibition of bradykinin receptors and inducible NO synthase but not neuronal NO synthase activity reduces diabetic hyperalgesia.,19300402_3,0,-1,0,13002,0
13004,synthase,16,17,100,108,RESULTS: The results of this paper confirm that inhibition of bradykinin receptors and inducible NO synthase but not neuronal NO synthase activity reduces diabetic hyperalgesia.,19300402_3,0,-1,0,13004,0
13005,synthase,21,22,129,137,RESULTS: The results of this paper confirm that inhibition of bradykinin receptors and inducible NO synthase but not neuronal NO synthase activity reduces diabetic hyperalgesia.,19300402_3,0,-1,0,13005,0
13013,synthase,10,11,53,61,It was also shown that both products of inducible NO synthase and neuronal NO synthase activation as well as bradykinin are involved in hyperalgesia produced by vincristine.,19300402_5,0,-1,0,13013,0
13014,synthase,14,15,78,86,It was also shown that both products of inducible NO synthase and neuronal NO synthase activation as well as bradykinin are involved in hyperalgesia produced by vincristine.,19300402_5,0,-1,0,13014,0
13015,bradykinin,19,20,109,119,It was also shown that both products of inducible NO synthase and neuronal NO synthase activation as well as bradykinin are involved in hyperalgesia produced by vincristine.,19300402_5,0,-1,0,13015,0
13023,B1,8,9,51,53,CONCLUSIONS: Results of these studies suggest that B1 and B2 receptors are engaged in transmission of nociceptive stimuli in both diabetic and toxic neuropathy.,19300402_7,0,-1,0,13023,0
13024,B2,10,11,58,60,CONCLUSIONS: Results of these studies suggest that B1 and B2 receptors are engaged in transmission of nociceptive stimuli in both diabetic and toxic neuropathy.,19300402_7,0,-1,0,13024,0
13028,synthase,6,7,53,61,"In streptozotocin-induced hyperalgesia, inducible NO synthase participates in pronociceptive activity of bradykinin, whereas in vincristine-induced hyperalgesia bradykinin seemed to activate neuronal NO synthase pathway.",19300402_8,0,-1,0,13028,0
13030,bradykinin,12,13,105,115,"In streptozotocin-induced hyperalgesia, inducible NO synthase participates in pronociceptive activity of bradykinin, whereas in vincristine-induced hyperalgesia bradykinin seemed to activate neuronal NO synthase pathway.",19300402_8,0,-1,0,13030,0
13032,synthase,24,25,203,211,"In streptozotocin-induced hyperalgesia, inducible NO synthase participates in pronociceptive activity of bradykinin, whereas in vincristine-induced hyperalgesia bradykinin seemed to activate neuronal NO synthase pathway.",19300402_8,0,-1,0,13032,0
13035,synthase,13,14,95,103,"Therefore, concomitant administration of small doses of bradykinin receptor antagonists and NO synthase inhibitors can be effective in alleviation of neuropathic pain, even in hospital care.",19300402_9,0,-1,0,13035,0
13039,valproic acid,9,11,55,68,"Confusion, a rather serious adverse drug reaction with valproic acid: a review of the French Pharmacovigilance database.",19308880_0,0,-1,0,13039,0
13042,valproic acid,11,13,77,90,INTRODUCTION: Confusion is an adverse drug reaction frequently observed with valproic acid.,19308880_1,0,-1,0,13042,0
13047,valproic acid,18,20,114,127,"METHODS: Using the French Pharmacovigilance database, we selected the cases of confusion reported since 1985 with valproic acid.",19308880_4,0,-1,0,13047,0
13048,valproic acid,9,11,51,64,RESULTS: 272 cases of confusion were reported with valproic acid: 153 women and 119 men.,19308880_5,0,-1,0,13048,0
13049,valproic acid,9,11,63,76,Confusion mostly occurred during the two first weeks following valproic acid exposure (39.7%).,19308880_6,0,-1,0,13049,0
13052,valproic acid,8,10,48,61,"CONCLUSION: This work shows that confusion with valproic acid is a serious, rather frequent but reversible adverse drug reaction.",19308880_9,0,-1,0,13052,0
13124,sirolimus,7,8,67,76,Clinically significant proteinuria following the administration of sirolimus to renal transplant recipients.,19356053_0,0,-1,0,13124,0
13126,Sirolimus,2,3,12,21,"BACKGROUND: Sirolimus is the latest immunosuppressive agent used to prevent rejection, and may have less nephrotoxicity than calcineurin inhibitor (CNI)-based regimens.",19356053_1,0,-1,0,13126,0
13129,calcineurin,19,20,125,136,"BACKGROUND: Sirolimus is the latest immunosuppressive agent used to prevent rejection, and may have less nephrotoxicity than calcineurin inhibitor (CNI)-based regimens.",19356053_1,0,-1,0,13129,0
13132,sirolimus,16,17,105,114,To date there has been little documentation of clinically significant proteinuria linked with the use of sirolimus.,19356053_2,0,-1,0,13132,0
13135,sirolimus,11,12,91,100,We have encountered several patients who developed substantial proteinuria associated with sirolimus use.,19356053_3,0,-1,0,13135,0
13136,sirolimus,12,13,76,85,"In each patient, the close temporal association between the commencement of sirolimus therapy and proteinuria implicated sirolimus as the most likely etiology of the proteinuria.",19356053_4,0,-1,0,13136,0
13137,sirolimus,17,18,121,130,"In each patient, the close temporal association between the commencement of sirolimus therapy and proteinuria implicated sirolimus as the most likely etiology of the proteinuria.",19356053_4,0,-1,0,13137,0
13140,sirolimus,26,27,166,175,METHODS: We analyzed the clinical and laboratory information available for all 119 patients transplanted at the Washington Hospital Center between 1999-2003 for whom sirolimus was a component of their immunosuppressant regimen.,19356053_5,0,-1,0,13140,0
13144,creatinine,22,23,139,149,"In these patients, the magnitude of proteinuria was assessed on morning urine samples by turbidometric measurement or random urine protein:creatinine ratios, an estimate of grams of proteinuria/day.",19356053_6,0,-1,0,13144,0
13147,sirolimus,10,11,69,78,"Laboratory results were compared between prior, during and following sirolimus use.",19356053_7,0,-1,0,13147,0
13149,sirolimus,16,17,92,101,In 7 of the 28 patients there was a striking temporal association between the initiation of sirolimus and the development of nephrotic-range proteinuria.,19356053_10,0,-1,0,13149,0
13151,sirolimus,5,6,42,51,Proteinuria correlated most strongly with sirolimus therapy when compared to other demographic and clinical variables.,19356053_11,0,-1,0,13151,0
13153,sirolimus,6,7,37,46,"In most patients, discontinuation of sirolimus resulted in a decrease, but not resolution, of proteinuria.",19356053_12,0,-1,0,13153,0
13154,Sirolimus,2,3,13,22,CONCLUSIONS: Sirolimus induces or aggravates pre-existing proteinuria in an unpredictable subset of renal allograft recipients.,19356053_13,0,-1,0,13154,0
13157,sirolimus,10,11,52,61,"Proteinuria may improve, but does not resolve, when sirolimus is withdrawn.",19356053_14,0,-1,0,13157,0
13165,essential oils,2,4,12,26,"These lemon essential oils showed strong ability to improve memory impaired by scopolamine; however, s-perillyl alcohol relieved the deficit of associative memory in PA only, and did not improve non-associative memory significantly in OFH.",19356307_2,0,-1,0,13165,0
13177,acetylcholinesterase,13,14,85,105,"Simultaneously, we found that these two lemon essential oil components could inhibit acetylcholinesterase activity in vitro using the Ellman method.",19356307_4,0,-1,0,13177,0
13269,dehydrogenase,10,11,81,94,"Isoproterenol-treated rats showed significant increases in the levels of lactate dehydrogenase, aspartate transaminase, creatine kinase and malondialdehyde and significant decreases in the activities of superoxide dismutase, catalase and glutathione peroxidase in serum and heart.",19445921_5,0,-1,0,13269,0
13270,aspartate transaminase,12,14,96,118,"Isoproterenol-treated rats showed significant increases in the levels of lactate dehydrogenase, aspartate transaminase, creatine kinase and malondialdehyde and significant decreases in the activities of superoxide dismutase, catalase and glutathione peroxidase in serum and heart.",19445921_5,0,-1,0,13270,0
13271,creatine kinase,15,17,120,135,"Isoproterenol-treated rats showed significant increases in the levels of lactate dehydrogenase, aspartate transaminase, creatine kinase and malondialdehyde and significant decreases in the activities of superoxide dismutase, catalase and glutathione peroxidase in serum and heart.",19445921_5,0,-1,0,13271,0
13272,malondialdehyde,18,19,140,155,"Isoproterenol-treated rats showed significant increases in the levels of lactate dehydrogenase, aspartate transaminase, creatine kinase and malondialdehyde and significant decreases in the activities of superoxide dismutase, catalase and glutathione peroxidase in serum and heart.",19445921_5,0,-1,0,13272,0
13273,superoxide dismutase,26,28,203,223,"Isoproterenol-treated rats showed significant increases in the levels of lactate dehydrogenase, aspartate transaminase, creatine kinase and malondialdehyde and significant decreases in the activities of superoxide dismutase, catalase and glutathione peroxidase in serum and heart.",19445921_5,0,-1,0,13273,0
13274,glutathione peroxidase,31,33,238,260,"Isoproterenol-treated rats showed significant increases in the levels of lactate dehydrogenase, aspartate transaminase, creatine kinase and malondialdehyde and significant decreases in the activities of superoxide dismutase, catalase and glutathione peroxidase in serum and heart.",19445921_5,0,-1,0,13274,0
13294,antioxidant activity,11,13,68,88,The results of our study suggest that salvianolic acid A possessing antioxidant activity has a significant protective effect against isoproterenol-induced myocardial infarction.,19445921_10,0,-1,0,13294,0
13298,paclitaxel,10,11,90,100,Long-term glutamate supplementation failed to protect against peripheral neurotoxicity of paclitaxel.,19473225_0,0,-1,0,13298,0
13301,paclitaxel,12,13,89,99,"Toxic peripheral neuropathy is still a significant limiting factor for chemotherapy with paclitaxel (PAC), although glutamate and its closely related amino acid glutamine were claimed to ameliorate PAC neurotoxicity.",19473225_1,0,-1,0,13301,0
13326,alpha-2b,30,31,218,226,Development of ocular myasthenia during pegylated interferon and ribavirin treatment for chronic hepatitis C.A 63-year-old male experienced sudden diplopia after 9 weeks of administration of pegylated interferon (IFN) alpha-2b and ribavirin for chronic hepatitis C (CHC).,19581773_0,0,-1,0,13326,0
13335,acetylcholinesterase inhibitors,8,10,58,89,"The acetylcholine receptor antibody titer and response to acetylcholinesterase inhibitors were negative, and the results of thyroid function tests were normal.",19581773_3,0,-1,0,13335,0
13339,alpha-2b,14,15,104,112,The patient's ophthalmological symptoms improved rapidly 3 weeks after discontinuation of pegylated IFN alpha-2b and ribavirin.,19581773_4,0,-1,0,13339,0
13343,alpha-2b,10,11,75,83,"The ocular myasthenia associated with combination therapy of pegylated IFN alpha-2b and ribavirin for CHC is very rarely reported; therefore, we present this case with a review of the various eye complications of IFN therapy.",19581773_5,0,-1,0,13343,0
13361,recreational drug,20,22,140,157,"Using functional imaging and a face-learning task, we investigated neural correlates of encoding and recalling face-name associations in 20 recreational drug users whose predominant drug use was ecstasy and 20 controls.",19631624_3,0,-1,0,13361,0
13393,tenofovir,8,9,45,54,Acute renal failure in patients with AIDS on tenofovir while receiving prolonged vancomycin course for osteomyelitis.,19642243_0,0,-1,0,13393,0
13397,tenofovir disoproxil fumarate,16,19,104,133,Renal failure developed after a prolonged course of vancomycin therapy in 2 patients who were receiving tenofovir disoproxil fumarate as part of an antiretroviral regimen.,19642243_1,0,-1,0,13397,0
13406,tenofovir,5,6,32,41,Clinicians should be aware that tenofovir may raise the risk of renal failure during prolonged administration of vancomycin.,19642243_4,0,-1,0,13406,0
13414,aldehyde dehydrogenase,14,16,91,113,Contact with the skin can result in percutaneous absorption of the substance that inhibits aldehyde dehydrogenase and can induce acetaldehyde syndrome in case of alcohol use.,19657887_2,0,-1,0,13414,0
13442,Sulpiride,0,1,0,9,Sulpiride is a selective D2-receptor antagonist with antipsychotic and antidepressant properties.,1967484_1,0,-1,0,13442,0
13446,sulpiride,15,16,104,113,We studied a 37-year-old man who developed persistent segmental dystonia within 2 months after starting sulpiride therapy.,1967484_3,0,-1,0,13446,0
13454,prostaglandin E synthase-1,14,17,100,126,The present study was undertaken to assess lithium-induced polyuria in mice deficient in microsomal prostaglandin E synthase-1 (mPGES-1).,19692487_3,0,-1,0,13454,0
13470,cotransporter,9,10,55,68,"Similarly, the total protein abundance of the Na-K-2Cl cotransporter (NKCC2) in the medulla but not in the cortex of the +/+ mice was significantly reduced by lithium treatment.",19692487_10,0,-1,0,13470,0
13475,PGE(2,4,5,33,38,We conclude that mPGES-1-derived PGE(2) mediates lithium-induced polyuria likely via inhibition of AQP2 and NKCC2 expression.,19692487_12,0,-1,0,13475,0
13480,fenoldopam,9,10,65,75,Preservation of renal blood flow during hypotension induced with fenoldopam in dogs.,1969772_0,0,-1,0,13480,0
13485,receptor agonists,11,13,48,65,"Specific dopamine-1, (DA1) and dopamine-2 (DA2) receptor agonists are now under clinical investigation.",1969772_2,0,-1,0,13485,0
13490,fenoldopam,3,4,20,30,The hypothesis that fenoldopam could be used to induce hypotension and preserve blood flow to the kidney was tested.,1969772_4,0,-1,0,13490,0
13497,fenoldopam,34,35,229,239,"Systemic aortic blood pressure and renal blood flow were measured continuously with a carotid arterial catheter and an electromagnetic flow probe respectively, in order to compare the cardiovascular and renal vascular effects of fenoldopam and sodium nitroprusside in ten dogs under halothane general anaesthesia.",1969772_5,0,-1,0,13497,0
13498,sodium nitroprusside,36,38,244,264,"Systemic aortic blood pressure and renal blood flow were measured continuously with a carotid arterial catheter and an electromagnetic flow probe respectively, in order to compare the cardiovascular and renal vascular effects of fenoldopam and sodium nitroprusside in ten dogs under halothane general anaesthesia.",1969772_5,0,-1,0,13498,0
13502,fenoldopam,16,17,85,95,Mean arterial pressure was decreased 30 +/- 8 per cent from control with infusion of fenoldopam (3.4 +/- 2.0 micrograms.kg-1.min-1) and 34 +/- 4 per cent with infusion of sodium nitroprusside (5.9 micrograms.kg-1.min-1) (NS).,1969772_6,0,-1,0,13502,0
13506,sodium nitroprusside,34,36,171,191,Mean arterial pressure was decreased 30 +/- 8 per cent from control with infusion of fenoldopam (3.4 +/- 2.0 micrograms.kg-1.min-1) and 34 +/- 4 per cent with infusion of sodium nitroprusside (5.9 micrograms.kg-1.min-1) (NS).,1969772_6,0,-1,0,13506,0
13512,Sodium nitroprusside,0,2,0,20,Sodium nitroprusside is a non-selective arteriolar and venous vasodilator that can produce redistribution of blood flow away from the kidney during induced hypotension.,1969772_8,0,-1,0,13512,0
13514,Fenoldopam,0,1,0,10,Fenoldopam is a selective dopamine-1 (DA1) receptor agonist that causes vasodilatation to the kidney and other organs with DA1 receptors and preserves blood flow to the kidney during induced hypotension.,1969772_9,0,-1,0,13514,0
13515,receptor agonist,8,10,43,59,Fenoldopam is a selective dopamine-1 (DA1) receptor agonist that causes vasodilatation to the kidney and other organs with DA1 receptors and preserves blood flow to the kidney during induced hypotension.,1969772_9,0,-1,0,13515,0
13520,levofloxacin,3,4,25,37,Seizures associated with levofloxacin: case presentation and literature review.,19707748_0,0,-1,0,13520,0
13523,levofloxacin,17,18,103,115,"PURPOSE: We present a case of a patient who developed seizures shortly after initiating treatment with levofloxacin and to discuss the potential drug-drug interactions related to the inhibition of cytochrome P450 (CYP) 1A2 in this case, as well as in other cases, of levofloxacin-induced seizures.",19707748_1,0,-1,0,13523,0
13525,cytochrome P450,30,32,197,212,"PURPOSE: We present a case of a patient who developed seizures shortly after initiating treatment with levofloxacin and to discuss the potential drug-drug interactions related to the inhibition of cytochrome P450 (CYP) 1A2 in this case, as well as in other cases, of levofloxacin-induced seizures.",19707748_1,0,-1,0,13525,0
13529,levofloxacin,9,10,52,64,The main search terms utilized were case report and levofloxacin.,19707748_3,0,-1,0,13529,0
13532,levofloxacin,9,10,62,74,Drug-drug interactions related to the inhibition of CYP1A2 by levofloxacin are likely involved in the clinical outcome of these cases.,19707748_6,0,-1,0,13532,0
13534,levofloxacin,11,12,76,88,CONCLUSIONS: Clinicians are exhorted to pay close attention when initiating levofloxacin therapy in patients taking medications with epileptogenic properties that are CYP1A2 substrates.,19707748_7,0,-1,0,13534,0
13541,dextran,3,4,24,31,A biodegradable polymer dextran has been utilized as a carrier for synthesis of etodolac-dextran conjugates (ED) to improve its aqueous solubility and reduce gastrointestinal side effects.,19719056_2,0,-1,0,13541,0
13546,dextran,19,20,118,125,"An activated moiety, i.e. N-acylimidazole derivative of etodolac (EAI), was condensed with the polysaccharide polymer dextran of different molecular weights (40000, 60000, 110000 and 200000).",19719056_3,0,-1,0,13546,0
13557,acetic acid,8,10,71,82,"Acute analgesic and antiinflammatory activities were ascertained using acetic acid induced writhing model (mice) and carrageenan-induced rat paw edema model, respectively.",19719056_10,0,-1,0,13557,0
13591,Ca(2+),34,37,231,237,These data suggest that pilocarpine produced antiarrhythmic actions on arrhythmic rat and guinea pig models induced by aconitine or ouabain via stimulating the cardiac M(3)-mAChR. The mechanism may be related to the improvement of Ca(2+) handling.,19721134_6,0,-1,0,13591,0
13594,oxycodone,8,9,71,80,Comparative cognitive and subjective side effects of immediate-release oxycodone in healthy middle-aged and older adults.,19729346_0,0,-1,0,13594,0
13598,oxycodone,16,17,116,125,"This study measured the objective and subjective neurocognitive effects of a single 10-mg dose of immediate-release oxycodone in healthy, older (> 65 years), and middle-aged (35 to 55 years) adults who were not suffering from chronic or significant daily pain.",19729346_1,0,-1,0,13598,0
13602,oxycodone,17,18,112,121,"Seventy-one participants completed 2 separate study days and were blind to medication condition (placebo, 10-mg oxycodone).",19729346_2,0,-1,0,13602,0
13603,oxycodone,1,2,7,16,"Plasma oxycodone concentration peaked between 60 and 90 minutes postdose (P < .01) and pupil size, an indication of physiological effects of the medication, peaked at approximately 90 to 120 minutes postdose (P < .01).",19729346_3,0,-1,0,13603,0
13620,oxycodone,28,29,183,192,"This study suggests that for healthy older adults who are not suffering from chronic pain, neurocognitive and pharmacodynamic changes in response to a 10-mg dose of immediate-release oxycodone are similar to those observed for middle-aged adults.",19729346_6,0,-1,0,13620,0
13624,oxycodone,18,19,116,125,"PERSPECTIVE: Study findings indicate that the metabolism, neurocognitive effects, and physical side effects of oral oxycodone are similar for healthy middle-aged and older adults.",19729346_7,0,-1,0,13624,0
13638,glutamatergic,29,30,189,202,"However, the observation that antagonists of the glutamate N-methyl-D-aspartate (NMDA) receptor produce schizophrenic-like symptoms in humans has led to the idea of a dysfunctioning of the glutamatergic system via its NMDA receptor.",19759529_2,0,-1,0,13638,0
13650,MK-801,30,31,197,203,"This study aimed at investigating the potential antipsychotic-like properties of SSR103800, with a particular focus on models of hyperactivity, involving either drug challenge (ie, amphetamine and MK-801) or transgenic mice (ie, NMDA Nr1(neo-/-) and DAT(-/-)).",19759529_5,0,-1,0,13650,0
13655,receptor antagonist,19,21,107,126,"Results showed that SSR103800 (10-30 mg/kg p.o.) blocked hyperactivity induced by the non-competitive NMDA receptor antagonist, MK-801 and partially reversed spontaneous hyperactivity of NMDA Nr1(neo-/-) mice.",19759529_6,0,-1,0,13655,0
13656,MK-801,22,23,128,134,"Results showed that SSR103800 (10-30 mg/kg p.o.) blocked hyperactivity induced by the non-competitive NMDA receptor antagonist, MK-801 and partially reversed spontaneous hyperactivity of NMDA Nr1(neo-/-) mice.",19759529_6,0,-1,0,13656,0
13659,dopamine transporter,15,17,102,122,"In contrast, SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter (DAT(-/-)) knockout mice (10-30 mg/kg p.o.).",19759529_7,0,-1,0,13659,0
13662,olanzapine,10,11,56,66,"Importantly, both classical (haloperidol) and atypical (olanzapine, clozapine and aripiprazole) antipsychotics were effective in all these models of hyperactivity.",19759529_8,0,-1,0,13662,0
13663,aripiprazole,14,15,82,94,"Importantly, both classical (haloperidol) and atypical (olanzapine, clozapine and aripiprazole) antipsychotics were effective in all these models of hyperactivity.",19759529_8,0,-1,0,13663,0
13669,dopaminergic,25,26,175,187,"Together these findings show that the GlyT1 inhibitor, SSR103800, produces antipsychotic-like effects, which differ from those observed with compounds primarily targeting the dopaminergic system, and has a reduced side-effect potential as compared with these latter drugs.",19759529_10,0,-1,0,13669,0
13680,(1,7,9,53,55,"The rats were treated with intraperitoneal reserpine (1 mg/kg, ip) for 3 days every other day.",19761039_2,0,-1,0,13680,0
13689,superoxide dismutase,17,19,135,155,"Biochemical analysis of brain revealed that the reserpine treatment significantly increased lipid peroxidation and decreased levels of superoxide dismutase (SOD), catalase (CAT) and glutathione reductase (GSH), an index of oxidative stress process.",19761039_5,0,-1,0,13689,0
13706,transcription factor,19,21,108,128,Pyrrolidine dithiocarbamate (PDTC) has a dual mechanism of action as an antioxidant and an inhibitor of the transcription factor kappa-beta.,19767176_1,0,-1,0,13706,0
13707,NF-kappaB,12,13,69,78,"Both, production of reactive oxygen species as well as activation of NF-kappaB have been implicated in severe neuronal damage in different sub-regions of the hippocampus as well as in the surrounding cortices.",19767176_2,0,-1,0,13707,0
13718,low-dose,6,7,33,41,Administration of 50 mg/kg PDTC (low-dose) did not exert major effects on the development of a status epilepticus or the mortality rate.,19767176_5,0,-1,0,13718,0
13727,Low-dose,0,1,0,8,Low-dose PDTC treatment almost completely protected from lesions in the piriform cortex.,19767176_7,0,-1,0,13727,0
13736,NF-kappaB,4,5,19,28,"In conclusion, the NF-kappaB inhibitor and antioxidant PDTC protected the piriform cortex, whereas it did not affect hilar neuronal loss.",19767176_9,0,-1,0,13736,0
13740,NF-kappaB,14,15,91,100,These data might indicate that the generation of reactive oxygen species and activation of NF-kappaB plays a more central role in seizure-associated neuronal damage in the temporal cortex as compared to the hippocampal hilus.,19767176_10,0,-1,0,13740,0
13753,suxamethonium,27,28,189,202,"We report an undiagnosed case of myotonia congenita in a 24-year-old previously healthy primigravida, who developed life threatening masseter spasm following a standard dose of intravenous suxamethonium for induction of anaesthesia.",19803309_1,0,-1,0,13753,0
13771,muscle relaxants,8,10,51,67,"Increasing doses of catecholamines, sedatives, and muscle relaxants administered through a central venous catheter were ineffective.",19843802_2,0,-1,0,13771,0
13787,creatinine,12,13,73,83,"Patients were admitted to the hospital for measurement of lithium level, creatinine clearance, urine volume, and maximum osmolality.",1987816_3,0,-1,0,13787,0
