,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
3946,Sodium channel,0,2,0,14,"Sodium channel beta-subunits modulate channel gating, assembly, and cell surface expression in heterologous cell systems.",12481039_1,0,-1,0,3946,0
3947,cell surface,10,12,68,80,"Sodium channel beta-subunits modulate channel gating, assembly, and cell surface expression in heterologous cell systems.",12481039_1,0,-1,0,3947,0
3949,beta2,10,11,56,61,"We generated beta2(-/-) mice to investigate the role of beta2 in control of sodium channel density, localization, and function in neurons in vivo.",12481039_2,0,-1,0,3949,0
3950,sodium channel,14,16,76,90,"We generated beta2(-/-) mice to investigate the role of beta2 in control of sodium channel density, localization, and function in neurons in vivo.",12481039_2,0,-1,0,3950,0
3955,beta2(-/-),20,22,128,138,Measurements of [(3)H]saxitoxin (STX) binding showed a significant reduction in the level of plasma membrane sodium channels in beta2(-/-) neurons.,12481039_3,0,-1,0,3955,0
3956,beta2,3,4,12,17,The loss of beta2 resulted in negative shifts in the voltage dependence of inactivation as well as significant decreases in sodium current density in acutely dissociated hippocampal neurons.,12481039_4,0,-1,0,3956,0
3969,sodium channel,13,15,86,100,Our observations show that beta2-subunits play an important role in the regulation of sodium channel density and function in neurons in vivo and are required for normal action potential generation and control of excitability.,12481039_8,0,-1,0,3969,0
3973,carboplatin,9,10,67,78,Severe ocular and orbital toxicity after intracarotid injection of carboplatin for recurrent glioblastomas.,12483326_0,0,-1,0,3973,0
3980,carboplatin,2,3,11,22,"Generally, carboplatin is said to have milder side effects than cisplatin, whose ocular and orbital toxicity are well known.",12483326_4,0,-1,0,3980,0
3986,carboplatin,10,11,62,73,CASE: A 58-year-old man received an intracarotid injection of carboplatin for recurrent glioblastomas in his left temporal lobe.,12483326_6,0,-1,0,3986,0
3990,carboplatin,7,8,47,58,Various ocular symptoms and findings caused by carboplatin toxicity were seen.,12483326_8,0,-1,0,3990,0
4001,carboplatin,7,8,54,65,"CONCLUSION: When performing intracarotid injection of carboplatin, we must be aware of its potentially blinding ocular toxicity.",12483326_12,0,-1,0,4001,0
4008,antiepileptic drug,4,6,31,49,Zonisamide is a broad-spectrum antiepileptic drug used to treat various types of seizures.,12523465_1,0,-1,0,4008,0
4023,vigabatrin,15,16,107,117,The authors present three patients with de novo absence epilepsy after administration of carbamazepine and vigabatrin.,12536034_1,0,-1,0,4023,0
4027,gamma-aminobutyric,1,2,4,22,The gamma-aminobutyric acid-transmitted thalamocortical circuitry accounts for a major part of the underlying neurophysiology of the absence epilepsy.,12536034_3,0,-1,0,4027,0
4039,bupropion,5,6,36,45,Acute liver failure with concurrent bupropion and carbimazole therapy.,12549952_0,0,-1,0,4039,0
4043,bupropion,16,17,94,103,OBJECTIVE: To report a case of fatal liver failure possibly associated with concurrent use of bupropion and carbimazole.,12549952_1,0,-1,0,4043,0
4048,propranolol,18,19,112,123,CASE SUMMARY: A 41-year-old Chinese man with a history of hyperthyroidism had been treated with carbimazole and propranolol for the past 5 years.,12549952_2,0,-1,0,4048,0
4049,bupropion,6,7,31,40,He received a 10-day course of bupropion as an aid for smoking cessation 10 weeks prior to presentation.,12549952_3,0,-1,0,4049,0
4058,bupropion,3,4,20,29,"The likelihood that bupropion induced hepatotoxicity in our patient was possible, based on the Naranjo probability scale.",12549952_8,0,-1,0,4058,0
4062,bupropion,11,12,79,88,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,0,-1,0,4062,0
4064,bupropion,32,33,198,207,"DISCUSSION: Although there is increasing evidence of hepatotoxicity induced by bupropion, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving bupropion while on concomitant treatment with carbimazole.",12549952_9,0,-1,0,4064,0
4067,bupropion,15,16,92,101,CONCLUSIONS: Clinicians should be aware of the possibility of acute liver insult induced by bupropion given concurrently with other hepatotoxic drugs.,12549952_10,0,-1,0,4067,0
4093,monomeric,37,38,219,228,"METHODS: We conducted a randomized, double-blind, prospective, multicenter study comparing the nephrotoxic effects of an iso-osmolar, dimeric, nonionic contrast medium, iodixanol, with those of a low-osmolar, nonionic, monomeric contrast medium, iohexol.",12571256_3,0,-1,0,4093,0
4095,creatinine,9,10,57,67,The study involved 129 patients with diabetes with serum creatinine concentrations of 1.5 to 3.5 mg per deciliter who underwent coronary or aortofemoral angiography.,12571256_4,0,-1,0,4095,0
4097,end point,2,4,12,21,The primary end point was the peak increase from base line in the creatinine concentration during the three days after angiography.,12571256_5,0,-1,0,4097,0
4100,creatinine,13,14,66,76,The primary end point was the peak increase from base line in the creatinine concentration during the three days after angiography.,12571256_5,0,-1,0,4100,0
4101,end points,1,3,6,16,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0,-1,0,4101,0
4102,creatinine,8,9,41,51,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0,-1,0,4102,0
4103,creatinine,33,34,164,174,"Other end points were an increase in the creatinine concentration of 0.5 mg per deciliter or more, an increase of 1.0 mg per deciliter or more, and a change in the creatinine concentration from day 0 to day 7.",12571256_6,0,-1,0,4103,0
4104,creatinine,3,4,13,23,RESULTS: The creatinine concentration increased significantly less in patients who received iodixanol.,12571256_7,0,-1,0,4104,0
4108,creatinine,12,13,47,57,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0,-1,0,4108,0
4110,iohexol,29,30,140,147,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0,-1,0,4110,0
4112,iohexol,42,43,216,223,"From day 0 to day 3, the mean peak increase in creatinine was 0.13 mg per deciliter in the iodixanol group and 0.55 mg per deciliter in the iohexol group (P=0.001; the increase with iodixanol minus the increase with iohexol, -0.42 mg per deciliter [95 percent confidence interval, -0.73 to -0.22]).",12571256_8,0,-1,0,4112,0
4115,(3,9,11,46,48,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0,-1,0,4115,0
4116,creatinine,18,19,81,91,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0,-1,0,4116,0
4117,iohexol,38,39,185,192,"Two of the 64 patients in the iodixanol group (3 percent) had an increase in the creatinine concentration of 0.5 mg per deciliter or more, as compared with 17 of the 65 patients in the iohexol group (26 percent) (P=0.002; odds ratio for such an increase in the iodixanol group, 0.09 [95 percent confidence interval, 0.02 to 0.41]).",12571256_9,0,-1,0,4117,0
4123,iohexol,20,21,103,110,"No patient receiving iodixanol had an increase of 1.0 mg per deciliter or more, but 10 patients in the iohexol group (15 percent) did.",12571256_10,0,-1,0,4123,0
4124,creatinine,5,6,23,33,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0,-1,0,4124,0
4126,iohexol,29,30,150,157,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0,-1,0,4126,0
4128,iohexol,44,45,226,233,"The mean change in the creatinine concentration from day 0 to day 7 was 0.07 mg per deciliter in the iodixanol group and 0.24 mg per deciliter in the iohexol group (P=0.003; value in the iodixanol group minus the value in the iohexol group, -0.17 mg per deciliter [95 percent confidence interval, -0.34 to -0.07]).",12571256_11,0,-1,0,4128,0
4155,cyclosporine A,9,11,73,87,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0,-1,0,4155,0
4156,tacrolimus,12,13,89,99,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0,-1,0,4156,0
4157,sirolimus,14,15,104,113,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0,-1,0,4157,0
4158,Sirolimus,2,3,12,21,BACKGROUND: Sirolimus (SRL) may supplement calcineurin inhibitors in clinical organ transplantation.,12584269_1,0,-1,0,4158,0
4160,calcineurin,8,9,43,54,BACKGROUND: Sirolimus (SRL) may supplement calcineurin inhibitors in clinical organ transplantation.,12584269_1,0,-1,0,4160,0
4166,calcineurin,12,13,65,76,In a number of treatment protocols where SRL was combined with a calcineurin inhibitor indications of a synergistic nephrotoxic effect were described.,12584269_3,0,-1,0,4166,0
4171,cyclosporine A,26,28,161,175,"The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague-Dawley rats treated with either cyclosporine A (CsA), tacrolimus (FK506) or SRL as monotherapies or in different combinations.",12584269_4,0,-1,0,4171,0
4173,tacrolimus,32,33,183,193,"The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague-Dawley rats treated with either cyclosporine A (CsA), tacrolimus (FK506) or SRL as monotherapies or in different combinations.",12584269_4,0,-1,0,4173,0
4174,FK506,34,35,195,200,"The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague-Dawley rats treated with either cyclosporine A (CsA), tacrolimus (FK506) or SRL as monotherapies or in different combinations.",12584269_4,0,-1,0,4174,0
4178,FK506,17,18,67,72,"METHODS: For a period of 2 weeks, CsA 15 mg/kg/day (given orally), FK506 3.0 mg/kg/day (given orally) or SRL 0.4 mg/kg/day (given intraperitoneally) was administered once a day as these doses have earlier been found to achieve a significant immunosuppressive effect in Sprague-Dawley rats.",12584269_5,0,-1,0,4178,0
4192,FK506,4,5,14,19,"RESULTS: CsA, FK506 and SRL all significantly decreased the GFR.",12584269_8,0,-1,0,4192,0
4196,FK506,11,12,67,72,"A further deterioration was seen when CsA was combined with either FK506 or SRL, whereas the GFR remained unchanged in the group treated with FK506 plus SRL when compared with treatment with any of the single substances.",12584269_9,0,-1,0,4196,0
4200,FK506,25,26,142,147,"A further deterioration was seen when CsA was combined with either FK506 or SRL, whereas the GFR remained unchanged in the group treated with FK506 plus SRL when compared with treatment with any of the single substances.",12584269_9,0,-1,0,4200,0
4207,FK506,1,2,4,9,The FK506 plus SRL combination showed only a marginally higher degree of fibrosis as compared with controls (P=0.05).,12584269_12,0,-1,0,4207,0
4213,FK506,16,17,98,103,"CONCLUSION: This rat study demonstrated a synergistic nephrotoxic effect of CsA plus SRL, whereas FK506 plus SRL was better tolerated.",12584269_13,0,-1,0,4213,0
4215,troponin I,3,5,22,32,"Evaluation of cardiac troponin I and T levels as markers of myocardial damage in doxorubicin-induced cardiomyopathy rats, and their relationship with echocardiographic and histological findings.",12589964_0,0,-1,0,4215,0
4279,mAbs,22,23,135,139,"Although there was a discrepancy between the amount of cTnI and cTnT after DOX, probably due to heterogeneity in cross-reactivities of mAbs to various cTnI and cTnT forms, it is likely that cTnT in rats after DOX indicates cell damage determined by the magnitude of injury induced and that cTnT should be a useful marker for the prediction of experimentally induced cardiotoxicity and possibly for cardioprotective experiments.",12589964_22,0,-1,0,4279,0
4295,somatostatin,7,8,59,71,"Pulmonary hypertension developed after administration of a somatostatin analogue, octreotide, to enhance resolution of the fistula.",12596116_2,0,-1,0,4295,0
4296,octreotide,10,11,82,92,"Pulmonary hypertension developed after administration of a somatostatin analogue, octreotide, to enhance resolution of the fistula.",12596116_2,0,-1,0,4296,0
4299,edaravone,3,4,21,30,Protective effect of edaravone against streptomycin-induced vestibulotoxicity in the guinea pig.,12600698_0,0,-1,0,4299,0
4303,edaravone,8,9,81,90,This study investigated alleviation of streptomycin-induced vestibulotoxicity by edaravone in guinea pigs.,12600698_1,0,-1,0,4303,0
4305,Edaravone,0,1,0,9,"Edaravone, a free radical scavenger, has potent free radical quenching action and is used in clinical practice to treat cerebral infarction.",12600698_2,0,-1,0,4305,0
4312,edaravone,15,16,77,86,"Streptomycin was administered to the inner ear by osmotic pump for 24 h, and edaravone (n=8) or saline (n=6) was intraperitoneally injected once a day for 7 days.",12600698_3,0,-1,0,4312,0
4316,edaravone,12,13,89,98,Animals injected with saline showed statistically smaller gains than those injected with edaravone.,12600698_5,0,-1,0,4316,0
4317,edaravone,4,5,27,36,These results suggest that edaravone suppresses streptomycin-induced vestibulotoxicity.,12600698_6,0,-1,0,4317,0
4321,ethinyl estradiol,13,15,95,112,The risk of venous thromboembolism in women prescribed cyproterone acetate in combination with ethinyl estradiol: a nested cohort analysis and case-control study.,12615818_0,0,-1,0,4321,0
4325,ethinyl estradiol,6,8,46,63,BACKGROUND: Cyproterone acetate combined with ethinyl estradiol (CPA/EE) is licensed in the UK for the treatment of women with acne and hirsutism and is also a treatment option for polycystic ovary syndrome (PCOS).,12615818_1,0,-1,0,4325,0
4332,oral contraceptives,20,22,144,163,Previous studies have demonstrated an increased risk of venous thromboembolism (VTE) associated with CPA/EE compared with conventional combined oral contraceptives (COCs).,12615818_2,0,-1,0,4332,0
4373,creatinine,8,9,63,73,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,0,-1,0,4373,0
4374,reduced glutathione,15,17,101,120,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,0,-1,0,4374,0
4379,creatinine,13,14,96,106,"The results indicated that concomitant treatment with gum Arabic and GM significantly increased creatinine and urea by about 183 and 239%, respectively (compared to 432 and 346%, respectively, in rats treated with cellulose and GM), and decreased that of cortical GSH by 21% (compared to 27% in the cellulose plus GM group) The GM-induced proximal tubular necrosis appeared to be slightly less severe in rats given GM together with gum Arabic than in those given GM and cellulose.",12617329_4,0,-1,0,4379,0
4390,docetaxel,9,10,70,79,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen-independent prostate cancer.,12627929_0,0,-1,0,4390,0
4396,docetaxel,24,25,160,169,STUDY OBJECTIVE: To evaluate the frequency of venous thromboembolism (VTE) in patients with advanced androgen-independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide.,12627929_1,0,-1,0,4396,0
4401,docetaxel,7,8,55,64,"INTERVENTION: Each patient received either intravenous docetaxel 30 mg/m2/week for 3 consecutive weeks, followed by 1 week off, or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen.",12627929_5,0,-1,0,4401,0
4404,docetaxel,35,36,213,222,"INTERVENTION: Each patient received either intravenous docetaxel 30 mg/m2/week for 3 consecutive weeks, followed by 1 week off, or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen.",12627929_5,0,-1,0,4404,0
4407,docetaxel,11,12,64,73,"MEASUREMENTS AND MAIN RESULTS: None of 23 patients who received docetaxel alone developed VTE, whereas 9 of 47 patients (19%) who received docetaxel plus thalidomide developed VTE (p=0.025).",12627929_7,0,-1,0,4407,0
4409,docetaxel,27,28,139,148,"MEASUREMENTS AND MAIN RESULTS: None of 23 patients who received docetaxel alone developed VTE, whereas 9 of 47 patients (19%) who received docetaxel plus thalidomide developed VTE (p=0.025).",12627929_7,0,-1,0,4409,0
4411,docetaxel,7,8,43,52,CONCLUSION: The addition of thalidomide to docetaxel in the treatment of prostate cancer significantly increases the frequency of VTE.,12627929_8,0,-1,0,4411,0
4419,ticlopidine,11,12,87,98,"CASE SUMMARIES: Two patients developed prolonged cholestatic hepatitis after receiving ticlopidine following percutaneous coronary angioplasty, with complete remission during the follow-up period.",12639165_2,0,-1,0,4419,0
4423,ticlopidine,6,7,51,62,"T-cell stimulation by therapeutic concentration of ticlopidine was demonstrated in vitro in the patients, but not in healthy controls.",12639165_3,0,-1,0,4423,0
4429,ticlopidine,7,8,57,68,"Our patients developed jaundice following treatment with ticlopidine and showed the clinical and laboratory characteristics of cholestatic hepatitis, which resolved after discontinuation of the drug.",12639165_5,0,-1,0,4429,0
4435,ticlopidine,17,18,106,117,An objective causality assessment revealed that the adverse drug event was probably related to the use of ticlopidine.,12639165_7,0,-1,0,4435,0
4443,ticlopidine,10,11,63,74,CONCLUSIONS: Cholestatic hepatitis is a rare adverse effect of ticlopidine that may be immune mediated.,12639165_10,0,-1,0,4443,0
4447,ticlopidine,12,13,68,79,This complication will be observed even less often in the future as ticlopidine is being replaced by the newer antiplatelet agent clopidogrel.,12639165_12,0,-1,0,4447,0
4448,antiplatelet agent,19,21,111,129,This complication will be observed even less often in the future as ticlopidine is being replaced by the newer antiplatelet agent clopidogrel.,12639165_12,0,-1,0,4448,0
4450,Epithelial sodium channel,0,3,0,25,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,12653683_0,0,-1,0,4450,0
4451,ENaC,4,5,27,31,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,12653683_0,0,-1,0,4451,0
4452,puromycin,14,15,82,91,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,12653683_0,0,-1,0,4452,0
4460,epithelial sodium channel,10,13,73,98,The rate-limiting constituent of collecting duct sodium transport is the epithelial sodium channel (ENaC).,12653683_3,0,-1,0,4460,0
4461,ENaC,14,15,100,104,The rate-limiting constituent of collecting duct sodium transport is the epithelial sodium channel (ENaC).,12653683_3,0,-1,0,4461,0
4462,ENaC,5,6,29,33,We examined the abundance of ENaC subunit mRNAs and proteins in puromycin aminonucleoside (PAN)-induced nephrotic syndrome.,12653683_4,0,-1,0,4462,0
4463,puromycin aminonucleoside,11,13,64,89,We examined the abundance of ENaC subunit mRNAs and proteins in puromycin aminonucleoside (PAN)-induced nephrotic syndrome.,12653683_4,0,-1,0,4463,0
4490,low dose,1,3,12,20,Sub-chronic low dose gamma-vinyl GABA (vigabatrin) inhibits cocaine-induced increases in nucleus accumbens dopamine.,12684739_0,0,-1,0,4490,0
4491,vigabatrin,6,7,39,49,Sub-chronic low dose gamma-vinyl GABA (vigabatrin) inhibits cocaine-induced increases in nucleus accumbens dopamine.,12684739_0,0,-1,0,4491,0
4496,novo,6,7,50,54,This non-receptor mediated inhibition requires de novo synthesis for restoration of functional GABA catabolism.,12684739_2,0,-1,0,4496,0
4503,low dose,33,35,209,217,"OBJECTIVES: Given its preclinical success for treating substance abuse and the increased risk of visual field defects (VFD) associated with cumulative lifetime exposure, we explored the effects of sub-chronic low dose GVG on cocaine-induced increases in nucleus accumbens (NAcc) dopamine (DA).",12684739_3,0,-1,0,4503,0
4511,low dose,5,7,25,33,"Finally, we examined the low dose of 150 mg/kg (50 mg/kg per day) using a similar washout period.",12684739_5,0,-1,0,4511,0
4516,low dose,3,5,25,33,"CONCLUSIONS: Sub-chronic low dose GVG potentiates and extends the inhibition of cocaine-induced increases in dopamine, effectively reducing cumulative exposures and the risk for VFDS.",12684739_7,0,-1,0,4516,0
4543,tacrolimus,27,28,180,190,Our objective was to investigate brain MR imaging findings and the utility of diffusion-weighted (DW) imaging in organ transplant patients who developed neurologic symptoms during tacrolimus therapy.,12695819_1,0,-1,0,4543,0
4547,tacrolimus,17,18,111,121,"Brain MR studies, including DW imaging, were prospectively performed in 14 organ transplant patients receiving tacrolimus who developed neurologic complications.",12695819_2,0,-1,0,4547,0
4563,L-arginine,0,1,0,10,L-arginine transport in humans with cortisol-induced hypertension.,12707296_0,0,-1,0,4563,0
4567,L-arginine,5,6,40,50,We investigate whether abnormalities in L-arginine uptake contribute to this deficiency.,12707296_2,0,-1,0,4567,0
4573,L-arginine,0,1,0,10,"L-arginine uptake was assessed in mononuclear cells incubated with L-arginine (1 to 300 micromol/L), incorporating 100 nmol/L [3H]-l-arginine for a period of 5 minutes at 37 degrees C. Forearm [3H]-L-arginine extraction was calculated after infusion of [3H]-L-arginine into the brachial artery at a rate of 100 nCi/min for 80 minutes.",12707296_7,0,-1,0,4573,0
4586,L-arginine,1,2,8,18,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0,4586,0
4588,l-arginine,25,26,150,160,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0,4588,0
4589,L-arginine,32,33,198,208,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0,4589,0
4590,L-arginine,68,69,386,396,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0,4590,0
4609,low-dose,24,25,128,136,"Data suggest that this sensitive hemoglobin assay is useful for ICH detection, and that a model with a small ICH induced with a low-dose collagenase should be used for evaluation of drugs that may affect ICH.",12716030_6,0,-1,0,4609,0
4630,creatine kinase,5,7,37,52,Differential diagnosis of high serum creatine kinase levels in systemic lupus erythematosus.,12739036_0,0,-1,0,4630,0
4638,creatine kinase,7,9,37,52,"At the same time, slightly increased creatine kinase (CK) levels were noted.",12739036_4,0,-1,0,4638,0
4657,bupropion,7,8,64,73,Seizure associated with sleep deprivation and sustained-release bupropion.,12745515_0,0,-1,0,4657,0
4661,bupropion,10,11,83,92,This case report describes a generalized seizure associated with sustained-release bupropion use and sleep deprivation.,12745515_1,0,-1,0,4661,0
4666,bupropion,24,25,171,180,"The subject, a 31-year-old female smoker, was participating in a clinical trial evaluating an investigational medication for smoking cessation that used sustained-release bupropion as an active control.",12745515_2,0,-1,0,4666,0
4668,bupropion,4,5,17,26,"After 5 weeks of bupropion use, the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence.",12745515_3,0,-1,0,4668,0
4677,kainic,9,10,73,79,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,0,-1,0,4677,0
4701,interleukin-6,3,4,13,26,"In addition, interleukin-6 (IL-6) as an early marker of inflammation was assessed in a subgroup of 10 patients pretreated with saline.",12760988_7,0,-1,0,4701,0
4707,interleukin-6,14,15,100,113,"Furthermore, there was no significant relationship between postoperative myalgia and time course of interleukin-6 concentrations, a marker of inflammation.",12760988_11,0,-1,0,4707,0
4712,growth hormone,9,11,64,78,Acromegaly is an endocrine disorder caused by chronic excessive growth hormone secretion from the anterior pituitary gland.,12789195_1,0,-1,0,4712,0
4720,growth hormone,19,21,113,127,"Pseudoacromegaly, on the other hand, is the presence of similar acromegaloid features in the absence of elevated growth hormone or insulin-like growth factor levels.",12789195_3,0,-1,0,4720,0
4721,growth factor,23,25,144,157,"Pseudoacromegaly, on the other hand, is the presence of similar acromegaloid features in the absence of elevated growth hormone or insulin-like growth factor levels.",12789195_3,0,-1,0,4721,0
4732,leuprolide acetate,5,7,27,45,"All patients received CAB [leuprolide acetate (LHRH-A) 3.75 mg, intramuscularly, every 28 days plus 250 mg flutamide, tid, per Os] and were evaluated for anemia by physical examination and laboratory tests at baseline and 4 subsequent intervals (1, 2, 3 and 6 months post-CAB).",12820454_3,0,-1,0,4732,0
4734,flutamide,21,22,107,116,"All patients received CAB [leuprolide acetate (LHRH-A) 3.75 mg, intramuscularly, every 28 days plus 250 mg flutamide, tid, per Os] and were evaluated for anemia by physical examination and laboratory tests at baseline and 4 subsequent intervals (1, 2, 3 and 6 months post-CAB).",12820454_3,0,-1,0,4734,0
4737,(1,45,47,245,247,"All patients received CAB [leuprolide acetate (LHRH-A) 3.75 mg, intramuscularly, every 28 days plus 250 mg flutamide, tid, per Os] and were evaluated for anemia by physical examination and laboratory tests at baseline and 4 subsequent intervals (1, 2, 3 and 6 months post-CAB).",12820454_3,0,-1,0,4737,0
4738,D2,3,4,20,22,"Patients with stage D2-3 disease, abnormal hemoglobin level or renal and liver function tests that were higher than the upper limits were excluded from the study.",12820454_5,0,-1,0,4738,0
4763,(3,11,13,85,87,Severe and clinically evident anemia was easily corrected by subcutaneous injections (3 times/week for 1 month) of recombinant erythropoietin (rHuEPO-beta).,12820454_13,0,-1,0,4763,0
4771,P450,12,13,73,77,Effect of lindane on hepatic and brain cytochrome P450s and influence of P450 modulation in lindane induced neurotoxicity.,12842176_0,0,-1,0,4771,0
4776,P450,31,32,147,151,"Oral administration of lindane (2.5, 5, 10 and 15 mg/kg, body weight) for 5 days was found to produce a dose-dependent increase in the activity of P450 dependent 7-ethoxyresorufin-O-deethylase (EROD), 7-pentoxyresorufin-O-dealkylase (PROD) and N-nitrosodimethylamine demethylase (NDMA-d) in rat brain and liver.",12842176_1,0,-1,0,4776,0
4779,demethylase,44,45,267,278,"Oral administration of lindane (2.5, 5, 10 and 15 mg/kg, body weight) for 5 days was found to produce a dose-dependent increase in the activity of P450 dependent 7-ethoxyresorufin-O-deethylase (EROD), 7-pentoxyresorufin-O-dealkylase (PROD) and N-nitrosodimethylamine demethylase (NDMA-d) in rat brain and liver.",12842176_1,0,-1,0,4779,0
4783,low dose,19,21,119,127,A significant increase in the hepatic and brain P450 monooxygenases was also observed when the duration of exposure of low dose (2.5 mg/kg) of lindane was increased from 5 days to 15 or 21 days.,12842176_2,0,-1,0,4783,0
4788,P450,22,23,128,132,"Western blotting studies have indicated that the increase in the P450 enzymes could be due to the increase in the expression of P450 1A1/1A2, 2B1/2B2 and 2E1 isoenzymes.",12842176_4,0,-1,0,4788,0
4790,isoenzymes,28,29,158,168,"Western blotting studies have indicated that the increase in the P450 enzymes could be due to the increase in the expression of P450 1A1/1A2, 2B1/2B2 and 2E1 isoenzymes.",12842176_4,0,-1,0,4790,0
