,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
19917,bupivacaine,8,9,74,85,"Neurologic effects of subarachnoid administration of 2-chloroprocaine-CE, bupivacaine, and low pH normal saline in dogs.",7199841_0,0,-1,0,19917,0
19923,bupivacaine,20,21,96,107,"The 65 dogs in the study received injections in the subarachnoid space as follows: 6 to 8 ml of bupivacaine (N = 15), 2-chloroprocaine-CE (N = 20), low pH normal saline (pH 3.0) (N = 20), or normal saline (N = 10).",7199841_3,0,-1,0,19923,0
19930,bupivacaine,6,7,34,45,"None of the animals that received bupivacaine, normal saline, or normal saline titrated to a pH 3.0 developed hind-limb paralysis.",7199841_5,0,-1,0,19930,0
19938,bupivacaine,8,9,46,57,"The spinal cords of the animals that received bupivacaine, low pH normal saline (pH 3.0), or normal saline did not show abnormal findings.",7199841_7,0,-1,0,19938,0
19947,procainamide,17,18,117,129,"In four patients, polymorphous ventricular tachycardia appeared after intravenous administration of 200 to 400 mg of procainamide for the treatment of sustained ventricular tachycardia.",7234705_2,0,-1,0,19947,0
19949,procainamide,6,7,33,45,"In the remaining three patients, procainamide was administered orally for treatment of chronic premature ventricular contractions or atrial flutter.",7234705_3,0,-1,0,19949,0
19957,procainamide,16,17,100,112,"In the seventh patient, a permanent ventricular pacemaker was inserted and, despite continuation of procainamide therapy, polymorphous ventricular tachycardia did not reoccur.",7234705_7,0,-1,0,19957,0
19959,procainamide,5,6,35,47,These seven cases demonstrate that procainamide can produce an acquired prolonged Q-T syndrome with polymorphous ventricular tachycardia.,7234705_8,0,-1,0,19959,0
19997,busulfan,7,8,33,41,"In view of the known tendency of busulfan to induce cellular atypia and carcinoma in other sites, periodic urinary cytology is suggested in patients on long-term therapy.",7269015_4,0,-1,0,19997,0
20004,Adriamycin,15,16,75,85,The cardiomyopathy (CM) produced by the anticancer drug doxorubicin (DXR) (Adriamycin) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of myocardial disease.,7282516_1,0,-1,0,20004,0
20048,sodium nitroprusside,3,5,27,47,Rebound hypertensive after sodium nitroprusside prevented by saralasin in rats.,7352670_0,0,-1,0,20048,0
20049,saralasin,7,8,61,70,Rebound hypertensive after sodium nitroprusside prevented by saralasin in rats.,7352670_0,0,-1,0,20049,0
20051,sodium nitroprusside,18,20,111,131,The role of the renin--angiotensin system in the maintenance of blood pressure during halothane anesthesia and sodium nitroprusside (SNP)-induced hypotension was evaluated.,7352670_1,0,-1,0,20051,0
20054,saralasin,17,18,89,98,"A second group of rats was treated identically and, in addition, received an infusion of saralasin (a competitive inhibitor of angiotensin II) throughout the experimental period.",7352670_3,0,-1,0,20054,0
20067,saralasin,30,31,191,200,"This study indicates that with stable halothane anesthesia, the partial recovery of blood pressure during SNP infusion and the post-SNP rebound of blood pressure can be completely blocked by saralasin.",7352670_7,0,-1,0,20067,0
20093,aminoglycoside,8,9,50,64,Nearly 3.2 million people in this country receive aminoglycoside antibiotics annually.,7420681_2,0,-1,0,20093,0
20121,adriamycin,4,5,27,37,The cardiotoxic effects of adriamycin were studied in mammalian myocardial cells in culture as a model system.,7423039_1,0,-1,0,20121,0
20124,Adriamycin,0,1,0,10,Adriamycin inhibited cell growth and the rhythmic contractions characteristic of myocardial cells in culture.,7423039_2,0,-1,0,20124,0
20143,Creatinine,0,1,0,10,"Creatinine clearance, maximum urinary osmolality and 24 hour urine volume have been tested in 50 affectively ill patients who have been on long-term lithium for more than one year.",7437994_3,0,-1,0,20143,0
20160,adriamycin,11,12,65,75,Cardiac toxicity is a major complication which limits the use of adriamycin as a chemotherapeutic agent.,7449470_1,0,-1,0,20160,0
20167,amiloride,7,8,71,80,Attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride in rats.,7453952_0,0,-1,0,20167,0
20168,amiloride,3,4,14,23,"The effect of amiloride on lithium-induced polydipsia and polyuria and on the lithium concentration in the plasma, brain, kidney, thyroid and red blood cells was investigated in rats, chronically treated with LiCl.",7453952_1,0,-1,0,20168,0
20172,Amiloride,0,1,0,9,Amiloride reduced the drinking and urine volume of rats in an acute (6 or 12 h) and a subacute (3 days) experiment.,7453952_2,0,-1,0,20172,0
20174,amiloride,6,7,32,41,"6 h after the administration of amiloride, a reduction was observed in the lithium content of the renal medulla but not in the other organs studied.",7453952_3,0,-1,0,20174,0
20179,amiloride,13,14,99,108,"In all the experiments, the attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride was accompanied by a reduction of the ratio between the lithium concentration in the renal medulla and its levels in the blood and an elevation in the plasma potassium level.",7453952_6,0,-1,0,20179,0
20181,amiloride,5,6,27,36,It is concluded that acute amiloride administration to lithium-treated patients suffering from polydipsia and polyuria might relieve these patients but prolonged amiloride supplementation would result in elevated lithium levels and might be hazardous.,7453952_7,0,-1,0,20181,0
20183,amiloride,21,22,162,171,It is concluded that acute amiloride administration to lithium-treated patients suffering from polydipsia and polyuria might relieve these patients but prolonged amiloride supplementation would result in elevated lithium levels and might be hazardous.,7453952_7,0,-1,0,20183,0
20186,terbutaline,4,5,45,56,Cardiovascular complications associated with terbutaline treatment for preterm labor.,7468724_0,0,-1,0,20186,0
20190,terbutaline,11,12,83,94,Severe cardiovascular complications occurred in eight of 160 patients treated with terbutaline for preterm labor.,7468724_1,0,-1,0,20190,0
20198,carbimazole,14,15,101,112,Toxic hepatitis induced by antithyroid drugs: four cases including one with cross-reactivity between carbimazole and benzylthiouracil.,7504976_0,0,-1,0,20198,0
20207,carbimazole,8,9,52,63,Two patients had a cholestatic hepatitis induced by carbimazole (N  omercazole).,7504976_4,0,-1,0,20207,0
20209,carbimazole,12,13,71,82,Two others had a mixed (cholestatic and cytolytic) hepatitis following carbimazole.,7504976_5,0,-1,0,20209,0
20211,carbimazole,22,23,135,146,One of the latter two patients further experienced a cytolytic hepatitis which appeared after Benzylthiouracil (Basd  ne) had replaced carbimazole.,7504976_6,0,-1,0,20211,0
20277,rapamycin,23,24,111,120,"Cyclosporin A (CsA; 50 mg/kg) and Fujimycine (FK506; 5 mg/kg), but not the related macrolide immunosuppressant rapamycin (5 mg/kg), caused a reduction of glomerular filtration rate, degenerative changes of proximal tubular epithelium, and hypertrophy of the juxtaglomerular apparatus in male Wistar rats when given for 10 days.",7542793_1,0,-1,0,20277,0
20294,rapamycin,27,28,166,175,"In the kidney, high levels of immunoreactive and enzymatically active calcineurin were found which were inhibited by the immunosuppressants CsA and FK506, but not by rapamycin.",7542793_4,0,-1,0,20294,0
20298,rapamycin,17,18,112,121,"Finally, specific immunophilin-drug-calcineurin complexes formed only in the presence of CsA and FK506, but not rapamycin.",7542793_5,0,-1,0,20298,0
20305,carboplatin,6,7,33,44,Acute renal failure in high dose carboplatin chemotherapy.,7565311_0,0,-1,0,20305,0
20306,Carboplatin,0,1,0,11,Carboplatin has been reported to cause acute renal failure when administered in high doses to adult patients.,7565311_1,0,-1,0,20306,0
20317,paramethasone,5,6,37,50,Two patients treated with parenteral paramethasone (Triniol) and dexamethasone (Sedionbel) are described.,7582165_1,0,-1,0,20317,0
20324,paramethasone,10,11,47,60,"In the two patients, skin and ELISA tests with paramethasone were negative, as was the prick test with each of its excipients.",7582165_5,0,-1,0,20324,0
20332,paramethasone,4,5,27,40,These results suggest that paramethasone caused pseudoallergic reactions in our patients.,7582165_8,0,-1,0,20332,0
20334,paramethasone,3,4,31,44,"Corticosteroids different from paramethasone also produced hypersensitivity reactions in these patients; however, a few of them were tolerated.",7582165_9,0,-1,0,20334,0
20337,paramethasone,14,15,73,86,"To our knowledge, this is the first report of a pseudo-allergy caused by paramethasone.",7582165_11,0,-1,0,20337,0
20411,etoposide,11,12,84,93,"The occurrence of a myocardial infarction is reported after chemotherapy containing etoposide, in a man with no risk factors for coronary heart disease.",7619765_1,0,-1,0,20411,0
20416,folinic acid,8,10,37,49,Study of the role of vitamin B12 and folinic acid supplementation in preventing hematologic toxicity of zidovudine.,7628595_0,0,-1,0,20416,0
20419,folinic acid,15,17,86,98,"A prospective, randomized study was conducted to evaluate the role of vitamin B12 and folinic acid supplementation in preventing zidovudine (ZDV)-induced bone marrow suppression.",7628595_1,0,-1,0,20419,0
20425,folinic acid,37,39,198,210,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,0,-1,0,20425,0
20440,folinic acid,3,5,16,28,"Vitamin B12 and folinic acid supplementation of ZDV therapy does not seem useful in preventing or reducing ZDV-induced myelotoxicity in the overall treated population, although a beneficial effect in certain subgroups of patients cannot be excluded.",7628595_8,0,-1,0,20440,0
20527,malondialdehyde,4,5,26,41,"Time dependence of plasma malondialdehyde, oxypurines, and nucleosides during incomplete cerebral ischemia in the rat.",7710775_0,0,-1,0,20527,0
20535,malondialdehyde,17,18,131,146,"Plasma extracts were analyzed by a highly sensitive high-performance liquid chromatographic method for the direct determination of malondialdehyde, oxypurines, and nucleosides.",7710775_3,0,-1,0,20535,0
20538,malondialdehyde,1,2,7,22,"Plasma malondialdehyde, which was present in minimal amount at zero time (0.058 mumol/liter plasma; SD 0.015), increased after 5 min of ischemia, resulting in a fivefold increase after 30 min of carotid occlusion (0.298 mumol/liter plasma; SD 0.078).",7710775_5,0,-1,0,20538,0
20543,malondialdehyde,2,3,17,32,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0,-1,0,20543,0
20546,nitroprusside,46,47,311,324,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0,-1,0,20546,0
20549,malondialdehyde,63,64,424,439,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0,-1,0,20549,0
20550,malondialdehyde,8,9,52,67,"The present data indicate that the determination of malondialdehyde, oxypurines, and nucleosides in peripheral blood, may be used to monitor the metabolic alterations of tissues occurring during ischemic phenomena.(ABSTRACT TRUNCATED AT 250 WORDS)",7710775_7,0,-1,0,20550,0
20628,dobutamine,30,31,180,190,"The patient continued to remain hypotensive with complete heart block, even with multiple uses of intravenous atropine as well as high doses of pressor agents such as dopamine and dobutamine.",7785794_3,0,-1,0,20628,0
20651,blood urea nitrogen,9,12,58,77,"Laboratory variables of renal function [serum creatinine, blood urea nitrogen (BUN) and electrolytes] were evaluated before initiation of therapy and every 2 days, until termination of the study (a period of at least 6 days).",7791169_3,0,-1,0,20651,0
20655,creatinine,19,20,90,100,"RESULTS: Forty-two patients completed the study, 22 in Group A and 20 in Group B. BUN and creatinine increased by > 50% of baseline levels in 54 and 45% of Group A patients, respectively, compared to only 20 and 10% of Group B patients (p < 0.05).",7791169_5,0,-1,0,20655,0
20660,creatinine,6,7,28,38,"The mean increments in BUN, creatinine, and K were reduced by 63, 80, and 42%, respectively, in Group B patients compared to Group A. Response to treatment did not differ significantly between the 2 groups.",7791169_7,0,-1,0,20660,0
20710,ouabain,2,3,11,18,Effects of ouabain on myocardial oxygen supply and demand in patients with chronic coronary artery disease.,783197_0,0,-1,0,20710,0
20718,ouabain,5,6,27,34,"We assessed the effects of ouabain (0.015 mg/kg body weight) on hemodynamic, volumetric, and metabolic parameters in 11 patients with severe chronic coronary artery disease without clinical congestive heart failure.",783197_3,0,-1,0,20718,0
20722,ouabain,26,27,169,176,"Because the protocol was long and involved interventions which might affect the determinations, we also studied in nine patients using an identical protocol except that ouabain administration was omitted.",783197_4,0,-1,0,20722,0
20725,ouabain,14,15,109,116,"Left ventricular end-diastolic pressure and left ventricular end-diastolic volume fell in each patient given ouabain, even though they were initially elevated in only two patients.",783197_5,0,-1,0,20725,0
20729,ouabain,40,41,219,226,Left ventricular end-diastolic pressure fell from 11.5+/-1.4 (mean+/-SE) to 5.6+/-0.9 mm Hg (P less than 0.001) and left ventricular end-diastolic volume fell from 100+/-17 to 82+/-12 ml/m2 (P less than 0.01) 1 h after ouabain infusion was completed.,783197_6,0,-1,0,20729,0
20736,ouabain,9,10,70,77,No significant change in myocardial oxygen consumption occurred after ouabain administration but this may be related to a greater decrease in mean arterial pressure in the ouabain patients than in the control patients.,783197_9,0,-1,0,20736,0
20738,ouabain,26,27,172,179,No significant change in myocardial oxygen consumption occurred after ouabain administration but this may be related to a greater decrease in mean arterial pressure in the ouabain patients than in the control patients.,783197_9,0,-1,0,20738,0
20743,ouabain,24,25,165,172,We conclude that in patients with chronic coronary artery disease who are not in clinical congestive heart failure left ventricular end-diastolic volume falls after ouabain administration even when it is initially normal.,783197_10,0,-1,0,20743,0
20800,5-fluorouracil,8,9,51,65,Acute confusion induced by a high-dose infusion of 5-fluorouracil and folinic acid.,7858459_0,0,-1,0,20800,0
20801,folinic acid,10,12,70,82,Acute confusion induced by a high-dose infusion of 5-fluorouracil and folinic acid.,7858459_0,0,-1,0,20801,0
20805,etoposide,11,12,87,96,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,0,-1,0,20805,0
20807,folinic acid,21,23,150,162,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,0,-1,0,20807,0
20813,5-fluorouracil,35,36,195,209,"He developed acute neurologic symptoms of mental confusion, disorientation and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of 5-fluorouracil and folinic acid infusion.",7858459_2,0,-1,0,20813,0
20814,folinic acid,37,39,214,226,"He developed acute neurologic symptoms of mental confusion, disorientation and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of 5-fluorouracil and folinic acid infusion.",7858459_2,0,-1,0,20814,0
20816,5-fluorouracil,11,12,65,79,"This complication reappeared on day 25 during the second dose of 5-fluorouracil and folinic acid, which were then the only drugs given.",7858459_3,0,-1,0,20816,0
20817,folinic acid,13,15,84,96,"This complication reappeared on day 25 during the second dose of 5-fluorouracil and folinic acid, which were then the only drugs given.",7858459_3,0,-1,0,20817,0
20818,folinic acid,1,3,8,20,"Because folinic acid was unlikely to be associated with this condition, neurotoxicity due to high-dose 5-fluorouracil was highly suspected.",7858459_4,0,-1,0,20818,0
20829,carbamazepine,3,4,20,33,Effect of switching carbamazepine to oxcarbazepine on the plasma levels of neuroleptics.,7862923_0,0,-1,0,20829,0
20832,Carbamazepine,0,1,0,13,"Carbamazepine was switched to its 10-keto analogue oxcarbazepine among six difficult-to-treat schizophrenic or organic psychotic patients using concomitantly haloperidol, chlorpromazine or clozapine.",7862923_2,0,-1,0,20832,0
20849,Bupivacaine,0,1,0,11,Bupivacaine 0.75% with adrenaline was given followed by a 24-hr continuous infusion of 0.25% bupivacaine.,7880714_2,0,-1,0,20849,0
20850,bupivacaine,16,17,93,104,Bupivacaine 0.75% with adrenaline was given followed by a 24-hr continuous infusion of 0.25% bupivacaine.,7880714_2,0,-1,0,20850,0
20854,bupivacaine,20,21,101,112,The maximum change in threshold was 35 dB at 6 kHz measured at the end of the continuous infusion of bupivacaine.,7880714_6,0,-1,0,20854,0
20880,octreotide,7,8,51,61,Composition of gall bladder stones associated with octreotide: response to oral ursodeoxycholic acid.,7890216_0,0,-1,0,20880,0
20882,Octreotide,0,1,0,10,"Octreotide, an effective treatment for acromegaly, induces gall bladder stones in 13-60% of patients.",7890216_1,0,-1,0,20882,0
20884,octreotide,28,29,173,183,"Because knowledge of stone composition is essential for studies of their pathogenesis, treatment, and prevention, this was investigated by direct and indirect methods in 14 octreotide treated acromegalic patients with gall stones.",7890216_2,0,-1,0,20884,0
20901,octreotide,3,4,15,25,"In conclusion, octreotide induced gall stones are generally small, multiple, and cholesterol rich although, in common with spontaneous gall stone disease, at presentation some patients will have a blocked cystic duct and some gall stones containing calcium.",7890216_10,0,-1,0,20901,0
20963,methylprednisolone,5,6,29,47,The patient was treated with methylprednisolone and gradually improved.,7919560_4,0,-1,0,20963,0
21081,coniine,2,3,10,17,Effect of coniine on the developing chick embryo.,8073369_0,0,-1,0,21081,0
21082,Coniine,0,1,0,7,"Coniine, an alkaloid from Conium maculatum (poison hemlock), has been shown to be teratogenic in livestock.",8073369_1,0,-1,0,21082,0
21088,coniine,2,3,9,16,"However, coniine has failed to produce arthrogryposis in rats or mice and is only weakly teratogenic in rabbits.",8073369_3,0,-1,0,21088,0
21091,coniine,13,14,69,76,The purpose of this study was to evaluate and compare the effects of coniine and nicotine in the developing chick.,8073369_4,0,-1,0,21091,0
21092,coniine,2,3,18,25,"Concentrations of coniine and nicotine sulfate were 0.015%, 0.03%, 0.075%, 0.15%, 0.75%, 1.5%, 3%, and 6% and 1%, 5%, and 10%, respectively.",8073369_5,0,-1,0,21092,0
21096,coniine,14,15,87,94,All concentrations of nicotine sulfate caused some lethality but a no effect level for coniine lethality was 0.75%.,8073369_7,0,-1,0,21096,0
21097,coniine,5,6,32,39,The deformations caused by both coniine and nicotine sulfate were excessive flexion or extension of one or more toes.,8073369_8,0,-1,0,21097,0
21104,coniine,16,17,78,85,There was a statistically significant (P < or = 0.01) decrease in movement in coniine and nicotine sulfate treated chicks as determined by ultrasound.,8073369_10,0,-1,0,21104,0
21188,propranolol,12,13,73,84,"Several drugs, including clonidine, physostigmine, methysergide, 5-MDOT, propranolol, and MK-801, markedly reduced the dyskinetic movements but at the cost of a return of parkinsonian symptomatology.",8106150_5,0,-1,0,21188,0
21192,yohimbine,2,3,9,18,"However, yohimbine and meperidine reduced predominantly the dyskinetic movements.",8106150_6,0,-1,0,21192,0
21200,ifosfamide,18,19,113,123,BACKGROUND: Hallucinations as a symptom of central neurotoxicity are a known but poorly described side effect of ifosfamide.,8111719_1,0,-1,0,21200,0
21225,bepridil,14,15,80,88,"For each of the three tested calcium channel blockers (diltiazem, verapamil and bepridil) 6 groups of mice were treated by two different doses, i.e. 2 and 10 mg/kg/i.p., or an equal volume of saline for the control group (n = 20); 15 minutes later, all the animals were injected with a single 50 mg/kg/i.p.",8231633_2,0,-1,0,21225,0
21228,bupivacaine,2,3,8,19,dose of bupivacaine.,8231633_3,0,-1,0,21228,0
21234,bupivacaine,4,5,27,38,The convulsant activity of bupivacaine was not significantly modified but calcium channel blockers decreased the time of latency to obtain bupivacaine-induced convulsions; this effect was less pronounced with bepridil.,8231633_6,0,-1,0,21234,0
21236,bepridil,29,30,209,217,The convulsant activity of bupivacaine was not significantly modified but calcium channel blockers decreased the time of latency to obtain bupivacaine-induced convulsions; this effect was less pronounced with bepridil.,8231633_6,0,-1,0,21236,0
21259,cyclophosphamide,10,11,60,76,"The patient was treated with steroid pulse, plasmapheresis, cyclophosphamide and antiplatelet agents.",8267029_4,0,-1,0,21259,0
21365,losartan,37,38,250,258,"The appearance of nephrotic syndromes such as proteinuria, hypoalbuminemia, hypercholesterolemia and increase in blood nitrogen urea, induced in rats by injection of puromycin aminonucleoside was markedly inhibited by oral administration of Dup 753 (losartan), a novel angiotensin II receptor antagonist, at a dose of 1 or 2 mg/kg per day.",8319760_1,0,-1,0,21365,0
21457,oral contraceptives,13,15,78,97,Hepatic adenomas and focal nodular hyperplasia of the liver in young women on oral contraceptives: case reports.,839274_0,0,-1,0,21457,0
21462,oral contraceptives,17,19,104,123,"Two cases of hepatic adenoma and one of focal nodular hyperplasia presumably associated with the use of oral contraceptives, are reported.",839274_1,0,-1,0,21462,0
21515,cresyl violet,5,7,47,60,"Additional neuronanatomical studies, including cresyl violet staining, neuronal degeneration methods, and histochemical localization of glial fibrillary acidic protein, suggested that the decrease in the number of GAD mRNA-containing neurons was related to neuronal loss rather than to a decrease in GAD mRNA levels.",8410199_4,0,-1,0,21515,0
21560,octreotide,10,11,67,77,Prospective study of the long-term effects of somatostatin analog (octreotide) on gallbladder function and gallstone formation in Chinese acromegalic patients.,8421099_0,0,-1,0,21560,0
21567,octreotide,26,27,184,194,This article reports the changes in gallbladder function examined by ultrasonography in 20 Chinese patients with active acromegaly treated with sc injection of the somatostatin analog octreotide in dosages of 300-1500 micrograms/day for a mean of 24.2 +/- 13.9 months.,8421099_1,0,-1,0,21567,0
21570,octreotide,3,4,22,32,"During treatment with octreotide, 17 patients developed sludge, 10 had gallstones, and 1 developed acute cholecystitis requiring surgery.",8421099_2,0,-1,0,21570,0
21572,octreotide,3,4,20,30,"After withdrawal of octreotide in 10 patients without gallstones, 8 patients assessed had return of normal gallbladder contractility within 1 month.",8421099_5,0,-1,0,21572,0
21575,octreotide,25,26,164,174,"Our results suggest that the suppression of gallbladder contractility is the cause of the successive formation of bile sludge, gallstones, and cholecystitis during octreotide therapy in Chinese acromegalic patients.",8421099_7,0,-1,0,21575,0
21577,octreotide,14,15,94,104,It is therefore very important to follow the changes of gallbladder function during long-term octreotide therapy of acromegalic patients.,8421099_8,0,-1,0,21577,0
21757,vinorelbine,4,5,18,29,Phase II trial of vinorelbine in metastatic squamous cell esophageal carcinoma.,8558192_0,0,-1,0,21757,0
21762,vinorelbine,25,26,167,178,European Organization for Research and Treatment of Cancer Gastrointestinal Treat Cancer Cooperative Group.PURPOSE: To evaluate the response rate and toxic effects of vinorelbine (VNB) administered as a single agent in metastatic squamous cell esophageal carcinoma. PATIENTS AND METHODS: Forty-six eligible patients with measurable lesions were included and were stratified according to previous chemotherapy.,8558192_1,0,-1,0,21762,0
21799,hexamethonium,6,7,47,60,Intravenous infusion of the ganglionic blocker hexamethonium resulted in a rapid decline in MAP that eliminated the dietary sodium chloride-induced increase in MAP in both groups.,8586822_5,0,-1,0,21799,0
21832,Thiopentone,0,1,0,11,Thiopentone pretreatment for propofol injection pain in ambulatory patients.,8595686_0,0,-1,0,21832,0
21834,propofol,3,4,29,37,Thiopentone pretreatment for propofol injection pain in ambulatory patients.,8595686_0,0,-1,0,21834,0
21836,propofol,3,4,24,32,This study investigated propofol injection pain in patients undergoing ambulatory anaesthesia.,8595686_1,0,-1,0,21836,0
21839,propofol,23,24,135,143,"In a randomized, double-blind trial, 90 women were allocated to receive one of three treatments prior to induction of anaesthesia with propofol.",8595686_2,0,-1,0,21839,0
21842,thiopentone,29,30,103,114,"Patients in Group C received 2 ml normal saline, Group L, 2 ml, lidocaine 2% (40 mg) and Group T, 2 ml thiopentone 2.5% (50 mg).",8595686_3,0,-1,0,21842,0
21845,propofol,18,19,92,100,Venous discomfort was assessed with a visual analogue scale (VAS) 5-15 sec after commencing propofol administration using an infusion pump (rate 1000 micrograms.kg-1.min-1).,8595686_4,0,-1,0,21845,0
21864,propofol,9,10,57,65,"Assessing their overall satisfaction, 89.7% would choose propofol anaesthesia again.",8595686_9,0,-1,0,21864,0
21865,propofol,10,11,65,73,We conclude that lidocaine reduces the incidence and severity of propofol injection pain in ambulatory patients whereas thiopentone only reduces its severity.,8595686_10,0,-1,0,21865,0
21867,thiopentone,17,18,120,131,We conclude that lidocaine reduces the incidence and severity of propofol injection pain in ambulatory patients whereas thiopentone only reduces its severity.,8595686_10,0,-1,0,21867,0
21987,paclitaxel,9,10,68,78,Chemotherapy of advanced inoperable non-small cell lung cancer with paclitaxel: a phase II trial.,8643966_0,0,-1,0,21987,0
21989,Paclitaxel,0,1,0,10,"Paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) has demonstrated significant antineoplastic activity against different tumor types, notably ovarian and breast carcinoma.",8643966_1,0,-1,0,21989,0
21995,paclitaxel,6,7,31,41,Two phase II trials of 24-hour paclitaxel infusions in chemotherapy-naive patients with stage IIIB or IV non-small cell lung cancer (NSCLC) reported response rates of 21% and 24%.,8643966_2,0,-1,0,21995,0
22002,paclitaxel,9,10,54,64,We investigated the efficacy and toxicity of a 3-hour paclitaxel infusion in a phase II trial in patients with inoperable stage IIIB or IV NSCLC.,8643966_4,0,-1,0,22002,0
22008,Paclitaxel,0,1,0,10,Paclitaxel 225 mg/m2 was infused over 3 hours every 3 weeks with standard prophylactic premedication.,8643966_7,0,-1,0,22008,0
22024,Paclitaxel,0,1,0,10,"Paclitaxel is thus an active single agent in this patient population, with a 3-hour infusion proving comparably effective to a 24-hour infusion and superior in terms of the incidence of hematologic and nonhematologic toxicity.",8643966_13,0,-1,0,22024,0
22030,paclitaxel,5,6,30,40,"Further phase II studies with paclitaxel combined with other drugs active against NSCLC are indicated, and phase III studies comparing paclitaxel with standard chemotherapy remain to be completed.",8643966_14,0,-1,0,22030,0
22033,paclitaxel,21,22,135,145,"Further phase II studies with paclitaxel combined with other drugs active against NSCLC are indicated, and phase III studies comparing paclitaxel with standard chemotherapy remain to be completed.",8643966_14,0,-1,0,22033,0
22036,paclitaxel,5,6,22,32,A phase I/II study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,8643971_0,0,-1,0,22036,0
22037,cisplatin,7,8,38,47,A phase I/II study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,8643971_0,0,-1,0,22037,0
22042,paclitaxel,11,12,83,93,"Preliminary results of an Eastern Cooperative Oncology Group study of single-agent paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) reported a 37% response rate in patients with head and neck cancer, and the paclitaxel/cisplatin combination has been used successfully and has significantly improved median response duration in ovarian cancer patients.",8643971_2,0,-1,0,22042,0
22050,paclitaxel,14,15,85,95,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,0,-1,0,22050,0
22051,cisplatin,19,20,127,136,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,0,-1,0,22051,0
22060,paclitaxel,15,16,75,85,"Treatment, given every 21 days for a maximum of three cycles, consisted of paclitaxel by 3-hour infusion followed the next day by a fixed dose of cisplatin (75 mg/m2).",8643971_7,0,-1,0,22060,0
22062,cisplatin,28,29,146,155,"Treatment, given every 21 days for a maximum of three cycles, consisted of paclitaxel by 3-hour infusion followed the next day by a fixed dose of cisplatin (75 mg/m2).",8643971_7,0,-1,0,22062,0
22063,paclitaxel,5,6,39,49,"The dose levels incorporate escalating paclitaxel doses, and intrapatient escalations within a given dose level are permitted if toxicity permits.",8643971_8,0,-1,0,22063,0
22066,paclitaxel,1,2,5,15,"With paclitaxel doses of 200 mg/m2 and higher, granulocyte colony-stimulating factor 5 micrograms/kg/d is given (days 4 through 12).",8643971_10,0,-1,0,22066,0
22081,paclitaxel,8,9,53,63,Results thus far suggest no dose-response effect for paclitaxel doses above 200 mg/m2.,8643971_19,0,-1,0,22081,0
22082,Paclitaxel,0,1,0,10,Paclitaxel combined with carboplatin in the first-line treatment of advanced ovarian cancer.,8643973_0,0,-1,0,22082,0
